id,donateNum,donateType,upgradeCondition,buff,buff_show,condition,effect_para,effect_type,effectParams,fightforce,group_id,level,max_level,res_need,res_num,techpoint_cost
101070305,[1|1],[1|12],[],-1,alliance_tech_showdesc_132,,[5004|1000],2,[5004|1000],150000,1010703,5,5,[1|12],[1|1],642600
101080101,[1|1],[1|13],[101070103],-1,alliance_tech_showdesc_1010801,[101070103],[21018|1000],2,[21018|1000],10000,1010801,1,5,[1|13],[1|1],321300
101080102,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010801,,[21018|1000],2,[21018|1000],30000,1010801,2,5,[1|12],[1|1],428400
101080103,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010801,,[21018|1000],2,[21018|1000],60000,1010801,3,5,[1|13],[1|1],535500
101080104,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010801,,[21018|1000],2,[21018|1000],100000,1010801,4,5,[1|12],[1|1],642600
101080105,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010801,,[21018|1000],2,[21018|1000],150000,1010801,5,5,[1|13],[1|1],749700
101080201,[1|1],[1|12],[101070203],-1,alliance_tech_showdesc_1010802,[101070203],[21020|1000],2,[21020|1000],10000,1010802,1,5,[1|12],[1|1],321300
101080202,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010802,,[21020|1000],2,[21020|1000],30000,1010802,2,5,[1|13],[1|1],428400
101080203,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010802,,[21020|1000],2,[21020|1000],60000,1010802,3,5,[1|12],[1|1],535500
101080204,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010802,,[21020|1000],2,[21020|1000],100000,1010802,4,5,[1|13],[1|1],642600
101080205,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010802,,[21020|1000],2,[21020|1000],150000,1010802,5,5,[1|12],[1|1],749700
101080301,[1|1],[1|13],[101070303],-1,alliance_tech_showdesc_1010803,[101070303],[21022|1000],2,[21022|1000],10000,1010803,1,5,[1|13],[1|1],321300
101080302,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010803,,[21022|1000],2,[21022|1000],30000,1010803,2,5,[1|12],[1|1],428400
101080303,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010803,,[21022|1000],2,[21022|1000],60000,1010803,3,5,[1|13],[1|1],535500
101080304,[1|1],[1|12],[],-1,alliance_tech_showdesc_1010803,,[21022|1000],2,[21022|1000],100000,1010803,4,5,[1|12],[1|1],642600
101080305,[1|1],[1|13],[],-1,alliance_tech_showdesc_1010803,,[21022|1000],2,[21022|1000],150000,1010803,5,5,[1|13],[1|1],749700
101090201,[1|1],[1|12],[101080103|101080203|101080303],-1,alliance_tech_showdesc_1010902,[101080103|101080203|101080303],,-1,[],120000,1010902,1,1,[1|12],[1|1],856800
101100101,[1|1],[1|13],[101090201],-1,alliance_tech_showdesc_128,[101090201],[13103|200],2,[13103|200],10000,1011001,1,5,[1|13],[1|1],214200
101100102,[1|1],[1|12],[],-1,alliance_tech_showdesc_128,,[13103|200],2,[13103|200],30000,1011001,2,5,[1|12],[1|1],321300
101100103,[1|1],[1|13],[],-1,alliance_tech_showdesc_128,,[13103|200],2,[13103|200],60000,1011001,3,5,[1|13],[1|1],428400
101100104,[1|1],[1|12],[],-1,alliance_tech_showdesc_128,,[13103|200],2,[13103|200],100000,1011001,4,5,[1|12],[1|1],535500
101100105,[1|1],[1|13],[],-1,alliance_tech_showdesc_128,,[13103|200],2,[13103|200],150000,1011001,5,5,[1|13],[1|1],642600
101100201,[1|1],[1|12],[101090201],-1,alliance_tech_showdesc_130,[101090201],[14103|200],2,[14103|200],10000,1011002,1,5,[1|12],[1|1],214200
101100202,[1|1],[1|13],[],-1,alliance_tech_showdesc_130,,[14103|200],2,[14103|200],30000,1011002,2,5,[1|13],[1|1],321300
101100203,[1|1],[1|12],[],-1,alliance_tech_showdesc_130,,[14103|200],2,[14103|200],60000,1011002,3,5,[1|12],[1|1],428400
101100204,[1|1],[1|13],[],-1,alliance_tech_showdesc_130,,[14103|200],2,[14103|200],100000,1011002,4,5,[1|13],[1|1],535500
101100205,[1|1],[1|12],[],-1,alliance_tech_showdesc_130,,[14103|200],2,[14103|200],150000,1011002,5,5,[1|12],[1|1],642600
101100301,[1|1],[1|13],[101090201],-1,alliance_tech_showdesc_129,[101090201],[15103|200],2,[15103|200],10000,1011003,1,5,[1|13],[1|1],214200
101100302,[1|1],[1|12],[],-1,alliance_tech_showdesc_129,,[15103|200],2,[15103|200],30000,1011003,2,5,[1|12],[1|1],321300
101100303,[1|1],[1|13],[],-1,alliance_tech_showdesc_129,,[15103|200],2,[15103|200],60000,1011003,3,5,[1|13],[1|1],428400
101100304,[1|1],[1|12],[],-1,alliance_tech_showdesc_129,,[15103|200],2,[15103|200],100000,1011003,4,5,[1|12],[1|1],535500
101100305,[1|1],[1|13],[],-1,alliance_tech_showdesc_129,,[15103|200],2,[15103|200],150000,1011003,5,5,[1|13],[1|1],642600
101110101,[1|1],[1|12],[101100103],-1,alliance_tech_showdesc_1011101,[101100103],[21023|200],2,[21023|200],10000,1011101,1,5,[1|12],[1|1],321300
101110102,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011101,,[21023|200],2,[21023|200],30000,1011101,2,5,[1|13],[1|1],428400
101110103,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011101,,[21023|200],2,[21023|200],60000,1011101,3,5,[1|12],[1|1],535500
101110104,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011101,,[21023|200],2,[21023|200],100000,1011101,4,5,[1|13],[1|1],642600
101110105,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011101,,[21023|200],2,[21023|200],150000,1011101,5,5,[1|12],[1|1],749700
101110201,[1|1],[1|13],[101100203],-1,alliance_tech_showdesc_1011102,[101100203],[21025|200],2,[21025|200],10000,1011102,1,5,[1|13],[1|1],321300
101110202,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011102,,[21025|200],2,[21025|200],30000,1011102,2,5,[1|12],[1|1],428400
101110203,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011102,,[21025|200],2,[21025|200],60000,1011102,3,5,[1|13],[1|1],535500
101110204,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011102,,[21025|200],2,[21025|200],100000,1011102,4,5,[1|12],[1|1],642600
101110205,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011102,,[21025|200],2,[21025|200],150000,1011102,5,5,[1|13],[1|1],749700
101110301,[1|1],[1|12],[101100303],-1,alliance_tech_showdesc_1011103,[101100303],[21027|200],2,[21027|200],10000,1011103,1,5,[1|12],[1|1],321300
101110302,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011103,,[21027|200],2,[21027|200],30000,1011103,2,5,[1|13],[1|1],428400
101110303,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011103,,[21027|200],2,[21027|200],60000,1011103,3,5,[1|12],[1|1],535500
101110304,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011103,,[21027|200],2,[21027|200],100000,1011103,4,5,[1|13],[1|1],642600
101110305,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011103,,[21027|200],2,[21027|200],150000,1011103,5,5,[1|12],[1|1],749700
101120201,[1|1],[1|13],[101110103|101110203|101110303],-1,alliance_tech_showdesc_1011202,[101110103|101110203|101110303],,-1,[],120000,1011202,1,1,[1|13],[1|1],1071000
101130101,[1|1],[1|12],[101120201],-1,alliance_tech_showdesc_131,[101120201],[13104|200],2,[13104|200],10000,1011301,1,5,[1|12],[1|1],214200
101130102,[1|1],[1|13],[],-1,alliance_tech_showdesc_131,,[13104|200],2,[13104|200],30000,1011301,2,5,[1|13],[1|1],321300
101130103,[1|1],[1|12],[],-1,alliance_tech_showdesc_131,,[13104|200],2,[13104|200],60000,1011301,3,5,[1|12],[1|1],428400
101130104,[1|1],[1|13],[],-1,alliance_tech_showdesc_131,,[13104|200],2,[13104|200],100000,1011301,4,5,[1|13],[1|1],535500
101130105,[1|1],[1|12],[],-1,alliance_tech_showdesc_131,,[13104|200],2,[13104|200],150000,1011301,5,5,[1|12],[1|1],642600
101130201,[1|1],[1|13],[101120201],-1,alliance_tech_showdesc_133,[101120201],[14104|200],2,[14104|200],10000,1011302,1,5,[1|13],[1|1],214200
101130202,[1|1],[1|12],[],-1,alliance_tech_showdesc_133,,[14104|200],2,[14104|200],30000,1011302,2,5,[1|12],[1|1],321300
101130203,[1|1],[1|13],[],-1,alliance_tech_showdesc_133,,[14104|200],2,[14104|200],60000,1011302,3,5,[1|13],[1|1],428400
101130204,[1|1],[1|12],[],-1,alliance_tech_showdesc_133,,[14104|200],2,[14104|200],100000,1011302,4,5,[1|12],[1|1],535500
101130205,[1|1],[1|13],[],-1,alliance_tech_showdesc_133,,[14104|200],2,[14104|200],150000,1011302,5,5,[1|13],[1|1],642600
101130301,[1|1],[1|12],[101120201],-1,alliance_tech_showdesc_132,[101120201],[15104|200],2,[15104|200],10000,1011303,1,5,[1|12],[1|1],214200
101130302,[1|1],[1|13],[],-1,alliance_tech_showdesc_132,,[15104|200],2,[15104|200],30000,1011303,2,5,[1|13],[1|1],321300
101130303,[1|1],[1|12],[],-1,alliance_tech_showdesc_132,,[15104|200],2,[15104|200],60000,1011303,3,5,[1|12],[1|1],428400
101130304,[1|1],[1|13],[],-1,alliance_tech_showdesc_132,,[15104|200],2,[15104|200],100000,1011303,4,5,[1|13],[1|1],535500
101130305,[1|1],[1|12],[],-1,alliance_tech_showdesc_132,,[15104|200],2,[15104|200],150000,1011303,5,5,[1|12],[1|1],642600
101140101,[1|1],[1|13],[101130103],-1,alliance_tech_showdesc_1011401,[101130103],[21024|200],2,[21024|200],10000,1011401,1,5,[1|13],[1|1],321300
101140102,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011401,,[21024|200],2,[21024|200],30000,1011401,2,5,[1|12],[1|1],428400
101140103,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011401,,[21024|200],2,[21024|200],60000,1011401,3,5,[1|13],[1|1],535500
101140104,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011401,,[21024|200],2,[21024|200],100000,1011401,4,5,[1|12],[1|1],642600
101140105,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011401,,[21024|200],2,[21024|200],150000,1011401,5,5,[1|13],[1|1],749700
101140201,[1|1],[1|12],[101130203],-1,alliance_tech_showdesc_1011402,[101130203],[21026|200],2,[21026|200],10000,1011402,1,5,[1|12],[1|1],321300
101140202,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011402,,[21026|200],2,[21026|200],30000,1011402,2,5,[1|13],[1|1],428400
101140203,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011402,,[21026|200],2,[21026|200],60000,1011402,3,5,[1|12],[1|1],535500
101140204,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011402,,[21026|200],2,[21026|200],100000,1011402,4,5,[1|13],[1|1],642600
101140205,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011402,,[21026|200],2,[21026|200],150000,1011402,5,5,[1|12],[1|1],749700
101140301,[1|1],[1|13],[101130303],-1,alliance_tech_showdesc_1011403,[101130303],[21028|200],2,[21028|200],10000,1011403,1,5,[1|13],[1|1],321300
101140302,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011403,,[21028|200],2,[21028|200],30000,1011403,2,5,[1|12],[1|1],428400
101140303,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011403,,[21028|200],2,[21028|200],60000,1011403,3,5,[1|13],[1|1],535500
101140304,[1|1],[1|12],[],-1,alliance_tech_showdesc_1011403,,[21028|200],2,[21028|200],100000,1011403,4,5,[1|12],[1|1],642600
101140305,[1|1],[1|13],[],-1,alliance_tech_showdesc_1011403,,[21028|200],2,[21028|200],150000,1011403,5,5,[1|13],[1|1],749700
101150201,[1|1],[1|12],[101140103|101140203|101140303],-1,alliance_tech_showdesc_1011502,[101140103|101140203|101140303],,-1,[],120000,1011502,1,1,[1|12],[1|1],1285200
101010401,[1|1],[1|13],[101010103|101010303],-1,auto_hunting_hospital_set,[101010103|101010303],[1032|1000],2,[1032|1000],100000,1010104,1,1,[1|13],[1|1],214200
101030401,[1|1],[1|12],[101010401|101030201],-1,technology_adv_name_1050,[101010401|101030201],[1051|1],2,[1051|1],120000,1010304,1,1,[1|12],[1|1],428400
101050401,[1|1],[1|13],[101030401|101050103|101050203|101050303],-1,alliance_tech_name_1010504,[101030401|101050103|101050203|101050303],[1200105|500],2,[1200105|500],140000,1010504,1,1,[1|13],[1|1],642600
101060401,[1|1],[1|12],[101050401|101060201],-1,alliance_tech_name_1010604,[101050401|101060201],,-1,[],160000,1010604,1,1,[1|12],[1|1],642600
101080401,[1|1],[1|13],[101060401|101080103|101080203|101080303],-1,technology_adv_grounds_desc,[101060401|101080103|101080203|101080303],[1018|1000],2,[1018|1000],180000,1010804,1,1,[1|13],[1|1],856800
101090401,[1|1],[1|12],[101080401|101090201],-1,alliance_tech_name_1010904,[101080401|101090201],[1148|500],2,[1148|500],200000,1010904,1,1,[1|12],[1|1],856800
101110401,[1|1],[1|13],[101090401|101110103|101110203|101110303],-1,auto_hunting_hospital_set,[101090401|101110103|101110203|101110303],[1032|2000],2,[1032|2000],220000,1011104,1,1,[1|13],[1|1],1071000
101120401,[1|1],[1|12],[101110401|101120201],-1,technology_adv_name_1050,[101110401|101120201],[1051|1],2,[1051|1],240000,1011204,1,1,[1|12],[1|1],1071000
101140401,[1|1],[1|13],[101120401|101140103|101140203|101140303],-1,technology_adv_grounds_desc,[101120401|101140103|101140203|101140303],[1018|2000],2,[1018|2000],260000,1011404,1,1,[1|13],[1|1],1285200
101150401,[1|1],[1|12],[101140401|101150201],-1,alliance_tech_name_1011504,[101140401|101150201],,-1,[],280000,1011504,1,1,[1|12],[1|1],1713600
3010101,[1|1],[1|12],[20220401],-1,alliance_tech_showdesc_30101,[20220401],[3|240],2,[3|240],10000,30101,1,5,[1|12],[1|1],1029000
3010102,[],[1|13],[],-1,alliance_tech_showdesc_30101,,[3|480],2,[3|480],30000,30101,2,5,[1|13],,1234800
3010103,[],[1|12],[],-1,alliance_tech_showdesc_30101,,[3|720],2,[3|720],60000,30101,3,5,[1|12],,1481800
3010104,[],[1|13],[],-1,alliance_tech_showdesc_30101,,[3|960],2,[3|960],100000,30101,4,5,[1|13],,1778100
3010105,[],[1|12],[],-1,alliance_tech_showdesc_30101,,[3|1200],2,[3|1200],150000,30101,5,5,[1|12],,2133700
3010301,[],[1|12],[20220401],-1,alliance_tech_showdesc_30103,[20220401],[4|2400],2,[4|2400],10000,30103,1,5,[1|12],,1029000
3010302,[],[1|13],[],-1,alliance_tech_showdesc_30103,,[4|4800],2,[4|4800],30000,30103,2,5,[1|13],,1234800
3010303,[],[1|12],[],-1,alliance_tech_showdesc_30103,,[4|7200],2,[4|7200],60000,30103,3,5,[1|12],,1481800
3010304,[],[1|13],[],-1,alliance_tech_showdesc_30103,,[4|9600],2,[4|9600],100000,30103,4,5,[1|13],,1778100
3010305,[],[1|12],[],-1,alliance_tech_showdesc_30103,,[4|12000],2,[4|12000],150000,30103,5,5,[1|12],,2133700
3020201,[],[1|13],[3010105|3010305],-1,alliance_tech_showdesc_30202,[3010105|3010305],,-1,[],200000,30202,1,1,[1|13],,3166100
3020401,[],[1|12],[3020201],-1,alliance_tech_showdesc_30204,[3020201],,-1,[],200000,30204,1,1,[1|12],,4749200
3030101,[],[1|12],[3020201],-1,alliance_tech_showdesc_30301,[3020201],[3|240],2,[3|240],10000,30301,1,5,[1|12],,1234800
3030102,[],[1|13],[],-1,alliance_tech_showdesc_30301,,[3|480],2,[3|480],30000,30301,2,5,[1|13],,1481800
3030103,[],[1|12],[],-1,alliance_tech_showdesc_30301,,[3|720],2,[3|720],60000,30301,3,5,[1|12],,1778100
3030104,[],[1|13],[],-1,alliance_tech_showdesc_30301,,[3|960],2,[3|960],100000,30301,4,5,[1|13],,2133700
3030105,[],[1|12],[],-1,alliance_tech_showdesc_30301,,[3|1200],2,[3|1200],150000,30301,5,5,[1|12],,2560500
3030301,[],[1|12],[3020201],-1,alliance_tech_showdesc_30303,[3020201],[4|2400],2,[4|2400],10000,30303,1,5,[1|12],,1234800
3030302,[],[1|13],[],-1,alliance_tech_showdesc_30303,,[4|4800],2,[4|4800],30000,30303,2,5,[1|13],,1481800
3030303,[],[1|12],[],-1,alliance_tech_showdesc_30303,,[4|7200],2,[4|7200],60000,30303,3,5,[1|12],,1778100
3030304,[],[1|13],[],-1,alliance_tech_showdesc_30303,,[4|9600],2,[4|9600],100000,30303,4,5,[1|13],,2133700
3030305,[],[1|12],[],-1,alliance_tech_showdesc_30303,,[4|12000],2,[4|12000],150000,30303,5,5,[1|12],,2560500
3030401,[],[1|13],[3020401],-1,alliance_tech_showdesc_30304,[3020401],,-1,[],250000,30304,1,1,[1|13],,6332200
3040201,[],[1|12],[3030105|3030305],-1,alliance_tech_showdesc_30402,[3030105|3030305],[1179|1],2,[1179|1],10000,30402,1,5,[1|12],,1345600
3040202,[],[1|13],[],-1,alliance_tech_showdesc_30402,,[1179|2],2,[1179|2],30000,30402,2,5,[1|13],,1614800
3040203,[],[1|12],[],-1,alliance_tech_showdesc_30402,,[1179|3],2,[1179|3],60000,30402,3,5,[1|12],,1937700
3040204,[],[1|13],[],-1,alliance_tech_showdesc_30402,,[1179|4],2,[1179|4],100000,30402,4,5,[1|13],,2325200
3040205,[],[1|12],[],-1,alliance_tech_showdesc_30402,,[1179|5],2,[1179|5],150000,30402,5,5,[1|12],,2790300
3040401,[],[1|12],[3040205],-1,"alliance_tech_showdesc_30404,alliance_tech_showdesc_30404_2",[3040205],[500|500],3,[500|500],10000,30404,1,5,[1|12],,1583100
3040402,[],[1|13],[],-1,"alliance_tech_showdesc_30404,alliance_tech_showdesc_30404_2",,[1000|1000],3,[1000|1000],30000,30404,2,5,[1|13],,1899700
3040403,[],[1|12],[],-1,"alliance_tech_showdesc_30404,alliance_tech_showdesc_30404_2",,[1500|1500],3,[1500|1500],60000,30404,3,5,[1|12],,2279600
3040404,[],[1|13],[],-1,"alliance_tech_showdesc_30404,alliance_tech_showdesc_30404_2",,[2000|2000],3,[2000|2000],100000,30404,4,5,[1|13],,2735500
3040405,[],[1|12],[],-1,"alliance_tech_showdesc_30404,alliance_tech_showdesc_30404_2",,[2500|2500],3,[2500|2500],150000,30404,5,5,[1|12],,3282600
3050101,[],[1|12],[3040205],-1,alliance_tech_showdesc_30501,[3040205],[3|240],2,[3|240],10000,30501,1,5,[1|12],,1481800
3050102,[],[1|13],[],-1,alliance_tech_showdesc_30501,,[3|480],2,[3|480],30000,30501,2,5,[1|13],,1778100
3050103,[],[1|12],[],-1,alliance_tech_showdesc_30501,,[3|720],2,[3|720],60000,30501,3,5,[1|12],,2133700
3050104,[],[1|13],[],-1,alliance_tech_showdesc_30501,,[3|960],2,[3|960],100000,30501,4,5,[1|13],,2560500
3050105,[],[1|12],[],-1,alliance_tech_showdesc_30501,,[3|1200],2,[3|1200],150000,30501,5,5,[1|12],,3072600
3050301,[],[1|12],[3040205],-1,alliance_tech_showdesc_30503,[3040205],[4|2400],2,[4|2400],10000,30503,1,5,[1|12],,1481800
3050302,[],[1|13],[],-1,alliance_tech_showdesc_30503,,[4|4800],2,[4|4800],30000,30503,2,5,[1|13],,1778100
3050303,[],[1|12],[],-1,alliance_tech_showdesc_30503,,[4|7200],2,[4|7200],60000,30503,3,5,[1|12],,2133700
3050304,[],[1|13],[],-1,alliance_tech_showdesc_30503,,[4|9600],2,[4|9600],100000,30503,4,5,[1|13],,2560500
3050305,[],[1|12],[],-1,alliance_tech_showdesc_30503,,[4|12000],2,[4|12000],150000,30503,5,5,[1|12],,3072600
3060201,[],[1|13],[3050105|3050305],-1,alliance_tech_showdesc_30602,[3050105|3050305],[2],4,[2],200000,30602,1,1,[1|13],,7915200
3060401,[],[1|13],[3060201|3040405],-1,alliance_tech_showdesc_30604,[3060201|3040405],[1245|1],2,[1245|1],250000,30604,1,1,[1|13],,11081300
3070101,[],[1|12],[3060201],-1,alliance_tech_showdesc_30701,[3060201],[3|240],2,[3|240],10000,30701,1,5,[1|12],,1778100
3070102,[],[1|13],[],-1,alliance_tech_showdesc_30701,,[3|480],2,[3|480],30000,30701,2,5,[1|13],,2133700
3070103,[],[1|12],[],-1,alliance_tech_showdesc_30701,,[3|720],2,[3|720],60000,30701,3,5,[1|12],,2560500
3070104,[],[1|13],[],-1,alliance_tech_showdesc_30701,,[3|960],2,[3|960],100000,30701,4,5,[1|13],,3072600
3070105,[],[1|12],[],-1,alliance_tech_showdesc_30701,,[3|1200],2,[3|1200],150000,30701,5,5,[1|12],,3687100
3070301,[],[1|12],[3060201],-1,alliance_tech_showdesc_30703,[3060201],[4|2400],2,[4|2400],10000,30703,1,5,[1|12],,1778100
3070302,[],[1|13],[],-1,alliance_tech_showdesc_30703,,[4|4800],2,[4|4800],30000,30703,2,5,[1|13],,2133700
3070303,[],[1|12],[],-1,alliance_tech_showdesc_30703,,[4|7200],2,[4|7200],60000,30703,3,5,[1|12],,2560500
3070304,[],[1|13],[],-1,alliance_tech_showdesc_30703,,[4|9600],2,[4|9600],100000,30703,4,5,[1|13],,3072600
3070305,[],[1|12],[],-1,alliance_tech_showdesc_30703,,[4|12000],2,[4|12000],150000,30703,5,5,[1|12],,3687100
3080201,[],[1|12],[3070105|3070305],-1,alliance_tech_showdesc_30802,[3070105|3070305],[1179|1],2,[1179|1],10000,30802,1,5,[1|12],,1978800
3080202,[],[1|13],[],-1,alliance_tech_showdesc_30802,,[1179|2],2,[1179|2],30000,30802,2,5,[1|13],,2374600
3080203,[],[1|12],[],-1,alliance_tech_showdesc_30802,,[1179|3],2,[1179|3],60000,30802,3,5,[1|12],,2849500
3080204,[],[1|13],[],-1,alliance_tech_showdesc_30802,,[1179|4],2,[1179|4],100000,30802,4,5,[1|13],,3419400
3080205,[],[1|12],[],-1,alliance_tech_showdesc_30802,,[1179|5],2,[1179|5],150000,30802,5,5,[1|12],,4103300
3080401,[],[1|12],[3060401|3080205],-1,"alliance_tech_showdesc_30804,alliance_tech_showdesc_30804_2",[3060401|3080205],[500|500],3,[500|500],10000,30804,1,5,[1|12],,2374600
3080402,[],[1|13],[],-1,"alliance_tech_showdesc_30804,alliance_tech_showdesc_30804_2",,[1000|1000],3,[1000|1000],30000,30804,2,5,[1|13],,2849500
3080403,[],[1|12],[],-1,"alliance_tech_showdesc_30804,alliance_tech_showdesc_30804_2",,[1500|1500],3,[1500|1500],60000,30804,3,5,[1|12],,3419400
3080404,[],[1|13],[],-1,"alliance_tech_showdesc_30804,alliance_tech_showdesc_30804_2",,[2000|2000],3,[2000|2000],100000,30804,4,5,[1|13],,4103300
3080405,[],[1|12],[],-1,"alliance_tech_showdesc_30804,alliance_tech_showdesc_30804_2",,[2500|2500],3,[2500|2500],150000,30804,5,5,[1|12],,4923900
3090101,[],[1|12],[3080205],-1,alliance_tech_showdesc_30901,[3080205],[3|240],2,[3|240],10000,30901,1,5,[1|12],,2133700
3090102,[],[1|13],[],-1,alliance_tech_showdesc_30901,,[3|480],2,[3|480],30000,30901,2,5,[1|13],,2560500
3090103,[],[1|12],[],-1,alliance_tech_showdesc_30901,,[3|720],2,[3|720],60000,30901,3,5,[1|12],,3072600
3090104,[],[1|13],[],-1,alliance_tech_showdesc_30901,,[3|960],2,[3|960],100000,30901,4,5,[1|13],,3687100
3090105,[],[1|12],[],-1,alliance_tech_showdesc_30901,,[3|1200],2,[3|1200],150000,30901,5,5,[1|12],,4424500
3090301,[],[1|12],[3080205],-1,alliance_tech_showdesc_30903,[3080205],[4|2400],2,[4|2400],10000,30903,1,5,[1|12],,2133700
3090302,[],[1|13],[],-1,alliance_tech_showdesc_30903,,[4|4800],2,[4|4800],30000,30903,2,5,[1|13],,2560500
3090303,[],[1|12],[],-1,alliance_tech_showdesc_30903,,[4|7200],2,[4|7200],60000,30903,3,5,[1|12],,3072600
3090304,[],[1|13],[],-1,alliance_tech_showdesc_30903,,[4|9600],2,[4|9600],100000,30903,4,5,[1|13],,3687100
3090305,[],[1|12],[],-1,alliance_tech_showdesc_30903,,[4|12000],2,[4|12000],150000,30903,5,5,[1|12],,4424500
3100201,[],[1|13],[3090105|3090305],-1,alliance_tech_showdesc_31002,[3090105|3090305],[3],4,[3],300000,31002,1,1,[1|13],,14247400
