Assembly,FullTypeName,TypeName,UsedBySuccessfulExport,GenerateMetaSignatures,GetMetaEnumeratorDeclaringType,StaticStringMembers
GameProj,NewSevenLoginMeta,NewSevenLoginMeta,true,"NewSevenLoginMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[NewSevenLoginMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[NewSevenLoginMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,NoticeSettingMeta,NoticeSettingMeta,true,"NoticeSettingMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[NoticeSettingMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[NoticeSettingMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,NpcMeta,NpcMeta,true,"NpcMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[NpcMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[NpcMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,OpenBoxMeta,OpenBoxMeta,true,"OpenBoxMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[OpenBoxMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[OpenBoxMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,OptionalWeeklyCardMeta,OptionalWeeklyCardMeta,true,"OptionalWeeklyCardMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[OptionalWeeklyCardMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[OptionalWeeklyCardMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ParadeFloatsMeta,ParadeFloatsMeta,true,"ParadeFloatsMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ParadeFloatsMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ParadeFloatsMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PartyGoodsMeta,PartyGoodsMeta,true,"PartyGoodsMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PartyGoodsMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PartyGoodsMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PetAchievementMeta,PetAchievementMeta,true,"PetAchievementMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PetAchievementMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PetAchievementMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PetBreakMeta,PetBreakMeta,true,"PetBreakMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PetBreakMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PetBreakMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PetDetailMeta,PetDetailMeta,true,"PetDetailMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PetDetailMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PetDetailMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PetEggTaskMeta,PetEggTaskMeta,true,"PetEggTaskMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PetEggTaskMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PetEggTaskMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PetGuidebookMeta,PetGuidebookMeta,true,"PetGuidebookMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PetGuidebookMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PetGuidebookMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PetIncubateMeta,PetIncubateMeta,true,"PetIncubateMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PetIncubateMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PetIncubateMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PetLevelMeta,PetLevelMeta,true,"PetLevelMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PetLevelMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PetLevelMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PlayerDressMeta,PlayerDressMeta,true,"PlayerDressMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PlayerDressMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PlayerDressMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PlayerMeta,PlayerMeta,false,"PlayerMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PlayerMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PlayerMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PlayerRuneMeta,PlayerRuneMeta,true,"PlayerRuneMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PlayerRuneMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PlayerRuneMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PlayerTalentDetailMeta,PlayerTalentDetailMeta,true,"PlayerTalentDetailMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PlayerTalentDetailMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PlayerTalentDetailMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PlayerTalentMeta,PlayerTalentMeta,true,"PlayerTalentMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PlayerTalentMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PlayerTalentMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PlayerTalentProfessionalMeta,PlayerTalentProfessionalMeta,true,"PlayerTalentProfessionalMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PlayerTalentProfessionalMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PlayerTalentProfessionalMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PrivilegeMeta,PrivilegeMeta,true,"PrivilegeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PrivilegeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PrivilegeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PrivilegeUnlockMeta,PrivilegeUnlockMeta,true,"PrivilegeUnlockMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PrivilegeUnlockMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PrivilegeUnlockMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PropertyMeta,PropertyMeta,true,"PropertyMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PropertyMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PropertyMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ProvinceMeta,ProvinceMeta,false,"ProvinceMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ProvinceMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ProvinceMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PushGiftMeta,PushGiftMeta,true,"PushGiftMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PushGiftMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PushGiftMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,PveMonsterMeta,PveMonsterMeta,false,"PveMonsterMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[PveMonsterMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[PveMonsterMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,QueueBuildingMeta,QueueBuildingMeta,true,"QueueBuildingMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[QueueBuildingMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[QueueBuildingMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RaceAllianceMeta,RaceAllianceMeta,true,"RaceAllianceMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RaceAllianceMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RaceAllianceMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RaceAllianceRewardMeta,RaceAllianceRewardMeta,true,"RaceAllianceRewardMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RaceAllianceRewardMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RaceAllianceRewardMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RaceChallengeMeta,RaceChallengeMeta,true,"RaceChallengeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RaceChallengeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RaceChallengeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RaceTopAllianceMeta,RaceTopAllianceMeta,true,"RaceTopAllianceMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RaceTopAllianceMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RaceTopAllianceMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RaceTopMeta,RaceTopMeta,true,"RaceTopMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RaceTopMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RaceTopMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RaidBattlefieldGroupMeta,RaidBattlefieldGroupMeta,true,"RaidBattlefieldGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RaidBattlefieldGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RaidBattlefieldGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RaidBattlefieldMeta,RaidBattlefieldMeta,true,"RaidBattlefieldMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RaidBattlefieldMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RaidBattlefieldMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RaidMeta,RaidMeta,false,,,
GameProj,RaidTreasureGroupMeta,RaidTreasureGroupMeta,true,"RaidTreasureGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RaidTreasureGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RaidTreasureGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RaidTreasureMeta,RaidTreasureMeta,true,"RaidTreasureMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RaidTreasureMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RaidTreasureMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RewardEquipmentMeta,RewardEquipmentMeta,true,"RewardEquipmentMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RewardEquipmentMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RewardEquipmentMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RewardGroupMeta,RewardGroupMeta,false,"RewardGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RewardGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RewardGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RewardHeroMeta,RewardHeroMeta,true,"RewardHeroMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RewardHeroMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RewardHeroMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RewardHeroNewMeta,RewardHeroNewMeta,true,"RewardHeroNewMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RewardHeroNewMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RewardHeroNewMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RewardLifetimeMeta,RewardLifetimeMeta,true,"RewardLifetimeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RewardLifetimeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RewardLifetimeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RewardMeta,RewardMeta,false,"RewardMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RewardMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RewardMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RewardNumericalNewMeta,RewardNumericalNewMeta,true,"RewardNumericalNewMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RewardNumericalNewMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RewardNumericalNewMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RewardRankMeta,RewardRankMeta,true,"RewardRankMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RewardRankMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RewardRankMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RewardRatioMeta,RewardRatioMeta,true,"RewardRatioMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RewardRatioMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RewardRatioMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RewardSpecialMeta,RewardSpecialMeta,true,"RewardSpecialMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RewardSpecialMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RewardSpecialMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RichManEventMeta,RichManEventMeta,true,"RichManEventMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RichManEventMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RichManEventMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RichManMapMeta,RichManMapMeta,true,"RichManMapMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RichManMapMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RichManMapMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,RichManMeta,RichManMeta,true,"RichManMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[RichManMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[RichManMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SandStormMeta,SandStormMeta,false,"SandStormMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SandStormMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SandStormMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SeasonGroupMeta,SeasonGroupMeta,true,"SeasonGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SeasonGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SeasonGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SeasonIntroduceMeta,SeasonIntroduceMeta,true,"SeasonIntroduceMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SeasonIntroduceMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SeasonIntroduceMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SeasonMapMeta,SeasonMapMeta,true,"SeasonMapMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SeasonMapMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SeasonMapMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SeasonPersonalAchievementMeta,SeasonPersonalAchievementMeta,true,"SeasonPersonalAchievementMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SeasonPersonalAchievementMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SeasonPersonalAchievementMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SeasonPrepareMeta,SeasonPrepareMeta,true,"SeasonPrepareMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SeasonPrepareMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SeasonPrepareMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SeasonRewardMeta,SeasonRewardMeta,true,"SeasonRewardMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SeasonRewardMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SeasonRewardMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SeasonSeverRewardMeta,SeasonSeverRewardMeta,true,"SeasonSeverRewardMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SeasonSeverRewardMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SeasonSeverRewardMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SeasonTaskChapterMeta,SeasonTaskChapterMeta,true,"SeasonTaskChapterMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SeasonTaskChapterMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SeasonTaskChapterMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ServerTaskMeta,ServerTaskMeta,true,"ServerTaskMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ServerTaskMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ServerTaskMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SettingsMeta,SettingsMeta,false,"SettingsMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SettingsMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SettingsMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SevenRewardNewMeta,SevenRewardNewMeta,true,"SevenRewardNewMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SevenRewardNewMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SevenRewardNewMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ShineTroopMeta,ShineTroopMeta,true,"ShineTroopMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ShineTroopMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ShineTroopMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ShopGiftMeta,ShopGiftMeta,false,"ShopGiftMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ShopGiftMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ShopGiftMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ShopGoodsMeta,ShopGoodsMeta,true,"ShopGoodsMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ShopGoodsMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ShopGoodsMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ShopGroupMeta,ShopGroupMeta,true,"ShopGroupMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ShopGroupMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ShopGroupMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ShopSpringboardMeta,ShopSpringboardMeta,false,"ShopSpringboardMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ShopSpringboardMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ShopSpringboardBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,ShopTypeMeta,ShopTypeMeta,true,"ShopTypeMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[ShopTypeMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[ShopTypeMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SkillAlterMeta,SkillAlterMeta,true,"SkillAlterMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SkillAlterMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SkillAlterMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SkillEffectMeta,SkillEffectMeta,true,"SkillEffectMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SkillEffectMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SkillEffectMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SkillMeta,SkillMeta,false,"SkillMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SkillMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SkillMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SkinHorseMeta,SkinHorseMeta,true,"SkinHorseMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SkinHorseMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SkinHorseMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SkinMeta,SkinMeta,true,"SkinMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SkinMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SkinMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
GameProj,SlotMeta,SlotMeta,true,"SlotMeta.GenerateMeta(FibMatrix.Config.IMetaItemSet iter, System.Boolean delayMode)","MetaBase`2[[SlotMeta, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null],[SlotMetaBuilder, GameProj, Version=0.13.0.0, Culture=neutral, PublicKeyToken=null]]",
