id,taskConditionVo,type,achievement_point,icon,inherit_type,jumpParams,offsetPos,pre_task,reward,scene,season,show_progress,task_condition,task_condition_num,task_discription,task_group,task_guide,task_guide_mun,task_type,taskConditionType,week
301092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,301091,-1,0,3,1,50,24,task_dec_xuanshang,220,12,[116],1,50,1
301093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,301092,-1,0,3,1,50,40,task_dec_xuanshang,220,12,[116],1,50,1
301101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,3,1,204,5,task_season_dec_204,221,12,[116],1,204,1
301102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,301101,-1,0,3,1,204,10,task_season_dec_204,221,12,[116],1,204,1
301103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,301102,-1,0,3,1,204,20,task_season_dec_204,221,12,[116],1,204,1
301111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,3,1,53,284|500,task_season_dec_53,222,12,[63],1,53,1
301112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,301111,-1,0,3,1,53,284|2000,task_season_dec_53,222,12,[63],1,53,1
301113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,301112,-1,0,3,1,53,284|4000,task_season_dec_53,222,12,[63],1,53,1
302011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,3,1,84,4,task_season_dec_84,223,1,[151],1,84,2
302012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,302011,-1,0,3,1,84,12,task_season_dec_84,223,1,[151],1,84,2
302013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,302012,-1,0,3,1,84,20,task_season_dec_84,223,1,[151],1,84,2
302021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|3",task_season_dec_401,224,13,[109],1,RallyMonster,2
302022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,302021,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|5",task_season_dec_401,224,13,[109],1,RallyMonster,2
302023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,302022,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|10",task_season_dec_401,224,13,[109],1,RallyMonster,2
302031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,3,1,60,300,task_season_dec_60,225,8,[101],1,60,2
302032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,302031,-1,2,3,1,60,1200,task_season_dec_60,225,8,[101],1,60,2
302033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,302032,-1,2,3,1,60,2100,task_season_dec_60,225,8,[101],1,60,2
302041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,3,1,85,8|2,task_season_dec_85,226,12,[59],1,RelicTreasure,2
302042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,302041,-1,0,3,1,85,15|2,task_season_dec_85,226,12,[59],1,RelicTreasure,2
302043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,302042,-1,0,3,1,85,25|2,task_season_dec_85,226,12,[59],1,RelicTreasure,2
302051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,3,1,42,10,task_season_dec_42,227,1,[116],1,42,2
302052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,302051,-1,0,3,1,42,20,task_season_dec_42,227,1,[116],1,42,2
302053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,302052,-1,0,3,1,42,40,task_season_dec_42,227,1,[116],1,42,2
302061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,3,1,46,"51,52,53|3",task_season_dec_46,228,3,[15111|25111|25121],1,46,2
302062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,302061,-1,1,3,1,46,"51,52,53|8",task_season_dec_46,228,3,[15111|25111|25121],1,46,2
302063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,302062,-1,1,3,1,46,"51,52,53|15",task_season_dec_46,228,3,[15111|25111|25121],1,46,2
302071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,3,1,62,500,task_desc_62_0,229,1,[125],1,62,2
302072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,302071,-1,0,3,1,62,1000,task_desc_62_0,229,1,[125],1,62,2
302073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,302072,-1,0,3,1,62,2000,task_desc_62_0,229,1,[125],1,62,2
302081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,3,1,32,3,task_season_dec_32,230,1,[136],1,32,2
302091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,3,1,50,8,task_dec_xuanshang,231,12,[116],1,50,2
302092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,302091,-1,0,3,1,50,24,task_dec_xuanshang,231,12,[116],1,50,2
302093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,302092,-1,0,3,1,50,40,task_dec_xuanshang,231,12,[116],1,50,2
302101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,3,1,204,5,task_season_dec_204,232,12,[116],1,204,2
302102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,302101,-1,0,3,1,204,10,task_season_dec_204,232,12,[116],1,204,2
302103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,302102,-1,0,3,1,204,20,task_season_dec_204,232,12,[116],1,204,2
302111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,3,1,53,284|500,task_season_dec_53,233,12,[63],1,53,2
302112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,302111,-1,0,3,1,53,284|2000,task_season_dec_53,233,12,[63],1,53,2
302113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,302112,-1,0,3,1,53,284|4000,task_season_dec_53,233,12,[63],1,53,2
303011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,3,1,84,4,task_season_dec_84,234,1,[151],1,84,3
303012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,303011,-1,0,3,1,84,12,task_season_dec_84,234,1,[151],1,84,3
303013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,303012,-1,0,3,1,84,20,task_season_dec_84,234,1,[151],1,84,3
303021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|3",task_season_dec_401,235,13,[109],1,RallyMonster,3
303022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,303021,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|5",task_season_dec_401,235,13,[109],1,RallyMonster,3
303023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,303022,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|10",task_season_dec_401,235,13,[109],1,RallyMonster,3
303031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,3,1,60,300,task_season_dec_60,236,8,[101],1,60,3
303032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,303031,-1,2,3,1,60,1200,task_season_dec_60,236,8,[101],1,60,3
303033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,303032,-1,2,3,1,60,2100,task_season_dec_60,236,8,[101],1,60,3
303041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,3,1,85,8|2,task_season_dec_85,237,12,[59],1,RelicTreasure,3
303042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,303041,-1,0,3,1,85,15|2,task_season_dec_85,237,12,[59],1,RelicTreasure,3
303043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,303042,-1,0,3,1,85,25|2,task_season_dec_85,237,12,[59],1,RelicTreasure,3
303051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,3,1,42,10,task_season_dec_42,238,1,[116],1,42,3
303052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,303051,-1,0,3,1,42,20,task_season_dec_42,238,1,[116],1,42,3
303053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,303052,-1,0,3,1,42,40,task_season_dec_42,238,1,[116],1,42,3
303061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,3,1,46,"51,52,53|3",task_season_dec_46,239,3,[15111|25111|25121],1,46,3
303062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,303061,-1,1,3,1,46,"51,52,53|8",task_season_dec_46,239,3,[15111|25111|25121],1,46,3
303063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,303062,-1,1,3,1,46,"51,52,53|15",task_season_dec_46,239,3,[15111|25111|25121],1,46,3
303071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,3,1,62,500,task_desc_62_0,240,1,[125],1,62,3
303072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,303071,-1,0,3,1,62,1000,task_desc_62_0,240,1,[125],1,62,3
303073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,303072,-1,0,3,1,62,2000,task_desc_62_0,240,1,[125],1,62,3
303081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,3,1,32,3,task_season_dec_32,241,1,[136],1,32,3
303091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,3,1,50,8,task_dec_xuanshang,242,12,[116],1,50,3
303092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,303091,-1,0,3,1,50,24,task_dec_xuanshang,242,12,[116],1,50,3
303093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,303092,-1,0,3,1,50,40,task_dec_xuanshang,242,12,[116],1,50,3
303101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,3,1,204,5,task_season_dec_204,243,12,[116],1,204,3
303102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,303101,-1,0,3,1,204,10,task_season_dec_204,243,12,[116],1,204,3
303103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,303102,-1,0,3,1,204,20,task_season_dec_204,243,12,[116],1,204,3
303111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,3,1,53,284|500,task_season_dec_53,244,12,[63],1,53,3
303112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,303111,-1,0,3,1,53,284|2000,task_season_dec_53,244,12,[63],1,53,3
303113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,303112,-1,0,3,1,53,284|4000,task_season_dec_53,244,12,[63],1,53,3
304011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,3,1,84,4,task_season_dec_84,245,1,[151],1,84,4
304012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,304011,-1,0,3,1,84,12,task_season_dec_84,245,1,[151],1,84,4
304013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,304012,-1,0,3,1,84,20,task_season_dec_84,245,1,[151],1,84,4
304021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|3",task_season_dec_401,246,13,[109],1,RallyMonster,4
304022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,304021,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|5",task_season_dec_401,246,13,[109],1,RallyMonster,4
304023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,304022,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|10",task_season_dec_401,246,13,[109],1,RallyMonster,4
304031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,3,1,60,300,task_season_dec_60,247,8,[101],1,60,4
304032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,304031,-1,2,3,1,60,1200,task_season_dec_60,247,8,[101],1,60,4
304033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,304032,-1,2,3,1,60,2100,task_season_dec_60,247,8,[101],1,60,4
304041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,3,1,85,8|2,task_season_dec_85,248,12,[59],1,RelicTreasure,4
304042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,304041,-1,0,3,1,85,15|2,task_season_dec_85,248,12,[59],1,RelicTreasure,4
304043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,304042,-1,0,3,1,85,25|2,task_season_dec_85,248,12,[59],1,RelicTreasure,4
304051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,3,1,42,10,task_season_dec_42,249,1,[116],1,42,4
304052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,304051,-1,0,3,1,42,20,task_season_dec_42,249,1,[116],1,42,4
304053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,304052,-1,0,3,1,42,40,task_season_dec_42,249,1,[116],1,42,4
304061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,3,1,46,"51,52,53|3",task_season_dec_46,250,3,[15111|25111|25121],1,46,4
304062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,304061,-1,1,3,1,46,"51,52,53|8",task_season_dec_46,250,3,[15111|25111|25121],1,46,4
304063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,304062,-1,1,3,1,46,"51,52,53|15",task_season_dec_46,250,3,[15111|25111|25121],1,46,4
304071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,3,1,62,500,task_desc_62_0,251,1,[125],1,62,4
304072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,304071,-1,0,3,1,62,1000,task_desc_62_0,251,1,[125],1,62,4
304073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,304072,-1,0,3,1,62,2000,task_desc_62_0,251,1,[125],1,62,4
304081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,3,1,32,3,task_season_dec_32,252,1,[136],1,32,4
304091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,3,1,50,8,task_dec_xuanshang,253,12,[116],1,50,4
304092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,304091,-1,0,3,1,50,24,task_dec_xuanshang,253,12,[116],1,50,4
304093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,304092,-1,0,3,1,50,40,task_dec_xuanshang,253,12,[116],1,50,4
304101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,3,1,204,5,task_season_dec_204,254,12,[116],1,204,4
304102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,304101,-1,0,3,1,204,10,task_season_dec_204,254,12,[116],1,204,4
304103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,304102,-1,0,3,1,204,20,task_season_dec_204,254,12,[116],1,204,4
304111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,3,1,53,284|500,task_season_dec_53,255,12,[63],1,53,4
304112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,304111,-1,0,3,1,53,284|2000,task_season_dec_53,255,12,[63],1,53,4
304113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,304112,-1,0,3,1,53,284|4000,task_season_dec_53,255,12,[63],1,53,4
305011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,3,1,84,4,task_season_dec_84,256,1,[151],1,84,5
305012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,305011,-1,0,3,1,84,12,task_season_dec_84,256,1,[151],1,84,5
305013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,305012,-1,0,3,1,84,20,task_season_dec_84,256,1,[151],1,84,5
305021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|3",task_season_dec_401,257,13,[109],1,RallyMonster,5
305022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,305021,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|5",task_season_dec_401,257,13,[109],1,RallyMonster,5
305023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,305022,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|10",task_season_dec_401,257,13,[109],1,RallyMonster,5
305031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,3,1,60,300,task_season_dec_60,258,8,[101],1,60,5
305032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,305031,-1,2,3,1,60,1200,task_season_dec_60,258,8,[101],1,60,5
305033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,305032,-1,2,3,1,60,2100,task_season_dec_60,258,8,[101],1,60,5
305041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,3,1,85,8|2,task_season_dec_85,259,12,[59],1,RelicTreasure,5
305042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,305041,-1,0,3,1,85,15|2,task_season_dec_85,259,12,[59],1,RelicTreasure,5
305043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,305042,-1,0,3,1,85,25|2,task_season_dec_85,259,12,[59],1,RelicTreasure,5
305051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,3,1,42,10,task_season_dec_42,260,1,[116],1,42,5
305052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,305051,-1,0,3,1,42,20,task_season_dec_42,260,1,[116],1,42,5
305053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,305052,-1,0,3,1,42,40,task_season_dec_42,260,1,[116],1,42,5
305061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,3,1,46,"51,52,53|3",task_season_dec_46,261,3,[15111|25111|25121],1,46,5
305062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,305061,-1,1,3,1,46,"51,52,53|8",task_season_dec_46,261,3,[15111|25111|25121],1,46,5
305063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,305062,-1,1,3,1,46,"51,52,53|15",task_season_dec_46,261,3,[15111|25111|25121],1,46,5
305071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,3,1,62,500,task_desc_62_0,262,1,[125],1,62,5
305072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,305071,-1,0,3,1,62,1000,task_desc_62_0,262,1,[125],1,62,5
305073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,305072,-1,0,3,1,62,2000,task_desc_62_0,262,1,[125],1,62,5
305081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,3,1,32,3,task_season_dec_32,263,1,[136],1,32,5
305091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,3,1,50,8,task_dec_xuanshang,264,12,[116],1,50,5
305092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,305091,-1,0,3,1,50,24,task_dec_xuanshang,264,12,[116],1,50,5
305093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,305092,-1,0,3,1,50,40,task_dec_xuanshang,264,12,[116],1,50,5
305101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,3,1,204,5,task_season_dec_204,265,12,[116],1,204,5
305102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,305101,-1,0,3,1,204,10,task_season_dec_204,265,12,[116],1,204,5
305103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,305102,-1,0,3,1,204,20,task_season_dec_204,265,12,[116],1,204,5
305111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,3,1,53,284|500,task_season_dec_53,266,12,[63],1,53,5
305112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,305111,-1,0,3,1,53,284|2000,task_season_dec_53,266,12,[63],1,53,5
305113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,305112,-1,0,3,1,53,284|4000,task_season_dec_53,266,12,[63],1,53,5
306011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,3,1,84,4,task_season_dec_84,267,1,[151],1,84,6
306012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,306011,-1,0,3,1,84,12,task_season_dec_84,267,1,[151],1,84,6
306013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,306012,-1,0,3,1,84,20,task_season_dec_84,267,1,[151],1,84,6
306021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|3",task_season_dec_401,268,13,[109],1,RallyMonster,6
306022,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[109],,306021,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|5",task_season_dec_401,268,13,[109],1,RallyMonster,6
306023,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[109],,306022,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|10",task_season_dec_401,268,13,[109],1,RallyMonster,6
306031,TaskConditionBaseVO,Weekly,1,icon_Achievement_2,1,[101],,-1,-1,2,3,1,60,300,task_season_dec_60,269,8,[101],1,60,6
306032,TaskConditionBaseVO,Weekly,2,icon_Achievement_2,1,[101],,306031,-1,2,3,1,60,1200,task_season_dec_60,269,8,[101],1,60,6
306033,TaskConditionBaseVO,Weekly,3,icon_Achievement_2,1,[101],,306032,-1,2,3,1,60,2100,task_season_dec_60,269,8,[101],1,60,6
306041,TaskConditionBaseVO,Weekly,1,icon_Achievement_3,1,[59],,-1,-1,0,3,1,85,8|2,task_season_dec_85,270,12,[59],1,RelicTreasure,6
306042,TaskConditionBaseVO,Weekly,2,icon_Achievement_3,1,[59],,306041,-1,0,3,1,85,15|2,task_season_dec_85,270,12,[59],1,RelicTreasure,6
306043,TaskConditionBaseVO,Weekly,3,icon_Achievement_3,1,[59],,306042,-1,0,3,1,85,25|2,task_season_dec_85,270,12,[59],1,RelicTreasure,6
306051,TaskConditionBaseVO,Weekly,1,icon_Achievement_4,1,[116],,-1,-1,0,3,1,42,10,task_season_dec_42,271,1,[116],1,42,6
306052,TaskConditionBaseVO,Weekly,2,icon_Achievement_4,1,[116],,306051,-1,0,3,1,42,20,task_season_dec_42,271,1,[116],1,42,6
306053,TaskConditionBaseVO,Weekly,3,icon_Achievement_4,1,[116],,306052,-1,0,3,1,42,40,task_season_dec_42,271,1,[116],1,42,6
306061,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[15111|25111|25121],,-1,-1,1,3,1,46,"51,52,53|3",task_season_dec_46,272,3,[15111|25111|25121],1,46,6
306062,TaskConditionBaseVO,Weekly,2,icon_Achievement_11,1,[15111|25111|25121],,306061,-1,1,3,1,46,"51,52,53|8",task_season_dec_46,272,3,[15111|25111|25121],1,46,6
306063,TaskConditionBaseVO,Weekly,3,icon_Achievement_11,1,[15111|25111|25121],,306062,-1,1,3,1,46,"51,52,53|15",task_season_dec_46,272,3,[15111|25111|25121],1,46,6
306071,TaskConditionBaseVO,Weekly,1,icon_Achievement_5,1,[125],,-1,-1,0,3,1,62,500,task_desc_62_0,273,1,[125],1,62,6
306072,TaskConditionBaseVO,Weekly,2,icon_Achievement_5,1,[125],,306071,-1,0,3,1,62,1000,task_desc_62_0,273,1,[125],1,62,6
306073,TaskConditionBaseVO,Weekly,3,icon_Achievement_5,1,[125],,306072,-1,0,3,1,62,2000,task_desc_62_0,273,1,[125],1,62,6
306081,TaskConditionBaseVO,Weekly,5,icon_Achievement_6,1,[136],,-1,-1,0,3,1,32,3,task_season_dec_32,274,1,[136],1,32,6
306091,TaskConditionBaseVO,Weekly,1,icon_Achievement_7,1,[116],,-1,-1,0,3,1,50,8,task_dec_xuanshang,275,12,[116],1,50,6
306092,TaskConditionBaseVO,Weekly,2,icon_Achievement_7,1,[116],,306091,-1,0,3,1,50,24,task_dec_xuanshang,275,12,[116],1,50,6
306093,TaskConditionBaseVO,Weekly,3,icon_Achievement_7,1,[116],,306092,-1,0,3,1,50,40,task_dec_xuanshang,275,12,[116],1,50,6
306101,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[116],,-1,-1,0,3,1,204,5,task_season_dec_204,276,12,[116],1,204,6
306102,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[116],,306101,-1,0,3,1,204,10,task_season_dec_204,276,12,[116],1,204,6
306103,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[116],,306102,-1,0,3,1,204,20,task_season_dec_204,276,12,[116],1,204,6
306111,TaskConditionBaseVO,Weekly,1,icon_Achievement_9,1,[63],,-1,-1,0,3,1,53,284|500,task_season_dec_53,277,12,[63],1,53,6
306112,TaskConditionBaseVO,Weekly,2,icon_Achievement_9,1,[63],,306111,-1,0,3,1,53,284|2000,task_season_dec_53,277,12,[63],1,53,6
306113,TaskConditionBaseVO,Weekly,3,icon_Achievement_9,1,[63],,306112,-1,0,3,1,53,284|4000,task_season_dec_53,277,12,[63],1,53,6
307011,TaskConditionBaseVO,Weekly,1,icon_Achievement_1,1,[151],,-1,-1,0,3,1,84,4,task_season_dec_84,278,1,[151],1,84,7
307012,TaskConditionBaseVO,Weekly,2,icon_Achievement_1,1,[151],,307011,-1,0,3,1,84,12,task_season_dec_84,278,1,[151],1,84,7
307013,TaskConditionBaseVO,Weekly,3,icon_Achievement_1,1,[151],,307012,-1,0,3,1,84,20,task_season_dec_84,278,1,[151],1,84,7
307021,TaskConditionBaseVO,Weekly,1,icon_Achievement_11,1,[109],,-1,-1,0,3,1,401,"309001,309002,309003,309004,309005,309006,309007,309008,309009,309010|3",task_season_dec_401,279,13,[109],1,RallyMonster,7
