id,dropReward,build_prefab,cab_score,desc,drop_show,first_drop_client,first_reward,gather_speed,gather_time,iconSrc,iconType,is_visible,kvk_honor,level,lifetime,load_factor,map_instance,map_stage,map_zoom_icon,model,model_unlock,name,need_level,new_ui_banner,resource_type,reward,reward_time,scale_para,show_group,show_need_level,storage,tech_detail,x_para,y_para
14403,6101,1,-1,map_resource_desc_101,6101,7333,7333,12,4,gather_res_4,2,1,-1,3,1800,5,-1,451003,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,540000,-1,0,0
14404,6101,1,-1,map_resource_desc_101,6101,7334,7334,15,4,gather_res_4,2,1,-1,4,1800,5,-1,451004,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,720000,-1,0,0
14405,6101,1,-1,map_resource_desc_101,6101,7335,7335,18,4,gather_res_4,2,1,-1,5,1800,5,-1,451005,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,900000,-1,0,0
14406,6101,1,-1,map_resource_desc_101,6101,7336,7336,21,4,gather_res_4,2,1,-1,6,1800,5,-1,451006,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,1080000,-1,0,0
14407,6101,1,-1,map_resource_desc_101,6101,7337,7337,24,4,gather_res_4,2,1,-1,7,1800,5,-1,451007,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,1260000,-1,0,0
14408,6101,1,-1,map_resource_desc_101,6101,7338,7338,27,4,gather_res_4,2,1,-1,8,1800,5,-1,451008,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,1440000,-1,0,0
14409,6101,1,-1,map_resource_desc_101,6101,7339,7339,30,4,gather_res_4,2,1,-1,9,1800,5,-1,451009,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,1620000,-1,0,0
14410,6101,1,-1,map_resource_desc_101,6101,7340,7340,36,4,gather_res_4,2,1,-1,10,1800,5,-1,451010,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,1800000,-1,0,0
14411,6101,1,-1,map_resource_desc_101,6101,7340,7340,42,4,gather_res_4,2,1,-1,11,1800,5,-1,451011,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,2160000,-1,0,0
14412,6101,1,-1,map_resource_desc_101,6101,7340,7340,48,4,gather_res_4,2,1,-1,12,1800,5,-1,451012,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,144,1,2592000,-1,0,0
14413,6101,1,-1,map_resource_desc_101,6101,6101,6101,48,4,gather_res_4,2,1,-1,13,7200,5,-1,-1,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,,4,-1,3600,1,-1,1,3110400,-1,0,0
15401,6151,1,-1,map_resource_desc_501,6151,7351,7351,6,4,gather_res_5,2,1,-1,1,1800,5,-1,455001,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,180000,-1,0,0
15402,6151,1,-1,map_resource_desc_501,6151,7352,7352,9,4,gather_res_5,2,1,-1,2,1800,5,-1,455002,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,360000,-1,0,0
15403,6151,1,-1,map_resource_desc_501,6151,7353,7353,12,4,gather_res_5,2,1,-1,3,1800,5,-1,455003,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,540000,-1,0,0
15404,6151,1,-1,map_resource_desc_501,6151,7354,7354,15,4,gather_res_5,2,1,-1,4,1800,5,-1,455004,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,720000,-1,0,0
15405,6151,1,-1,map_resource_desc_501,6151,7355,7355,18,4,gather_res_5,2,1,-1,5,1800,5,-1,455005,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,900000,-1,0,0
15406,6151,1,-1,map_resource_desc_501,6151,7356,7356,21,4,gather_res_5,2,1,-1,6,1800,5,-1,455006,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,1080000,-1,0,0
15407,6151,1,-1,map_resource_desc_501,6151,7357,7357,24,4,gather_res_5,2,1,-1,7,1800,5,-1,455007,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,1260000,-1,0,0
15408,6151,1,-1,map_resource_desc_501,6151,7358,7358,27,4,gather_res_5,2,1,-1,8,1800,5,-1,455008,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,1440000,-1,0,0
15409,6151,1,-1,map_resource_desc_501,6151,7359,7359,30,4,gather_res_5,2,1,-1,9,1800,5,-1,455009,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,1620000,-1,0,0
15410,6151,1,-1,map_resource_desc_501,6151,7360,7360,36,4,gather_res_5,2,1,-1,10,1800,5,-1,455010,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,1800000,-1,0,0
15411,6151,1,-1,map_resource_desc_501,6151,7360,7360,42,4,gather_res_5,2,1,-1,11,1800,5,-1,455011,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,2160000,-1,0,0
15412,6151,1,-1,map_resource_desc_501,6151,7360,7360,48,4,gather_res_5,2,1,-1,12,1800,5,-1,455012,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,154,1,2592000,-1,0,0
15413,6151,1,-1,map_resource_desc_501,6151,6151,6151,48,4,gather_res_5,2,1,-1,13,7200,5,-1,-1,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,,5,-1,3600,1,-1,1,3110400,-1,0,0
16401,6171,1,-1,map_resource_desc_701,6171,7361,7361,8,8,gather_res_6,2,1,-1,1,1800,10,-1,457001,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,60000,-1,0,0
16402,6171,1,-1,map_resource_desc_701,6171,7362,7362,12,8,gather_res_6,2,1,-1,2,1800,10,-1,457002,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,120000,-1,0,0
16403,6171,1,-1,map_resource_desc_701,6171,7363,7363,16,8,gather_res_6,2,1,-1,3,1800,10,-1,457003,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,180000,-1,0,0
16404,6171,1,-1,map_resource_desc_701,6171,7364,7364,20,8,gather_res_6,2,1,-1,4,1800,10,-1,457004,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,240000,-1,0,0
16405,6171,1,-1,map_resource_desc_701,6171,7365,7365,24,8,gather_res_6,2,1,-1,5,1800,10,-1,457005,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,300000,-1,0,0
16406,6171,1,-1,map_resource_desc_701,6171,7366,7366,32,8,gather_res_6,2,1,-1,6,1800,10,-1,457006,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,360000,-1,0,0
16407,6171,1,-1,map_resource_desc_701,6171,7367,7367,36,8,gather_res_6,2,1,-1,7,1800,10,-1,457007,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,420000,-1,0,0
16408,6171,1,-1,map_resource_desc_701,6171,7368,7368,40,8,gather_res_6,2,1,-1,8,1800,10,-1,457008,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,480000,-1,0,0
16409,6171,1,-1,map_resource_desc_701,6171,7369,7369,44,8,gather_res_6,2,1,-1,9,1800,10,-1,457009,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,540000,-1,0,0
16410,6171,1,-1,map_resource_desc_701,6171,7370,7370,48,8,gather_res_6,2,1,-1,10,1800,10,-1,457010,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,600000,-1,0,0
16411,6171,1,-1,map_resource_desc_701,6171,7370,7370,52,8,gather_res_6,2,1,-1,11,1800,10,-1,457011,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,720000,-1,0,0
16412,6171,1,-1,map_resource_desc_701,6171,7370,7370,56,8,gather_res_6,2,1,-1,12,1800,10,-1,457012,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,164,1,864000,-1,0,0
16413,6171,1,-1,map_resource_desc_701,6171,6171,6171,56,8,gather_res_6,2,1,-1,13,7200,10,-1,-1,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,-1,1,1036800,-1,0,0
140001,6101,1,-1,map_resource_desc_101,6101,7331,7331,34,4,gather_res_4,2,1,-1,1,1800,5,-1,10041001,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,2160000,-1,0,0
140002,6101,1,-1,map_resource_desc_101,6101,7332,7332,36,4,gather_res_4,2,1,-1,2,1800,5,-1,10041002,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,2280000,-1,0,0
140003,6101,1,-1,map_resource_desc_101,6101,7333,7333,38,4,gather_res_4,2,1,-1,3,1800,5,-1,10041003,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,2400000,-1,0,0
140004,6101,1,-1,map_resource_desc_101,6101,7334,7334,40,4,gather_res_4,2,1,-1,4,1800,5,-1,10041004,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,2520000,-1,0,0
140005,6101,1,-1,map_resource_desc_101,6101,7335,7335,42,4,gather_res_4,2,1,-1,5,1800,5,-1,10041005,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,2640000,-1,0,0
140006,6101,1,-1,map_resource_desc_101,6101,7336,7336,44,4,gather_res_4,2,1,-1,6,1800,5,-1,10041006,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,2760000,-1,0,0
140007,6101,1,-1,map_resource_desc_101,6101,7337,7337,46,4,gather_res_4,2,1,-1,7,1800,5,-1,10041007,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,2880000,-1,0,0
140008,6101,1,-1,map_resource_desc_101,6101,7338,7338,48,4,gather_res_4,2,1,-1,8,1800,5,-1,10041008,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,3000000,-1,0,0
140009,6101,1,-1,map_resource_desc_101,6101,7339,7339,50,4,gather_res_4,2,1,-1,9,1800,5,-1,10041009,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,3120000,-1,0,0
140010,6101,1,-1,map_resource_desc_101,6101,7340,7340,52,4,gather_res_4,2,1,-1,10,1800,5,-1,10041010,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,3240000,-1,0,0
140011,6101,1,-1,map_resource_desc_101,6101,7340,7340,54,4,gather_res_4,2,1,-1,11,1800,5,-1,10041011,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,3360000,-1,0,0
140012,6101,1,-1,map_resource_desc_101,6101,7340,7340,56,4,gather_res_4,2,1,-1,12,1800,5,-1,10041012,SLG_res_01,res_wood_001,res_wood_001,map_resource_name_101,0,banner_bubble_Building_101,4,-1,3600,1,1400,1,3480000,-1,0,0
150001,6151,1,-1,map_resource_desc_501,6151,7351,7351,34,4,gather_res_5,2,1,-1,1,1800,5,-1,10045001,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,2160000,-1,0,0
150002,6151,1,-1,map_resource_desc_501,6151,7352,7352,36,4,gather_res_5,2,1,-1,2,1800,5,-1,10045002,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,2280000,-1,0,0
150003,6151,1,-1,map_resource_desc_501,6151,7353,7353,38,4,gather_res_5,2,1,-1,3,1800,5,-1,10045003,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,2400000,-1,0,0
150004,6151,1,-1,map_resource_desc_501,6151,7354,7354,40,4,gather_res_5,2,1,-1,4,1800,5,-1,10045004,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,2520000,-1,0,0
150005,6151,1,-1,map_resource_desc_501,6151,7355,7355,42,4,gather_res_5,2,1,-1,5,1800,5,-1,10045005,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,2640000,-1,0,0
150006,6151,1,-1,map_resource_desc_501,6151,7356,7356,44,4,gather_res_5,2,1,-1,6,1800,5,-1,10045006,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,2760000,-1,0,0
150007,6151,1,-1,map_resource_desc_501,6151,7357,7357,46,4,gather_res_5,2,1,-1,7,1800,5,-1,10045007,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,2880000,-1,0,0
150008,6151,1,-1,map_resource_desc_501,6151,7358,7358,48,4,gather_res_5,2,1,-1,8,1800,5,-1,10045008,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,3000000,-1,0,0
150009,6151,1,-1,map_resource_desc_501,6151,7359,7359,50,4,gather_res_5,2,1,-1,9,1800,5,-1,10045009,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,3120000,-1,0,0
150010,6151,1,-1,map_resource_desc_501,6151,7360,7360,52,4,gather_res_5,2,1,-1,10,1800,5,-1,10045010,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,3240000,-1,0,0
150011,6151,1,-1,map_resource_desc_501,6151,7360,7360,54,4,gather_res_5,2,1,-1,11,1800,5,-1,10045011,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,3360000,-1,0,0
150012,6151,1,-1,map_resource_desc_501,6151,7360,7360,56,4,gather_res_5,2,1,-1,12,1800,5,-1,10045012,SLG_res_02,res_stone_001,res_stone_001,map_resource_name_501,0,banner_bubble_Building_201,5,-1,3600,1,1500,1,3480000,-1,0,0
160001,6171,1,-1,map_resource_desc_701,6171,7361,7361,44,8,gather_res_6,2,1,-1,1,1800,10,-1,10047001,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,720000,-1,0,0
160002,6171,1,-1,map_resource_desc_701,6171,7362,7362,46,8,gather_res_6,2,1,-1,2,1800,10,-1,10047002,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,760000,-1,0,0
160003,6171,1,-1,map_resource_desc_701,6171,7363,7363,48,8,gather_res_6,2,1,-1,3,1800,10,-1,10047003,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,800000,-1,0,0
160004,6171,1,-1,map_resource_desc_701,6171,7364,7364,50,8,gather_res_6,2,1,-1,4,1800,10,-1,10047004,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,840000,-1,0,0
160005,6171,1,-1,map_resource_desc_701,6171,7365,7365,52,8,gather_res_6,2,1,-1,5,1800,10,-1,10047005,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,880000,-1,0,0
160006,6171,1,-1,map_resource_desc_701,6171,7366,7366,54,8,gather_res_6,2,1,-1,6,1800,10,-1,10047006,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,920000,-1,0,0
160007,6171,1,-1,map_resource_desc_701,6171,7367,7367,56,8,gather_res_6,2,1,-1,7,1800,10,-1,10047007,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,960000,-1,0,0
160008,6171,1,-1,map_resource_desc_701,6171,7368,7368,58,8,gather_res_6,2,1,-1,8,1800,10,-1,10047008,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,1000000,-1,0,0
160009,6171,1,-1,map_resource_desc_701,6171,7369,7369,60,8,gather_res_6,2,1,-1,9,1800,10,-1,10047009,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,1040000,-1,0,0
160010,6171,1,-1,map_resource_desc_701,6171,7370,7370,62,8,gather_res_6,2,1,-1,10,1800,10,-1,10047010,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,1080000,-1,0,0
160011,6171,1,-1,map_resource_desc_701,6171,7370,7370,64,8,gather_res_6,2,1,-1,11,1800,10,-1,10047011,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,1120000,-1,0,0
160012,6171,1,-1,map_resource_desc_701,6171,7370,7370,66,8,gather_res_6,2,1,-1,12,1800,10,-1,10047012,SLG_res_03,res_redgem_001,res_redgem_001,map_resource_name_701,0,banner_bubble_Building_301,6,-1,-1,1,1600,1,1160000,-1,0,0
