id,attribute,attrs,cost,costNoBack,fightforce,lv_up_cost_no_back,model_id,pre_building_level,preBuildLv,star,star_up_cost,star_up_costs,starPowers
151310,[65|1090|66|3430|165|1000|10|150],[[65|1090]|[66|3430]|[165|1000]|[10|150]],[[2|206|3000]|[999|6|14400]],[[999|6|14400]],[6174],999|6|14400,1513,,[],10,[2|206|3000],[[2|206|3000]],[6174]
151311,[65|1215|66|3825|165|1100|10|165],[[65|1215]|[66|3825]|[165|1100]|[10|165]],[[2|206|3000]|[999|6|14400]],[[999|6|14400]],[6888],999|6|14400,1513,,[],11,[2|206|3000],[[2|206|3000]],[6888]
151312,[65|1340|66|4220|165|1200|10|180],[[65|1340]|[66|4220]|[165|1200]|[10|180]],[[2|206|3000]|[999|6|14400]],[[999|6|14400]],[7603],999|6|14400,1513,,[],12,[2|206|3000],[[2|206|3000]],[7603]
151313,[65|1465|66|4615|165|1300|10|195],[[65|1465]|[66|4615]|[165|1300]|[10|195]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[8318],999|6|18000,1513,,[],13,[2|206|3750],[[2|206|3750]],[8318]
151314,[65|1590|66|5010|165|1400|10|210],[[65|1590]|[66|5010]|[165|1400]|[10|210]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[9032],999|6|18000,1513,,[],14,[2|206|3750],[[2|206|3750]],[9032]
151315,[65|1720|66|5405|165|1500|10|225],[[65|1720]|[66|5405]|[165|1500]|[10|225]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[9747],999|6|18000,1513,,[],15,[2|206|3750],[[2|206|3750]],[9747]
151316,[65|1845|66|5800|165|1600|10|240],[[65|1845]|[66|5800]|[165|1600]|[10|240]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[10461],999|6|18000,1513,,[],16,[2|206|3750],[[2|206|3750]],[10461]
151317,[65|1970|66|6195|165|1700|10|255],[[65|1970]|[66|6195]|[165|1700]|[10|255]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[11176],999|6|21600,1513,,[],17,[2|206|4500],[[2|206|4500]],[11176]
151318,[65|2095|66|6590|165|1800|10|270],[[65|2095]|[66|6590]|[165|1800]|[10|270]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[11890],999|6|21600,1513,,[],18,[2|206|4500],[[2|206|4500]],[11890]
151319,[65|2220|66|6985|165|1900|10|285],[[65|2220]|[66|6985]|[165|1900]|[10|285]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[12606],999|6|21600,1513,,[],19,[2|206|4500],[[2|206|4500]],[12606]
151320,[65|2715|66|8550|165|2000|10|300],[[65|2715]|[66|8550]|[165|2000]|[10|300]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[15408],999|6|21600,1513,,[],20,[2|206|4500],[[2|206|4500]],[15408]
151321,[65|2960|66|9335|165|2100|10|315],[[65|2960]|[66|9335]|[165|2100]|[10|315]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[16810],999|6|25200,1513,,[],21,[2|206|5250],[[2|206|5250]],[16810]
151322,[65|3205|66|10120|165|2200|10|330],[[65|3205]|[66|10120]|[165|2200]|[10|330]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[18213],999|6|25200,1513,,[],22,[2|206|5250],[[2|206|5250]],[18213]
151323,[65|3450|66|10905|165|2300|10|345],[[65|3450]|[66|10905]|[165|2300]|[10|345]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[19616],999|6|25200,1513,,[],23,[2|206|5250],[[2|206|5250]],[19616]
151324,[65|3700|66|11690|165|2400|10|360],[[65|3700]|[66|11690]|[165|2400]|[10|360]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[21019],999|6|25200,1513,,[],24,[2|206|5250],[[2|206|5250]],[21019]
151325,[65|3945|66|12475|165|2500|10|375],[[65|3945]|[66|12475]|[165|2500]|[10|375]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[22422],999|6|28800,1513,,[],25,[2|206|6000],[[2|206|6000]],[22422]
151326,[65|4190|66|13260|165|2600|10|390],[[65|4190]|[66|13260]|[165|2600]|[10|390]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[23824],999|6|28800,1513,,[],26,[2|206|6000],[[2|206|6000]],[23824]
151327,[65|4435|66|14045|165|2700|10|405],[[65|4435]|[66|14045]|[165|2700]|[10|405]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[25227],999|6|28800,1513,,[],27,[2|206|6000],[[2|206|6000]],[25227]
151328,[65|4680|66|14830|165|2800|10|420],[[65|4680]|[66|14830]|[165|2800]|[10|420]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[26630],999|6|28800,1513,,[],28,[2|206|6000],[[2|206|6000]],[26630]
151329,[65|4930|66|15615|165|2900|10|435],[[65|4930]|[66|15615]|[165|2900]|[10|435]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[28032],999|6|32400,1513,,[],29,[2|206|6750],[[2|206|6750]],[28032]
151330,[65|5905|66|18740|165|3000|10|450],[[65|5905]|[66|18740]|[165|3000]|[10|450]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[33610],999|6|32400,1513,,[],30,[2|206|6750],[[2|206|6750]],[33610]
151331,[65|6315|66|20045|165|3100|10|465],[[65|6315]|[66|20045]|[165|3100]|[10|465]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[35938],999|6|32400,1513,,[],31,[2|206|6750],[[2|206|6750]],[35938]
151332,[65|6720|66|21350|165|3200|10|480],[[65|6720]|[66|21350]|[165|3200]|[10|480]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[38266],999|6|32400,1513,,[],32,[2|206|6750],[[2|206|6750]],[38266]
151333,[65|7130|66|22655|165|3300|10|495],[[65|7130]|[66|22655]|[165|3300]|[10|495]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[40594],999|6|36000,1513,,[],33,[2|206|7500],[[2|206|7500]],[40594]
151334,[65|7540|66|23960|165|3400|10|510],[[65|7540]|[66|23960]|[165|3400]|[10|510]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[42922],999|6|36000,1513,,[],34,[2|206|7500],[[2|206|7500]],[42922]
151335,[65|7945|66|25265|165|3500|10|525],[[65|7945]|[66|25265]|[165|3500]|[10|525]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[45250],999|6|36000,1513,,[],35,[2|206|7500],[[2|206|7500]],[45250]
151336,[65|8355|66|26570|165|3600|10|540],[[65|8355]|[66|26570]|[165|3600]|[10|540]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[47578],999|6|36000,1513,,[],36,[2|206|7500],[[2|206|7500]],[47578]
151337,[65|8760|66|27875|165|3700|10|555],[[65|8760]|[66|27875]|[165|3700]|[10|555]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[49906],999|6|39600,1513,,[],37,[2|206|8250],[[2|206|8250]],[49906]
151338,[65|9170|66|29180|165|3800|10|570],[[65|9170]|[66|29180]|[165|3800]|[10|570]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[52234],999|6|39600,1513,,[],38,[2|206|8250],[[2|206|8250]],[52234]
151339,[65|9580|66|30485|165|3900|10|585],[[65|9580]|[66|30485]|[165|3900]|[10|585]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[54562],999|6|39600,1513,,[],39,[2|206|8250],[[2|206|8250]],[54562]
151340,[65|11210|66|35690|165|4000|10|600],[[65|11210]|[66|35690]|[165|4000]|[10|600]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[63867],999|6|39600,1513,,[],40,[2|206|8250],[[2|206|8250]],[63867]
151401,[66|610|65|40|166|100|26|15],[[66|610]|[65|40]|[166|100]|[26|15]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[470],999|6|7200,1514,,[],1,[2|206|1500],[[2|206|1500]],[470]
151402,[66|1220|65|75|166|200|26|30],[[66|1220]|[65|75]|[166|200]|[26|30]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[939],999|6|7200,1514,,[],2,[2|206|1500],[[2|206|1500]],[939]
151403,[66|1830|65|110|166|300|26|45],[[66|1830]|[65|110]|[166|300]|[26|45]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[1408],999|6|7200,1514,,[],3,[2|206|1500],[[2|206|1500]],[1408]
151404,[66|2440|65|145|166|400|26|60],[[66|2440]|[65|145]|[166|400]|[26|60]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[1878],999|6|7200,1514,,[],4,[2|206|1500],[[2|206|1500]],[1878]
151405,[66|3050|65|180|166|500|26|75],[[66|3050]|[65|180]|[166|500]|[26|75]],[[2|206|2250]|[999|6|10800]],[[999|6|10800]],[2347],999|6|10800,1514,,[],5,[2|206|2250],[[2|206|2250]],[2347]
151406,[66|3660|65|220|166|600|26|90],[[66|3660]|[65|220]|[166|600]|[26|90]],[[2|206|2250]|[999|6|10800]],[[999|6|10800]],[2816],999|6|10800,1514,,[],6,[2|206|2250],[[2|206|2250]],[2816]
151407,[66|4270|65|255|166|700|26|105],[[66|4270]|[65|255]|[166|700]|[26|105]],[[2|206|2250]|[999|6|10800]],[[999|6|10800]],[3285],999|6|10800,1514,,[],7,[2|206|2250],[[2|206|2250]],[3285]
151408,[66|4880|65|290|166|800|26|120],[[66|4880]|[65|290]|[166|800]|[26|120]],[[2|206|2250]|[999|6|10800]],[[999|6|10800]],[3754],999|6|10800,1514,,[],8,[2|206|2250],[[2|206|2250]],[3754]
151409,[66|5490|65|325|166|900|26|135],[[66|5490]|[65|325]|[166|900]|[26|135]],[[2|206|3000]|[999|6|14400]],[[999|6|14400]],[4224],999|6|14400,1514,,[],9,[2|206|3000],[[2|206|3000]],[4224]
151410,[66|7920|65|470|166|1000|26|150],[[66|7920]|[65|470]|[166|1000]|[26|150]],[[2|206|3000]|[999|6|14400]],[[999|6|14400]],[6096],999|6|14400,1514,,[],10,[2|206|3000],[[2|206|3000]],[6096]
151411,[66|8830|65|525|166|1100|26|165],[[66|8830]|[65|525]|[166|1100]|[26|165]],[[2|206|3000]|[999|6|14400]],[[999|6|14400]],[6798],999|6|14400,1514,,[],11,[2|206|3000],[[2|206|3000]],[6798]
151412,[66|9740|65|580|166|1200|26|180],[[66|9740]|[65|580]|[166|1200]|[26|180]],[[2|206|3000]|[999|6|14400]],[[999|6|14400]],[7498],999|6|14400,1514,,[],12,[2|206|3000],[[2|206|3000]],[7498]
151413,[66|10650|65|630|166|1300|26|195],[[66|10650]|[65|630]|[166|1300]|[26|195]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[8200],999|6|18000,1514,,[],13,[2|206|3750],[[2|206|3750]],[8200]
151414,[66|11560|65|685|166|1400|26|210],[[66|11560]|[65|685]|[166|1400]|[26|210]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[8901],999|6|18000,1514,,[],14,[2|206|3750],[[2|206|3750]],[8901]
151415,[66|12470|65|740|166|1500|26|225],[[66|12470]|[65|740]|[166|1500]|[26|225]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[9603],999|6|18000,1514,,[],15,[2|206|3750],[[2|206|3750]],[9603]
151416,[66|13380|65|795|166|1600|26|240],[[66|13380]|[65|795]|[166|1600]|[26|240]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[10304],999|6|18000,1514,,[],16,[2|206|3750],[[2|206|3750]],[10304]
151417,[66|14290|65|850|166|1700|26|255],[[66|14290]|[65|850]|[166|1700]|[26|255]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[11006],999|6|21600,1514,,[],17,[2|206|4500],[[2|206|4500]],[11006]
151418,[66|15200|65|900|166|1800|26|270],[[66|15200]|[65|900]|[166|1800]|[26|270]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[11707],999|6|21600,1514,,[],18,[2|206|4500],[[2|206|4500]],[11707]
151419,[66|16110|65|955|166|1900|26|285],[[66|16110]|[65|955]|[166|1900]|[26|285]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[12408],999|6|21600,1514,,[],19,[2|206|4500],[[2|206|4500]],[12408]
151420,[66|19750|65|1165|166|2000|26|300],[[66|19750]|[65|1165]|[166|2000]|[26|300]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[15189],999|6|21600,1514,,[],20,[2|206|4500],[[2|206|4500]],[15189]
151421,[66|21570|65|1275|166|2100|26|315],[[66|21570]|[65|1275]|[166|2100]|[26|315]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[16592],999|6|25200,1514,,[],21,[2|206|5250],[[2|206|5250]],[16592]
151422,[66|23390|65|1380|166|2200|26|330],[[66|23390]|[65|1380]|[166|2200]|[26|330]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[17995],999|6|25200,1514,,[],22,[2|206|5250],[[2|206|5250]],[17995]
151423,[66|25210|65|1490|166|2300|26|345],[[66|25210]|[65|1490]|[166|2300]|[26|345]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[19398],999|6|25200,1514,,[],23,[2|206|5250],[[2|206|5250]],[19398]
151424,[66|27030|65|1600|166|2400|26|360],[[66|27030]|[65|1600]|[166|2400]|[26|360]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[20800],999|6|25200,1514,,[],24,[2|206|5250],[[2|206|5250]],[20800]
151425,[66|28850|65|1705|166|2500|26|375],[[66|28850]|[65|1705]|[166|2500]|[26|375]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[22203],999|6|28800,1514,,[],25,[2|206|6000],[[2|206|6000]],[22203]
151426,[66|30670|65|1815|166|2600|26|390],[[66|30670]|[65|1815]|[166|2600]|[26|390]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[23606],999|6|28800,1514,,[],26,[2|206|6000],[[2|206|6000]],[23606]
151427,[66|32490|65|1920|166|2700|26|405],[[66|32490]|[65|1920]|[166|2700]|[26|405]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[25008],999|6|28800,1514,,[],27,[2|206|6000],[[2|206|6000]],[25008]
151428,[66|34310|65|2030|166|2800|26|420],[[66|34310]|[65|2030]|[166|2800]|[26|420]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[26410],999|6|28800,1514,,[],28,[2|206|6000],[[2|206|6000]],[26410]
151429,[66|36130|65|2140|166|2900|26|435],[[66|36130]|[65|2140]|[166|2900]|[26|435]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[27813],999|6|32400,1514,,[],29,[2|206|6750],[[2|206|6750]],[27813]
151430,[66|43410|65|2560|166|3000|26|450],[[66|43410]|[65|2560]|[166|3000]|[26|450]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[33376],999|6|32400,1514,,[],30,[2|206|6750],[[2|206|6750]],[33376]
151431,[66|46445|65|2740|166|3100|26|465],[[66|46445]|[65|2740]|[166|3100]|[26|465]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[35715],999|6|32400,1514,,[],31,[2|206|6750],[[2|206|6750]],[35715]
151432,[66|49480|65|2920|166|3200|26|480],[[66|49480]|[65|2920]|[166|3200]|[26|480]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[38054],999|6|32400,1514,,[],32,[2|206|6750],[[2|206|6750]],[38054]
151433,[66|52515|65|3100|166|3300|26|495],[[66|52515]|[65|3100]|[166|3300]|[26|495]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[40392],999|6|36000,1514,,[],33,[2|206|7500],[[2|206|7500]],[40392]
151434,[66|55550|65|3280|166|3400|26|510],[[66|55550]|[65|3280]|[166|3400]|[26|510]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[42730],999|6|36000,1514,,[],34,[2|206|7500],[[2|206|7500]],[42730]
151435,[66|58585|65|3460|166|3500|26|525],[[66|58585]|[65|3460]|[166|3500]|[26|525]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[45069],999|6|36000,1514,,[],35,[2|206|7500],[[2|206|7500]],[45069]
151436,[66|61620|65|3640|166|3600|26|540],[[66|61620]|[65|3640]|[166|3600]|[26|540]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[47408],999|6|36000,1514,,[],36,[2|206|7500],[[2|206|7500]],[47408]
151437,[66|64655|65|3820|166|3700|26|555],[[66|64655]|[65|3820]|[166|3700]|[26|555]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[49747],999|6|39600,1514,,[],37,[2|206|8250],[[2|206|8250]],[49747]
151438,[66|67690|65|4000|166|3800|26|570],[[66|67690]|[65|4000]|[166|3800]|[26|570]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[52086],999|6|39600,1514,,[],38,[2|206|8250],[[2|206|8250]],[52086]
151439,[66|70725|65|4180|166|3900|26|585],[[66|70725]|[65|4180]|[166|3900]|[26|585]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[54424],999|6|39600,1514,,[],39,[2|206|8250],[[2|206|8250]],[54424]
151440,[66|82855|65|4880|166|4000|26|600],[[66|82855]|[65|4880]|[166|4000]|[26|600]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[63702],999|6|39600,1514,,[],40,[2|206|8250],[[2|206|8250]],[63702]
152101,[65|70|66|320|165|100|8|15],[[65|70]|[66|320]|[165|100]|[8|15]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[477],999|6|7200,1521,,[],1,[2|206|1500],[[2|206|1500]],[477]
152102,[65|140|66|640|165|200|8|30],[[65|140]|[66|640]|[165|200]|[8|30]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[955],999|6|7200,1521,,[],2,[2|206|1500],[[2|206|1500]],[955]
152103,[65|210|66|955|165|300|8|45],[[65|210]|[66|955]|[165|300]|[8|45]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[1432],999|6|7200,1521,,[],3,[2|206|1500],[[2|206|1500]],[1432]
152104,[65|280|66|1275|165|400|8|60],[[65|280]|[66|1275]|[165|400]|[8|60]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[1910],999|6|7200,1521,,[],4,[2|206|1500],[[2|206|1500]],[1910]
152105,[65|350|66|1590|165|500|8|75],[[65|350]|[66|1590]|[165|500]|[8|75]],[[2|206|2250]|[999|6|10800]],[[999|6|10800]],[2386],999|6|10800,1521,,[],5,[2|206|2250],[[2|206|2250]],[2386]
152106,[65|420|66|1910|165|600|8|90],[[65|420]|[66|1910]|[165|600]|[8|90]],[[2|206|2250]|[999|6|10800]],[[999|6|10800]],[2864],999|6|10800,1521,,[],6,[2|206|2250],[[2|206|2250]],[2864]
152107,[65|490|66|2230|165|700|8|105],[[65|490]|[66|2230]|[165|700]|[8|105]],[[2|206|2250]|[999|6|10800]],[[999|6|10800]],[3342],999|6|10800,1521,,[],7,[2|206|2250],[[2|206|2250]],[3342]
152108,[65|560|66|2545|165|800|8|120],[[65|560]|[66|2545]|[165|800]|[8|120]],[[2|206|2250]|[999|6|10800]],[[999|6|10800]],[3819],999|6|10800,1521,,[],8,[2|206|2250],[[2|206|2250]],[3819]
152109,[65|630|66|2865|165|900|8|135],[[65|630]|[66|2865]|[165|900]|[8|135]],[[2|206|3000]|[999|6|14400]],[[999|6|14400]],[4296],999|6|14400,1521,,[],9,[2|206|3000],[[2|206|3000]],[4296]
152110,[65|905|66|4120|165|1000|8|150],[[65|905]|[66|4120]|[165|1000]|[8|150]],[[2|206|3000]|[999|6|14400]],[[999|6|14400]],[6174],999|6|14400,1521,,[],10,[2|206|3000],[[2|206|3000]],[6174]
152111,[65|1010|66|4590|165|1100|8|165],[[65|1010]|[66|4590]|[165|1100]|[8|165]],[[2|206|3000]|[999|6|14400]],[[999|6|14400]],[6888],999|6|14400,1521,,[],11,[2|206|3000],[[2|206|3000]],[6888]
152112,[65|1115|66|5065|165|1200|8|180],[[65|1115]|[66|5065]|[165|1200]|[8|180]],[[2|206|3000]|[999|6|14400]],[[999|6|14400]],[7603],999|6|14400,1521,,[],12,[2|206|3000],[[2|206|3000]],[7603]
152113,[65|1220|66|5540|165|1300|8|195],[[65|1220]|[66|5540]|[165|1300]|[8|195]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[8318],999|6|18000,1521,,[],13,[2|206|3750],[[2|206|3750]],[8318]
152114,[65|1325|66|6015|165|1400|8|210],[[65|1325]|[66|6015]|[165|1400]|[8|210]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[9032],999|6|18000,1521,,[],14,[2|206|3750],[[2|206|3750]],[9032]
152115,[65|1430|66|6490|165|1500|8|225],[[65|1430]|[66|6490]|[165|1500]|[8|225]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[9747],999|6|18000,1521,,[],15,[2|206|3750],[[2|206|3750]],[9747]
152116,[65|1535|66|6960|165|1600|8|240],[[65|1535]|[66|6960]|[165|1600]|[8|240]],[[2|206|3750]|[999|6|18000]],[[999|6|18000]],[10461],999|6|18000,1521,,[],16,[2|206|3750],[[2|206|3750]],[10461]
152117,[65|1640|66|7435|165|1700|8|255],[[65|1640]|[66|7435]|[165|1700]|[8|255]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[11176],999|6|21600,1521,,[],17,[2|206|4500],[[2|206|4500]],[11176]
152118,[65|1745|66|7910|165|1800|8|270],[[65|1745]|[66|7910]|[165|1800]|[8|270]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[11890],999|6|21600,1521,,[],18,[2|206|4500],[[2|206|4500]],[11890]
152119,[65|1850|66|8385|165|1900|8|285],[[65|1850]|[66|8385]|[165|1900]|[8|285]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[12606],999|6|21600,1521,,[],19,[2|206|4500],[[2|206|4500]],[12606]
152120,[65|2260|66|10260|165|2000|8|300],[[65|2260]|[66|10260]|[165|2000]|[8|300]],[[2|206|4500]|[999|6|21600]],[[999|6|21600]],[15408],999|6|21600,1521,,[],20,[2|206|4500],[[2|206|4500]],[15408]
152121,[65|2465|66|11205|165|2100|8|315],[[65|2465]|[66|11205]|[165|2100]|[8|315]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[16810],999|6|25200,1521,,[],21,[2|206|5250],[[2|206|5250]],[16810]
152122,[65|2670|66|12145|165|2200|8|330],[[65|2670]|[66|12145]|[165|2200]|[8|330]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[18213],999|6|25200,1521,,[],22,[2|206|5250],[[2|206|5250]],[18213]
152123,[65|2875|66|13090|165|2300|8|345],[[65|2875]|[66|13090]|[165|2300]|[8|345]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[19616],999|6|25200,1521,,[],23,[2|206|5250],[[2|206|5250]],[19616]
152124,[65|3080|66|14030|165|2400|8|360],[[65|3080]|[66|14030]|[165|2400]|[8|360]],[[2|206|5250]|[999|6|25200]],[[999|6|25200]],[21019],999|6|25200,1521,,[],24,[2|206|5250],[[2|206|5250]],[21019]
152125,[65|3285|66|14970|165|2500|8|375],[[65|3285]|[66|14970]|[165|2500]|[8|375]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[22422],999|6|28800,1521,,[],25,[2|206|6000],[[2|206|6000]],[22422]
152126,[65|3490|66|15915|165|2600|8|390],[[65|3490]|[66|15915]|[165|2600]|[8|390]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[23824],999|6|28800,1521,,[],26,[2|206|6000],[[2|206|6000]],[23824]
152127,[65|3695|66|16855|165|2700|8|405],[[65|3695]|[66|16855]|[165|2700]|[8|405]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[25227],999|6|28800,1521,,[],27,[2|206|6000],[[2|206|6000]],[25227]
152128,[65|3900|66|17800|165|2800|8|420],[[65|3900]|[66|17800]|[165|2800]|[8|420]],[[2|206|6000]|[999|6|28800]],[[999|6|28800]],[26630],999|6|28800,1521,,[],28,[2|206|6000],[[2|206|6000]],[26630]
152129,[65|4105|66|18740|165|2900|8|435],[[65|4105]|[66|18740]|[165|2900]|[8|435]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[28032],999|6|32400,1521,,[],29,[2|206|6750],[[2|206|6750]],[28032]
152130,[65|4920|66|22490|165|3000|8|450],[[65|4920]|[66|22490]|[165|3000]|[8|450]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[33610],999|6|32400,1521,,[],30,[2|206|6750],[[2|206|6750]],[33610]
152131,[65|5260|66|24055|165|3100|8|465],[[65|5260]|[66|24055]|[165|3100]|[8|465]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[35938],999|6|32400,1521,,[],31,[2|206|6750],[[2|206|6750]],[35938]
152132,[65|5600|66|25620|165|3200|8|480],[[65|5600]|[66|25620]|[165|3200]|[8|480]],[[2|206|6750]|[999|6|32400]],[[999|6|32400]],[38266],999|6|32400,1521,,[],32,[2|206|6750],[[2|206|6750]],[38266]
152133,[65|5940|66|27190|165|3300|8|495],[[65|5940]|[66|27190]|[165|3300]|[8|495]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[40594],999|6|36000,1521,,[],33,[2|206|7500],[[2|206|7500]],[40594]
152134,[65|6280|66|28755|165|3400|8|510],[[65|6280]|[66|28755]|[165|3400]|[8|510]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[42922],999|6|36000,1521,,[],34,[2|206|7500],[[2|206|7500]],[42922]
152135,[65|6620|66|30320|165|3500|8|525],[[65|6620]|[66|30320]|[165|3500]|[8|525]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[45250],999|6|36000,1521,,[],35,[2|206|7500],[[2|206|7500]],[45250]
152136,[65|6960|66|31885|165|3600|8|540],[[65|6960]|[66|31885]|[165|3600]|[8|540]],[[2|206|7500]|[999|6|36000]],[[999|6|36000]],[47578],999|6|36000,1521,,[],36,[2|206|7500],[[2|206|7500]],[47578]
152137,[65|7300|66|33450|165|3700|8|555],[[65|7300]|[66|33450]|[165|3700]|[8|555]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[49906],999|6|39600,1521,,[],37,[2|206|8250],[[2|206|8250]],[49906]
152138,[65|7640|66|35020|165|3800|8|570],[[65|7640]|[66|35020]|[165|3800]|[8|570]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[52234],999|6|39600,1521,,[],38,[2|206|8250],[[2|206|8250]],[52234]
152139,[65|7980|66|36585|165|3900|8|585],[[65|7980]|[66|36585]|[165|3900]|[8|585]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[54562],999|6|39600,1521,,[],39,[2|206|8250],[[2|206|8250]],[54562]
152140,[65|9340|66|42830|165|4000|8|600],[[65|9340]|[66|42830]|[165|4000]|[8|600]],[[2|206|8250]|[999|6|39600]],[[999|6|39600]],[63867],999|6|39600,1521,,[],40,[2|206|8250],[[2|206|8250]],[63867]
152201,[66|735|65|30|166|100|16|15],[[66|735]|[65|30]|[166|100]|[16|15]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[470],999|6|7200,1522,,[],1,[2|206|1500],[[2|206|1500]],[470]
152202,[66|1465|65|60|166|200|16|30],[[66|1465]|[65|60]|[166|200]|[16|30]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[939],999|6|7200,1522,,[],2,[2|206|1500],[[2|206|1500]],[939]
152203,[66|2200|65|90|166|300|16|45],[[66|2200]|[65|90]|[166|300]|[16|45]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[1408],999|6|7200,1522,,[],3,[2|206|1500],[[2|206|1500]],[1408]
152204,[66|2930|65|120|166|400|16|60],[[66|2930]|[65|120]|[166|400]|[16|60]],[[2|206|1500]|[999|6|7200]],[[999|6|7200]],[1878],999|6|7200,1522,,[],4,[2|206|1500],[[2|206|1500]],[1878]
