id,exp_1,exp_2,exp_3,isplay_notice_effect,monsterA_num,monsterA_roleld,monsterB_num,monsterB_roleld,monsterC_num,monsterC_roleld,stageRounds,timeInterval
5911308,,,,1,8,5911308,1,5911312,-1,-1,1,10000
5911309,,,,-1,8,5911309,8,5911308,-1,-1,1,6000
5911310,,,,-1,8,5911310,8,5911309,-1,-1,1,6000
5911313,,,,2,1,5911313,-1,-1,-1,-1,1,4000
5911401,,,,-1,8,5911401,-1,-1,-1,-1,1,6000
5911402,,,,-1,8,5911402,-1,-1,-1,-1,1,6000
5911403,,,,-1,8,5911403,-1,-1,-1,-1,1,6000
5911404,,,,1,8,5911404,1,5911411,-1,-1,1,10000
5911405,,,,-1,8,5911405,8,5911404,-1,-1,1,6000
5911406,,,,-1,8,5911406,8,5911405,-1,-1,1,6000
5911407,,,,-1,8,5911407,8,5911406,-1,-1,1,6000
5911408,,,,1,8,5911408,1,5911412,-1,-1,1,10000
5911409,,,,-1,8,5911409,8,5911408,-1,-1,1,6000
5911410,,,,-1,8,5911410,8,5911409,-1,-1,1,6000
5911413,,,,2,1,5911413,-1,-1,-1,-1,1,4000
5911501,,,,-1,8,5911501,-1,-1,-1,-1,1,6000
5911502,,,,-1,8,5911502,-1,-1,-1,-1,1,6000
5911503,,,,-1,8,5911503,-1,-1,-1,-1,1,6000
5911504,,,,1,8,5911504,1,5911511,-1,-1,1,10000
5911505,,,,-1,8,5911505,8,5911504,-1,-1,1,6000
5911506,,,,-1,8,5911506,8,5911505,-1,-1,1,6000
5911507,,,,-1,8,5911507,8,5911506,-1,-1,1,6000
5911508,,,,1,8,5911508,1,5911512,-1,-1,1,10000
5911509,,,,-1,8,5911509,8,5911508,-1,-1,1,6000
5911510,,,,-1,8,5911510,8,5911509,-1,-1,1,6000
5911513,,,,2,1,5911513,-1,-1,-1,-1,1,4000
5912101,,,,-1,8,5912101,-1,-1,-1,-1,1,6000
5912102,,,,-1,8,5912102,-1,-1,-1,-1,1,6000
5912103,,,,-1,8,5912103,-1,-1,-1,-1,1,6000
5912104,,,,1,8,5912104,1,5912111,-1,-1,1,10000
5912105,,,,-1,8,5912105,8,5912104,-1,-1,1,6000
5912106,,,,-1,8,5912106,8,5912105,-1,-1,1,6000
5912107,,,,-1,8,5912107,8,5912106,-1,-1,1,6000
5912108,,,,1,8,5912108,1,5912112,-1,-1,1,10000
5912109,,,,-1,8,5912109,8,5912108,-1,-1,1,6000
5912110,,,,-1,8,5912110,8,5912109,-1,-1,1,6000
5912113,,,,2,1,5912113,-1,-1,-1,-1,1,4000
5912201,,,,-1,8,5912201,-1,-1,-1,-1,1,6000
5912202,,,,-1,8,5912202,-1,-1,-1,-1,1,6000
5912203,,,,-1,8,5912203,-1,-1,-1,-1,1,6000
5912204,,,,1,8,5912204,1,5912211,-1,-1,1,10000
5912205,,,,-1,8,5912205,8,5912204,-1,-1,1,6000
5912206,,,,-1,8,5912206,8,5912205,-1,-1,1,6000
5912207,,,,-1,8,5912207,8,5912206,-1,-1,1,6000
5912208,,,,1,8,5912208,1,5912212,-1,-1,1,10000
5912209,,,,-1,8,5912209,8,5912208,-1,-1,1,6000
5912210,,,,-1,8,5912210,8,5912209,-1,-1,1,6000
5912213,,,,2,1,5912213,-1,-1,-1,-1,1,4000
5912301,,,,-1,8,5912301,-1,-1,-1,-1,1,6000
5912302,,,,-1,8,5912302,-1,-1,-1,-1,1,6000
5912303,,,,-1,8,5912303,-1,-1,-1,-1,1,6000
5912304,,,,1,8,5912304,1,5912311,-1,-1,1,10000
5912305,,,,-1,8,5912305,8,5912304,-1,-1,1,6000
5912306,,,,-1,8,5912306,8,5912305,-1,-1,1,6000
5912307,,,,-1,8,5912307,8,5912306,-1,-1,1,6000
5912308,,,,1,8,5912308,1,5912312,-1,-1,1,10000
5912309,,,,-1,8,5912309,8,5912308,-1,-1,1,6000
5912310,,,,-1,8,5912310,8,5912309,-1,-1,1,6000
5912313,,,,2,1,5912313,-1,-1,-1,-1,1,4000
5912401,,,,-1,8,5912401,-1,-1,-1,-1,1,6000
5912402,,,,-1,8,5912402,-1,-1,-1,-1,1,6000
5912403,,,,-1,8,5912403,-1,-1,-1,-1,1,6000
5912404,,,,1,8,5912404,1,5912411,-1,-1,1,10000
5912405,,,,-1,8,5912405,8,5912404,-1,-1,1,6000
5912406,,,,-1,8,5912406,8,5912405,-1,-1,1,6000
5912407,,,,-1,8,5912407,8,5912406,-1,-1,1,6000
5912408,,,,1,8,5912408,1,5912412,-1,-1,1,10000
5912409,,,,-1,8,5912409,8,5912408,-1,-1,1,6000
5912410,,,,-1,8,5912410,8,5912409,-1,-1,1,6000
5912413,,,,2,1,5912413,-1,-1,-1,-1,1,4000
5912501,,,,-1,8,5912501,-1,-1,-1,-1,1,6000
5912502,,,,-1,8,5912502,-1,-1,-1,-1,1,6000
5912503,,,,-1,8,5912503,-1,-1,-1,-1,1,6000
5912504,,,,1,8,5912504,1,5912511,-1,-1,1,10000
5912505,,,,-1,8,5912505,8,5912504,-1,-1,1,6000
5912506,,,,-1,8,5912506,8,5912505,-1,-1,1,6000
5912507,,,,-1,8,5912507,8,5912506,-1,-1,1,6000
5912508,,,,1,8,5912508,1,5912512,-1,-1,1,10000
5912509,,,,-1,8,5912509,8,5912508,-1,-1,1,6000
5912510,,,,-1,8,5912510,8,5912509,-1,-1,1,6000
5912513,,,,2,1,5912513,-1,-1,-1,-1,1,4000
5913101,,,,-1,8,5913101,-1,-1,-1,-1,1,6000
5913102,,,,-1,8,5913102,-1,-1,-1,-1,1,6000
5913103,,,,-1,8,5913103,-1,-1,-1,-1,1,6000
5913104,,,,1,8,5913104,1,5913111,-1,-1,1,10000
5913105,,,,-1,8,5913105,8,5913104,-1,-1,1,6000
5913106,,,,-1,8,5913106,8,5913105,-1,-1,1,6000
5913107,,,,-1,8,5913107,8,5913106,-1,-1,1,6000
5913108,,,,1,8,5913108,1,5913112,-1,-1,1,10000
5913109,,,,-1,8,5913109,8,5913108,-1,-1,1,6000
5913110,,,,-1,8,5913110,8,5913109,-1,-1,1,6000
5913113,,,,2,1,5913113,-1,-1,-1,-1,1,4000
5913201,,,,-1,8,5913201,-1,-1,-1,-1,1,6000
5913202,,,,-1,8,5913202,-1,-1,-1,-1,1,6000
5913203,,,,-1,8,5913203,-1,-1,-1,-1,1,6000
5913204,,,,1,8,5913204,1,5913211,-1,-1,1,10000
5913205,,,,-1,8,5913205,8,5913204,-1,-1,1,6000
5913206,,,,-1,8,5913206,8,5913205,-1,-1,1,6000
5913207,,,,-1,8,5913207,8,5913206,-1,-1,1,6000
5913208,,,,1,8,5913208,1,5913212,-1,-1,1,10000
5913209,,,,-1,8,5913209,8,5913208,-1,-1,1,6000
5913210,,,,-1,8,5913210,8,5913209,-1,-1,1,6000
5913213,,,,2,1,5913213,-1,-1,-1,-1,1,4000
5913301,,,,-1,8,5913301,-1,-1,-1,-1,1,6000
5913302,,,,-1,8,5913302,-1,-1,-1,-1,1,6000
5913303,,,,-1,8,5913303,-1,-1,-1,-1,1,6000
5913304,,,,1,8,5913304,1,5913311,-1,-1,1,10000
5913305,,,,-1,8,5913305,8,5913304,-1,-1,1,6000
5913306,,,,-1,8,5913306,8,5913305,-1,-1,1,6000
5913307,,,,-1,8,5913307,8,5913306,-1,-1,1,6000
5913308,,,,1,8,5913308,1,5913312,-1,-1,1,10000
5913309,,,,-1,8,5913309,8,5913308,-1,-1,1,6000
5913310,,,,-1,8,5913310,8,5913309,-1,-1,1,6000
5913313,,,,2,1,5913313,-1,-1,-1,-1,1,4000
5913401,,,,-1,8,5913401,-1,-1,-1,-1,1,6000
5913402,,,,-1,8,5913402,-1,-1,-1,-1,1,6000
5913403,,,,-1,8,5913403,-1,-1,-1,-1,1,6000
5913404,,,,1,8,5913404,1,5913411,-1,-1,1,10000
5913405,,,,-1,8,5913405,8,5913404,-1,-1,1,6000
5913406,,,,-1,8,5913406,8,5913405,-1,-1,1,6000
5913407,,,,-1,8,5913407,8,5913406,-1,-1,1,6000
5913408,,,,1,8,5913408,1,5913412,-1,-1,1,10000
5913409,,,,-1,8,5913409,8,5913408,-1,-1,1,6000
5913410,,,,-1,8,5913410,8,5913409,-1,-1,1,6000
5913413,,,,2,1,5913413,-1,-1,-1,-1,1,4000
5913501,,,,-1,8,5913501,-1,-1,-1,-1,1,6000
5913502,,,,-1,8,5913502,-1,-1,-1,-1,1,6000
5913503,,,,-1,8,5913503,-1,-1,-1,-1,1,6000
5913504,,,,1,8,5913504,1,5913511,-1,-1,1,10000
5913505,,,,-1,8,5913505,8,5913504,-1,-1,1,6000
5913506,,,,-1,8,5913506,8,5913505,-1,-1,1,6000
5913507,,,,-1,8,5913507,8,5913506,-1,-1,1,6000
5913508,,,,1,8,5913508,1,5913512,-1,-1,1,10000
5913509,,,,-1,8,5913509,8,5913508,-1,-1,1,6000
5913510,,,,-1,8,5913510,8,5913509,-1,-1,1,6000
5913513,,,,2,1,5913513,-1,-1,-1,-1,1,4000
5914101,,,,-1,8,5914101,-1,-1,-1,-1,1,6000
5914102,,,,-1,8,5914102,-1,-1,-1,-1,1,6000
5914103,,,,-1,8,5914103,-1,-1,-1,-1,1,6000
5914104,,,,1,8,5914104,1,5914111,-1,-1,1,10000
5914105,,,,-1,8,5914105,8,5914104,-1,-1,1,6000
5914106,,,,-1,8,5914106,8,5914105,-1,-1,1,6000
5914107,,,,-1,8,5914107,8,5914106,-1,-1,1,6000
5914108,,,,1,8,5914108,1,5914112,-1,-1,1,10000
5914109,,,,-1,8,5914109,8,5914108,-1,-1,1,6000
5914110,,,,-1,8,5914110,8,5914109,-1,-1,1,6000
5914113,,,,2,1,5914113,-1,-1,-1,-1,1,4000
5914201,,,,-1,8,5914201,-1,-1,-1,-1,1,6000
5914202,,,,-1,8,5914202,-1,-1,-1,-1,1,6000
5914203,,,,-1,8,5914203,-1,-1,-1,-1,1,6000
5914204,,,,1,8,5914204,1,5914211,-1,-1,1,10000
5914205,,,,-1,8,5914205,8,5914204,-1,-1,1,6000
5914206,,,,-1,8,5914206,8,5914205,-1,-1,1,6000
5914207,,,,-1,8,5914207,8,5914206,-1,-1,1,6000
5914208,,,,1,8,5914208,1,5914212,-1,-1,1,10000
5914209,,,,-1,8,5914209,8,5914208,-1,-1,1,6000
5914210,,,,-1,8,5914210,8,5914209,-1,-1,1,6000
5914213,,,,2,1,5914213,-1,-1,-1,-1,1,4000
5914301,,,,-1,8,5914301,-1,-1,-1,-1,1,6000
5914302,,,,-1,8,5914302,-1,-1,-1,-1,1,6000
5914303,,,,-1,8,5914303,-1,-1,-1,-1,1,6000
5914304,,,,1,8,5914304,1,5914311,-1,-1,1,10000
5914305,,,,-1,8,5914305,8,5914304,-1,-1,1,6000
5914306,,,,-1,8,5914306,8,5914305,-1,-1,1,6000
5914307,,,,-1,8,5914307,8,5914306,-1,-1,1,6000
5914308,,,,1,8,5914308,1,5914312,-1,-1,1,10000
5914309,,,,-1,8,5914309,8,5914308,-1,-1,1,6000
5914310,,,,-1,8,5914310,8,5914309,-1,-1,1,6000
5914313,,,,2,1,5914313,-1,-1,-1,-1,1,4000
5914401,,,,-1,8,5914401,-1,-1,-1,-1,1,6000
5914402,,,,-1,8,5914402,-1,-1,-1,-1,1,6000
5914403,,,,-1,8,5914403,-1,-1,-1,-1,1,6000
5914404,,,,1,8,5914404,1,5914411,-1,-1,1,10000
5914405,,,,-1,8,5914405,8,5914404,-1,-1,1,6000
5914406,,,,-1,8,5914406,8,5914405,-1,-1,1,6000
5914407,,,,-1,8,5914407,8,5914406,-1,-1,1,6000
5914408,,,,1,8,5914408,1,5914412,-1,-1,1,10000
5914409,,,,-1,8,5914409,8,5914408,-1,-1,1,6000
5914410,,,,-1,8,5914410,8,5914409,-1,-1,1,6000
5914413,,,,2,1,5914413,-1,-1,-1,-1,1,4000
5914501,,,,-1,8,5914501,-1,-1,-1,-1,1,6000
5914502,,,,-1,8,5914502,-1,-1,-1,-1,1,6000
5914503,,,,-1,8,5914503,-1,-1,-1,-1,1,6000
5914504,,,,1,8,5914504,1,5914511,-1,-1,1,10000
5914505,,,,-1,8,5914505,8,5914504,-1,-1,1,6000
5914506,,,,-1,8,5914506,8,5914505,-1,-1,1,6000
5914507,,,,-1,8,5914507,8,5914506,-1,-1,1,6000
5914508,,,,1,8,5914508,1,5914512,-1,-1,1,10000
5914509,,,,-1,8,5914509,8,5914508,-1,-1,1,6000
5914510,,,,-1,8,5914510,8,5914509,-1,-1,1,6000
5914513,,,,2,1,5914513,-1,-1,-1,-1,1,4000
5914601,,,,-1,1,5914601,-1,-1,-1,-1,1,3000
5914602,,,,-1,1,5914602,-1,-1,-1,-1,1,3000
5914603,,,,-1,1,5914603,-1,-1,-1,-1,1,3000
5914604,,,,-1,1,5914604,-1,-1,-1,-1,1,3000
5914605,,,,-1,1,5914605,-1,-1,-1,-1,1,3000
5914606,,,,-1,1,5914606,-1,-1,-1,-1,1,3000
5915101,,,,-1,8,5915101,-1,-1,-1,-1,1,6000
5915102,,,,-1,8,5915102,-1,-1,-1,-1,1,6000
5915103,,,,-1,8,5915103,-1,-1,-1,-1,1,6000
5915104,,,,1,8,5915104,1,5915111,-1,-1,1,10000
5915105,,,,-1,8,5915105,8,5915104,-1,-1,1,6000
5915106,,,,-1,8,5915106,8,5915105,-1,-1,1,6000
5915107,,,,-1,8,5915107,8,5915106,-1,-1,1,6000
5915108,,,,1,8,5915108,1,5915112,-1,-1,1,10000
5915109,,,,-1,8,5915109,8,5915108,-1,-1,1,6000
5915110,,,,-1,8,5915110,8,5915109,-1,-1,1,6000
5915113,,,,2,1,5915113,-1,-1,-1,-1,1,4000
5915201,,,,-1,8,5915201,-1,-1,-1,-1,1,6000
5915202,,,,-1,8,5915202,-1,-1,-1,-1,1,6000
5915203,,,,-1,8,5915203,-1,-1,-1,-1,1,6000
5915204,,,,1,8,5915204,1,5915211,-1,-1,1,10000
5915205,,,,-1,8,5915205,8,5915204,-1,-1,1,6000
5915206,,,,-1,8,5915206,8,5915205,-1,-1,1,6000
5915207,,,,-1,8,5915207,8,5915206,-1,-1,1,6000
5915208,,,,1,8,5915208,1,5915212,-1,-1,1,10000
5915209,,,,-1,8,5915209,8,5915208,-1,-1,1,6000
5915210,,,,-1,8,5915210,8,5915209,-1,-1,1,6000
5915213,,,,2,1,5915213,-1,-1,-1,-1,1,4000
5915301,,,,-1,8,5915301,-1,-1,-1,-1,1,6000
5915302,,,,-1,8,5915302,-1,-1,-1,-1,1,6000
5915303,,,,-1,8,5915303,-1,-1,-1,-1,1,6000
5915304,,,,1,8,5915304,1,5915311,-1,-1,1,10000
5915305,,,,-1,8,5915305,8,5915304,-1,-1,1,6000
5915306,,,,-1,8,5915306,8,5915305,-1,-1,1,6000
5915307,,,,-1,8,5915307,8,5915306,-1,-1,1,6000
5915308,,,,1,8,5915308,1,5915312,-1,-1,1,10000
5915309,,,,-1,8,5915309,8,5915308,-1,-1,1,6000
5915310,,,,-1,8,5915310,8,5915309,-1,-1,1,6000
5915313,,,,2,1,5915313,-1,-1,-1,-1,1,4000
5915401,,,,-1,8,5915401,-1,-1,-1,-1,1,6000
5915402,,,,-1,8,5915402,-1,-1,-1,-1,1,6000
5915403,,,,-1,8,5915403,-1,-1,-1,-1,1,6000
5915404,,,,1,8,5915404,1,5915411,-1,-1,1,10000
5915405,,,,-1,8,5915405,8,5915404,-1,-1,1,6000
5915406,,,,-1,8,5915406,8,5915405,-1,-1,1,6000
5915407,,,,-1,8,5915407,8,5915406,-1,-1,1,6000
5915408,,,,1,8,5915408,1,5915412,-1,-1,1,10000
5915409,,,,-1,8,5915409,8,5915408,-1,-1,1,6000
5915410,,,,-1,8,5915410,8,5915409,-1,-1,1,6000
5915413,,,,2,1,5915413,-1,-1,-1,-1,1,4000
5915501,,,,-1,8,5915501,-1,-1,-1,-1,1,6000
5915502,,,,-1,8,5915502,-1,-1,-1,-1,1,6000
5915503,,,,-1,8,5915503,-1,-1,-1,-1,1,6000
5915504,,,,1,8,5915504,1,5915511,-1,-1,1,10000
5915505,,,,-1,8,5915505,8,5915504,-1,-1,1,6000
5915506,,,,-1,8,5915506,8,5915505,-1,-1,1,6000
5915507,,,,-1,8,5915507,8,5915506,-1,-1,1,6000
5915508,,,,1,8,5915508,1,5915512,-1,-1,1,10000
5915509,,,,-1,8,5915509,8,5915508,-1,-1,1,6000
5915510,,,,-1,8,5915510,8,5915509,-1,-1,1,6000
5915513,,,,2,1,5915513,-1,-1,-1,-1,1,4000
5915601,,,,-1,1,5915601,-1,-1,-1,-1,1,3000
5915602,,,,-1,1,5915602,-1,-1,-1,-1,1,3000
5915603,,,,-1,1,5915603,-1,-1,-1,-1,1,3000
5915604,,,,-1,1,5915604,-1,-1,-1,-1,1,3000
5915605,,,,-1,1,5915605,-1,-1,-1,-1,1,3000
5915606,,,,-1,1,5915606,-1,-1,-1,-1,1,3000
5916101,,,,-1,8,5916101,-1,-1,-1,-1,1,6000
5916102,,,,-1,8,5916102,-1,-1,-1,-1,1,6000
5916103,,,,-1,8,5916103,-1,-1,-1,-1,1,6000
5916104,,,,1,8,5916104,1,5916111,-1,-1,1,10000
5916105,,,,-1,8,5916105,8,5916104,-1,-1,1,6000
5916106,,,,-1,8,5916106,8,5916105,-1,-1,1,6000
5916107,,,,-1,8,5916107,8,5916106,-1,-1,1,6000
5916108,,,,1,8,5916108,1,5916112,-1,-1,1,10000
5916109,,,,-1,8,5916109,8,5916108,-1,-1,1,6000
5916110,,,,-1,8,5916110,8,5916109,-1,-1,1,6000
5916113,,,,2,1,5916113,-1,-1,-1,-1,1,4000
5916201,,,,-1,8,5916201,-1,-1,-1,-1,1,6000
5916202,,,,-1,8,5916202,-1,-1,-1,-1,1,6000
5916203,,,,-1,8,5916203,-1,-1,-1,-1,1,6000
5916204,,,,1,8,5916204,1,5916211,-1,-1,1,10000
5916205,,,,-1,8,5916205,8,5916204,-1,-1,1,6000
5916206,,,,-1,8,5916206,8,5916205,-1,-1,1,6000
5916207,,,,-1,8,5916207,8,5916206,-1,-1,1,6000
5916208,,,,1,8,5916208,1,5916212,-1,-1,1,10000
5916209,,,,-1,8,5916209,8,5916208,-1,-1,1,6000
5916210,,,,-1,8,5916210,8,5916209,-1,-1,1,6000
5916213,,,,2,1,5916213,-1,-1,-1,-1,1,4000
5916301,,,,-1,8,5916301,-1,-1,-1,-1,1,6000
5916302,,,,-1,8,5916302,-1,-1,-1,-1,1,6000
5916303,,,,-1,8,5916303,-1,-1,-1,-1,1,6000
5916304,,,,1,8,5916304,1,5916311,-1,-1,1,10000
5916305,,,,-1,8,5916305,8,5916304,-1,-1,1,6000
5916306,,,,-1,8,5916306,8,5916305,-1,-1,1,6000
5916307,,,,-1,8,5916307,8,5916306,-1,-1,1,6000
5916308,,,,1,8,5916308,1,5916312,-1,-1,1,10000
5916309,,,,-1,8,5916309,8,5916308,-1,-1,1,6000
5916310,,,,-1,8,5916310,8,5916309,-1,-1,1,6000
5916313,,,,2,1,5916313,-1,-1,-1,-1,1,4000
5916401,,,,-1,8,5916401,-1,-1,-1,-1,1,6000
5916402,,,,-1,8,5916402,-1,-1,-1,-1,1,6000
5916403,,,,-1,8,5916403,-1,-1,-1,-1,1,6000
5916404,,,,1,8,5916404,1,5916411,-1,-1,1,10000
5916405,,,,-1,8,5916405,8,5916404,-1,-1,1,6000
5916406,,,,-1,8,5916406,8,5916405,-1,-1,1,6000
5916407,,,,-1,8,5916407,8,5916406,-1,-1,1,6000
5916408,,,,1,8,5916408,1,5916412,-1,-1,1,10000
5916409,,,,-1,8,5916409,8,5916408,-1,-1,1,6000
5916410,,,,-1,8,5916410,8,5916409,-1,-1,1,6000
5916413,,,,2,1,5916413,-1,-1,-1,-1,1,4000
5916501,,,,-1,8,5916501,-1,-1,-1,-1,1,6000
5916502,,,,-1,8,5916502,-1,-1,-1,-1,1,6000
5916503,,,,-1,8,5916503,-1,-1,-1,-1,1,6000
5916504,,,,1,8,5916504,1,5916511,-1,-1,1,10000
5916505,,,,-1,8,5916505,8,5916504,-1,-1,1,6000
5916506,,,,-1,8,5916506,8,5916505,-1,-1,1,6000
5916507,,,,-1,8,5916507,8,5916506,-1,-1,1,6000
5916508,,,,1,8,5916508,1,5916512,-1,-1,1,10000
5916509,,,,-1,8,5916509,8,5916508,-1,-1,1,6000
5916510,,,,-1,8,5916510,8,5916509,-1,-1,1,6000
5916513,,,,2,1,5916513,-1,-1,-1,-1,1,4000
5916601,,,,-1,1,5916601,-1,-1,-1,-1,1,3000
5916602,,,,-1,1,5916602,-1,-1,-1,-1,1,3000
5916603,,,,-1,1,5916603,-1,-1,-1,-1,1,3000
5916604,,,,-1,1,5916604,-1,-1,-1,-1,1,3000
5916605,,,,-1,1,5916605,-1,-1,-1,-1,1,3000
5916606,,,,-1,1,5916606,-1,-1,-1,-1,1,3000
5917101,,,,-1,8,5917101,-1,-1,-1,-1,1,6000
5917102,,,,-1,8,5917102,-1,-1,-1,-1,1,6000
5917103,,,,-1,8,5917103,-1,-1,-1,-1,1,6000
5917104,,,,1,8,5917104,1,5917111,-1,-1,1,10000
5917105,,,,-1,8,5917105,8,5917104,-1,-1,1,6000
5917106,,,,-1,8,5917106,8,5917105,-1,-1,1,6000
5917107,,,,-1,8,5917107,8,5917106,-1,-1,1,6000
5917108,,,,1,8,5917108,1,5917112,-1,-1,1,10000
5917109,,,,-1,8,5917109,8,5917108,-1,-1,1,6000
5917110,,,,-1,8,5917110,8,5917109,-1,-1,1,6000
5917113,,,,2,1,5917113,-1,-1,-1,-1,1,4000
5917201,,,,-1,8,5917201,-1,-1,-1,-1,1,6000
5917202,,,,-1,8,5917202,-1,-1,-1,-1,1,6000
5917203,,,,-1,8,5917203,-1,-1,-1,-1,1,6000
5917204,,,,1,8,5917204,1,5917211,-1,-1,1,10000
5917205,,,,-1,8,5917205,8,5917204,-1,-1,1,6000
5917206,,,,-1,8,5917206,8,5917205,-1,-1,1,6000
5917207,,,,-1,8,5917207,8,5917206,-1,-1,1,6000
5917208,,,,1,8,5917208,1,5917212,-1,-1,1,10000
5917209,,,,-1,8,5917209,8,5917208,-1,-1,1,6000
5917210,,,,-1,8,5917210,8,5917209,-1,-1,1,6000
5917213,,,,2,1,5917213,-1,-1,-1,-1,1,4000
5917301,,,,-1,8,5917301,-1,-1,-1,-1,1,6000
5917302,,,,-1,8,5917302,-1,-1,-1,-1,1,6000
5917303,,,,-1,8,5917303,-1,-1,-1,-1,1,6000
5917304,,,,1,8,5917304,1,5917311,-1,-1,1,10000
5917305,,,,-1,8,5917305,8,5917304,-1,-1,1,6000
5917306,,,,-1,8,5917306,8,5917305,-1,-1,1,6000
5917307,,,,-1,8,5917307,8,5917306,-1,-1,1,6000
5917308,,,,1,8,5917308,1,5917312,-1,-1,1,10000
5917309,,,,-1,8,5917309,8,5917308,-1,-1,1,6000
5917310,,,,-1,8,5917310,8,5917309,-1,-1,1,6000
5917313,,,,2,1,5917313,-1,-1,-1,-1,1,4000
5917401,,,,-1,8,5917401,-1,-1,-1,-1,1,6000
5917402,,,,-1,8,5917402,-1,-1,-1,-1,1,6000
5917403,,,,-1,8,5917403,-1,-1,-1,-1,1,6000
5917404,,,,1,8,5917404,1,5917411,-1,-1,1,10000
5917405,,,,-1,8,5917405,8,5917404,-1,-1,1,6000
5917406,,,,-1,8,5917406,8,5917405,-1,-1,1,6000
5917407,,,,-1,8,5917407,8,5917406,-1,-1,1,6000
5917408,,,,1,8,5917408,1,5917412,-1,-1,1,10000
5917409,,,,-1,8,5917409,8,5917408,-1,-1,1,6000
5917410,,,,-1,8,5917410,8,5917409,-1,-1,1,6000
5917413,,,,2,1,5917413,-1,-1,-1,-1,1,4000
5917501,,,,-1,8,5917501,-1,-1,-1,-1,1,6000
5917502,,,,-1,8,5917502,-1,-1,-1,-1,1,6000
5917503,,,,-1,8,5917503,-1,-1,-1,-1,1,6000
5917504,,,,1,8,5917504,1,5917511,-1,-1,1,10000
5917505,,,,-1,8,5917505,8,5917504,-1,-1,1,6000
5917506,,,,-1,8,5917506,8,5917505,-1,-1,1,6000
5917507,,,,-1,8,5917507,8,5917506,-1,-1,1,6000
5917508,,,,1,8,5917508,1,5917512,-1,-1,1,10000
5917509,,,,-1,8,5917509,8,5917508,-1,-1,1,6000
5917510,,,,-1,8,5917510,8,5917509,-1,-1,1,6000
5917513,,,,2,1,5917513,-1,-1,-1,-1,1,4000
5917601,,,,-1,1,5917601,-1,-1,-1,-1,1,3000
5917602,,,,-1,1,5917602,-1,-1,-1,-1,1,3000
5917603,,,,-1,1,5917603,-1,-1,-1,-1,1,3000
5917604,,,,-1,1,5917604,-1,-1,-1,-1,1,3000
5917605,,,,-1,1,5917605,-1,-1,-1,-1,1,3000
5917606,,,,-1,1,5917606,-1,-1,-1,-1,1,3000
5918101,,,,-1,8,5918101,-1,-1,-1,-1,1,6000
5918102,,,,-1,8,5918102,-1,-1,-1,-1,1,6000
5918103,,,,-1,8,5918103,-1,-1,-1,-1,1,6000
5918104,,,,1,8,5918104,1,5918111,-1,-1,1,10000
5918105,,,,-1,8,5918105,8,5918104,-1,-1,1,6000
5918106,,,,-1,8,5918106,8,5918105,-1,-1,1,6000
5918107,,,,-1,8,5918107,8,5918106,-1,-1,1,6000
5918108,,,,1,8,5918108,1,5918112,-1,-1,1,10000
5918109,,,,-1,8,5918109,8,5918108,-1,-1,1,6000
5918110,,,,-1,8,5918110,8,5918109,-1,-1,1,6000
5918113,,,,2,1,5918113,-1,-1,-1,-1,1,4000
5918201,,,,-1,8,5918201,-1,-1,-1,-1,1,6000
5918202,,,,-1,8,5918202,-1,-1,-1,-1,1,6000
5918203,,,,-1,8,5918203,-1,-1,-1,-1,1,6000
5918204,,,,1,8,5918204,1,5918211,-1,-1,1,10000
5918205,,,,-1,8,5918205,8,5918204,-1,-1,1,6000
5918206,,,,-1,8,5918206,8,5918205,-1,-1,1,6000
5918207,,,,-1,8,5918207,8,5918206,-1,-1,1,6000
5918208,,,,1,8,5918208,1,5918212,-1,-1,1,10000
5918209,,,,-1,8,5918209,8,5918208,-1,-1,1,6000
5918210,,,,-1,8,5918210,8,5918209,-1,-1,1,6000
5918213,,,,2,1,5918213,-1,-1,-1,-1,1,4000
5918301,,,,-1,8,5918301,-1,-1,-1,-1,1,6000
5918302,,,,-1,8,5918302,-1,-1,-1,-1,1,6000
5918303,,,,-1,8,5918303,-1,-1,-1,-1,1,6000
5918304,,,,1,8,5918304,1,5918311,-1,-1,1,10000
5918305,,,,-1,8,5918305,8,5918304,-1,-1,1,6000
5918306,,,,-1,8,5918306,8,5918305,-1,-1,1,6000
5918307,,,,-1,8,5918307,8,5918306,-1,-1,1,6000
5918308,,,,1,8,5918308,1,5918312,-1,-1,1,10000
5918309,,,,-1,8,5918309,8,5918308,-1,-1,1,6000
5918310,,,,-1,8,5918310,8,5918309,-1,-1,1,6000
5918313,,,,2,1,5918313,-1,-1,-1,-1,1,4000
5918401,,,,-1,8,5918401,-1,-1,-1,-1,1,6000
5918402,,,,-1,8,5918402,-1,-1,-1,-1,1,6000
5918403,,,,-1,8,5918403,-1,-1,-1,-1,1,6000
5918404,,,,1,8,5918404,1,5918411,-1,-1,1,10000
5918405,,,,-1,8,5918405,8,5918404,-1,-1,1,6000
5918406,,,,-1,8,5918406,8,5918405,-1,-1,1,6000
5918407,,,,-1,8,5918407,8,5918406,-1,-1,1,6000
5918408,,,,1,8,5918408,1,5918412,-1,-1,1,10000
5918409,,,,-1,8,5918409,8,5918408,-1,-1,1,6000
5918410,,,,-1,8,5918410,8,5918409,-1,-1,1,6000
5918413,,,,2,1,5918413,-1,-1,-1,-1,1,4000
