id,adjuest_day1,adjuest_day10,adjuest_day11,adjuest_day12,adjuest_day13,adjuest_day14,adjuest_day15,adjuest_day16,adjuest_day17,adjuest_day18,adjuest_day19,adjuest_day2,adjuest_day20,adjuest_day21,adjuest_day22,adjuest_day23,adjuest_day24,adjuest_day25,adjuest_day26,adjuest_day27,adjuest_day28,adjuest_day29,adjuest_day3,adjuest_day30,adjuest_day4,adjuest_day5,adjuest_day6,adjuest_day7,adjuest_day8,adjuest_day9
105304,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105305,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
105306,[103|5000|104|20000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|4000|104|16000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|3000|104|12000],[103|0],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0],[103|0],[103|0]
106101,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106102,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106103,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106104,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106105,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106106,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106107,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106201,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106202,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106203,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106204,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106205,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106206,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106207,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106301,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106302,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106303,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106304,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106305,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106306,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
106307,[103|7000|104|28000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|6000|104|24000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|5000|104|20000],[103|0],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0]
107101,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107102,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107103,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107104,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107105,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107106,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107107,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107108,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107201,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107202,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107203,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107204,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107205,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107206,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107207,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107208,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107301,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107302,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107303,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107304,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107305,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107306,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107307,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
107308,[103|10000|104|40000],[103|1000|104|4001],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|9000|104|36000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|8000|104|32000],[103|0],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8001]
108101,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108102,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108103,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108104,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108105,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108106,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
108107,[103|13000|104|52000],[103|4000|104|16000],[103|3000|104|12000],[103|2000|104|8000],[103|1000|104|4000],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|0|104|0],[103|12000|104|48000],[103|0|104|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|0],[103|11000|104|44000],[103|0],[103|10000|104|40000],[103|9000|104|36000],[103|8000|104|32000],[103|7000|104|28000],[103|6000|104|24000],[103|5000|104|20000]
