id,attrExtraList,attrRatioList,cosr,desc,desc_2,desc_parameter,desc1s,desc2s,extra_1,extra_2,extra_3,extra_4,extra_5,extra_6,fightforce,fightforce_ratio,hero_id,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,skill,skill_level,skill_level_new,skill_levels,skill_new,skills,special,star,star_sub
10047131,[[3|16519]|[4|381202]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|16519],[4|381202],[10|0],[5|0],[57|0],[24|0],0,4.07,10047,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,1
10047132,[[3|17055]|[4|395670]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|17055],[4|395670],[10|0],[5|0],[57|0],[24|0],0,4.17,10047,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,2
10047133,[[3|17592]|[4|410137]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|17592],[4|410137],[10|0],[5|0],[57|0],[24|0],0,4.27,10047,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,3
10047134,[[3|18129]|[4|424604]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|18129],[4|424604],[10|0],[5|0],[57|0],[24|0],0,4.37,10047,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,13,4
10047140,[[3|18666]|[4|453872]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,[hero_star_desc_1],[hero_skill_name_1004702],3,[hero_star_desc_1],[hero_skill_name_1004702],[3|18666],[4|453872],[10|0],[5|0],[57|0],[24|0],0,4.47,10047,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004702,4,[3],[3],[1004702],[1004702],-1,14,0
10047141,[[3|19203]|[4|469619]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|19203],[4|469619],[10|0],[5|0],[57|0],[24|0],0,4.57,10047,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,1
10047142,[[3|19740]|[4|485366]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|19740],[4|485366],[10|0],[5|0],[57|0],[24|0],0,4.67,10047,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,2
10047143,[[3|20276]|[4|501113]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|20276],[4|501113],[10|0],[5|0],[57|0],[24|0],0,4.77,10047,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,3
10047144,[[3|20813]|[4|516861]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|20813],[4|516861],[10|0],[5|0],[57|0],[24|0],0,4.87,10047,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,14,4
10047150,[[3|24374]|[4|627678]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],0,[hero_star_desc_1],[hero_skill_name_1004703],3,[hero_star_desc_1],[hero_skill_name_1004703],[3|24374],[4|627678],[10|0],[5|0],[57|0],[24|0],0,4.97,10047,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004703,4,[3],[3],[1004703],[1004703],-1,15,0
10048000,[[3|276]|[4|4198]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|276],[4|4198],[10|0],[5|0],[57|0],[24|0],0,1.34,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,0
10048001,[[3|298]|[4|4765]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|298],[4|4765],[10|0],[5|0],[57|0],[24|0],0,1.37,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,1
10048002,[[3|321]|[4|5333]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|321],[4|5333],[10|0],[5|0],[57|0],[24|0],0,1.39,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,2
10048003,[[3|343]|[4|5900]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|343],[4|5900],[10|0],[5|0],[57|0],[24|0],0,1.42,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,3
10048004,[[3|365]|[4|6468]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|365],[4|6468],[10|0],[5|0],[57|0],[24|0],0,1.45,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,0,4
10048010,[[3|387]|[4|7669]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,[hero_star_desc_1],[hero_skill_name_1004801],1,[hero_star_desc_1],[hero_skill_name_1004801],[3|387],[4|7669],[10|0],[5|0],[57|0],[24|0],0,1.48,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004801,2,[1],[1],[1004801],[1004801],-1,1,0
10048011,[[3|409]|[4|8353]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|409],[4|8353],[10|0],[5|0],[57|0],[24|0],0,1.5,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,1
10048012,[[3|431]|[4|9038]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|431],[4|9038],[10|0],[5|0],[57|0],[24|0],0,1.53,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,2
10048013,[[3|453]|[4|9723]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|453],[4|9723],[10|0],[5|0],[57|0],[24|0],0,1.56,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,3
10048014,[[3|476]|[4|10407]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],2,,,,[],[],[3|476],[4|10407],[10|0],[5|0],[57|0],[24|0],0,1.58,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,1,4
10048020,[[3|498]|[4|12008]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,[hero_star_desc_1],[hero_skill_name_1004803],1,[hero_star_desc_1],[hero_skill_name_1004803],[3|498],[4|12008],[10|0],[5|0],[57|0],[24|0],0,1.61,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004803,2,[1],[1],[1004803],[1004803],-1,2,0
10048021,[[3|520]|[4|12820]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|520],[4|12820],[10|0],[5|0],[57|0],[24|0],0,1.64,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,1
10048022,[[3|542]|[4|13632]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|542],[4|13632],[10|0],[5|0],[57|0],[24|0],0,1.67,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,2
10048023,[[3|564]|[4|14445]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|564],[4|14445],[10|0],[5|0],[57|0],[24|0],0,1.69,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,3
10048024,[[3|586]|[4|15257]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|586],[4|15257],[10|0],[5|0],[57|0],[24|0],0,1.72,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,2,4
10048030,[[3|608]|[4|17295]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,[hero_star_desc_1],[hero_skill_name_1004811],1,[hero_star_desc_1],[hero_skill_name_1004811],[3|608],[4|17295],[10|0],[5|0],[57|0],[24|0],0,1.75,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004811,2,[1],[1],[1004811],[1004811],1,3,0
10048031,[[3|631]|[4|18247]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|631],[4|18247],[10|0],[5|0],[57|0],[24|0],0,1.78,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,1
10048032,[[3|653]|[4|19198]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|653],[4|19198],[10|0],[5|0],[57|0],[24|0],0,1.8,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,2
10048033,[[3|675]|[4|20149]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|675],[4|20149],[10|0],[5|0],[57|0],[24|0],0,1.83,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,3
10048034,[[3|697]|[4|21100]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],4,,,,[],[],[3|697],[4|21100],[10|0],[5|0],[57|0],[24|0],0,1.86,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,3,4
10048040,[[3|719]|[4|23614]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,[hero_star_desc_1],[hero_skill_name_1004802],1,[hero_star_desc_1],[hero_skill_name_1004802],[3|719],[4|23614],[10|0],[5|0],[57|0],[24|0],0,1.88,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004802,2,[1],[1],[1004802],[1004802],-1,4,0
10048041,[[3|741]|[4|24715]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|741],[4|24715],[10|0],[5|0],[57|0],[24|0],0,1.91,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,4,1
10048042,[[3|763]|[4|25816]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|763],[4|25816],[10|0],[5|0],[57|0],[24|0],0,1.94,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,4,2
10048043,[[3|786]|[4|26916]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|786],[4|26916],[10|0],[5|0],[57|0],[24|0],0,1.97,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,4,3
10048044,[[3|808]|[4|28017]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|808],[4|28017],[10|0],[5|0],[57|0],[24|0],0,1.99,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,4,4
10048050,[[3|830]|[4|31045]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],12,[hero_star_desc_1],[hero_skill_name_1004812],1,[hero_star_desc_1],[hero_skill_name_1004812],[3|830],[4|31045],[10|0],[5|0],[57|0],[24|0],0,2.02,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004812,2,[1],[1],[1004812],[1004812],-1,5,0
10048051,[[3|867]|[4|32416]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],12,,,,[],[],[3|867],[4|32416],[10|0],[5|0],[57|0],[24|0],0,2.07,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,1
10048052,[[3|904]|[4|33788]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],12,,,,[],[],[3|904],[4|33788],[10|0],[5|0],[57|0],[24|0],0,2.11,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,2
10048053,[[3|941]|[4|35160]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],12,,,,[],[],[3|941],[4|35160],[10|0],[5|0],[57|0],[24|0],0,2.16,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,3
10048054,[[3|978]|[4|36532]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],12,,,,[],[],[3|978],[4|36532],[10|0],[5|0],[57|0],[24|0],0,2.2,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,5,4
10048060,[[3|1245]|[4|47396]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,[hero_star_desc_1],[hero_skill_name_1004801],2,[hero_star_desc_1],[hero_skill_name_1004801],[3|1245],[4|47396],[10|0],[5|0],[57|0],[24|0],0,2.25,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004801,3,[2],[2],[1004801],[1004801],1,6,0
10048061,[[3|1291]|[4|49172]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1291],[4|49172],[10|0],[5|0],[57|0],[24|0],0,2.29,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,1
10048062,[[3|1336]|[4|50948]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1336],[4|50948],[10|0],[5|0],[57|0],[24|0],0,2.34,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,2
10048063,[[3|1381]|[4|52724]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1381],[4|52724],[10|0],[5|0],[57|0],[24|0],0,2.38,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,3
10048064,[[3|1427]|[4|54500]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1427],[4|54500],[10|0],[5|0],[57|0],[24|0],0,2.43,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,6,4
10048070,[[3|1800]|[4|70077]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,[hero_star_desc_1],[hero_skill_name_1004803],2,[hero_star_desc_1],[hero_skill_name_1004803],[3|1800],[4|70077],[10|0],[5|0],[57|0],[24|0],0,2.47,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004803,3,[2],[2],[1004803],[1004803],-1,7,0
10048071,[[3|1855]|[4|72365]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1855],[4|72365],[10|0],[5|0],[57|0],[24|0],0,2.52,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,1
10048072,[[3|1910]|[4|74652]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1910],[4|74652],[10|0],[5|0],[57|0],[24|0],0,2.56,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,2
10048073,[[3|1966]|[4|76940]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|1966],[4|76940],[10|0],[5|0],[57|0],[24|0],0,2.61,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,3
10048074,[[3|2021]|[4|79227]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|2021],[4|79227],[10|0],[5|0],[57|0],[24|0],0,2.65,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,7,4
10048080,[[3|2536]|[4|101371]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,[hero_star_desc_1],[hero_skill_name_1004811],2,[hero_star_desc_1],[hero_skill_name_1004811],[3|2536],[4|101371],[10|0],[5|0],[57|0],[24|0],0,2.7,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004811,3,[2],[2],[1004811],[1004811],-1,8,0
10048081,[[3|2603]|[4|104310]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2603],[4|104310],[10|0],[5|0],[57|0],[24|0],0,2.75,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,8,1
10048082,[[3|2671]|[4|107249]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2671],[4|107249],[10|0],[5|0],[57|0],[24|0],0,2.79,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,8,2
10048083,[[3|2738]|[4|110188]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2738],[4|110188],[10|0],[5|0],[57|0],[24|0],0,2.84,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,8,3
10048084,[[3|2806]|[4|113127]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|2806],[4|113127],[10|0],[5|0],[57|0],[24|0],0,2.88,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,8,4
10048090,[[3|3486]|[4|143371]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,[hero_star_desc_1],[hero_skill_name_1004802],2,[hero_star_desc_1],[hero_skill_name_1004802],[3|3486],[4|143371],[10|0],[5|0],[57|0],[24|0],0,2.93,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004802,3,[2],[2],[1004802],[1004802],-1,9,0
10048091,[[3|3568]|[4|147118]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|3568],[4|147118],[10|0],[5|0],[57|0],[24|0],0,2.97,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,1
10048092,[[3|3650]|[4|150865]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|3650],[4|150865],[10|0],[5|0],[57|0],[24|0],0,3.02,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,2
10048093,[[3|3732]|[4|154612]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|3732],[4|154612],[10|0],[5|0],[57|0],[24|0],0,3.06,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,3
10048094,[[3|3814]|[4|158359]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|3814],[4|158359],[10|0],[5|0],[57|0],[24|0],0,3.11,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,9,4
10048100,[[3|4717]|[4|199832]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,[hero_star_desc_1],[hero_skill_name_1004812],2,[hero_star_desc_1],[hero_skill_name_1004812],[3|4717],[4|199832],[10|0],[5|0],[57|0],[24|0],0,3.15,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004812,3,[2],[2],[1004812],[1004812],-1,10,0
10048101,[[3|4836]|[4|206323]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|4836],[4|206323],[10|0],[5|0],[57|0],[24|0],0,3.21,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,1
10048102,[[3|4955]|[4|212813]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|4955],[4|212813],[10|0],[5|0],[57|0],[24|0],0,3.26,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,2
10048103,[[3|5074]|[4|219303]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|5074],[4|219303],[10|0],[5|0],[57|0],[24|0],0,3.32,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,3
10048104,[[3|5193]|[4|225794]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],32,,,,[],[],[3|5193],[4|225794],[10|0],[5|0],[57|0],[24|0],0,3.37,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,10,4
10048110,[[3|6391]|[4|289717]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,[hero_star_desc_1|hero_star_desc_2],[hero_skill_name_1004801|hero_skill_name_1004813],3,[hero_star_desc_1|hero_star_desc_2],[hero_skill_name_1004801|hero_skill_name_1004813],[3|6391],[4|289717],[10|0],[5|0],[57|0],[24|0],0,3.43,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004801,4,[3|1],[3|1],[1004801|1004813],[1004801|1004813],1,11,0
10048111,[[3|6534]|[4|298242]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|6534],[4|298242],[10|0],[5|0],[57|0],[24|0],0,3.48,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,1
10048112,[[3|6678]|[4|306767]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|6678],[4|306767],[10|0],[5|0],[57|0],[24|0],0,3.53,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,2
10048113,[[3|6821]|[4|315292]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|6821],[4|315292],[10|0],[5|0],[57|0],[24|0],0,3.59,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,3
10048114,[[3|6964]|[4|323817]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],8,,,,[],[],[3|6964],[4|323817],[10|0],[5|0],[57|0],[24|0],0,3.64,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,11,4
10048120,[[3|8307]|[4|402266]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,[hero_star_desc_1],[hero_skill_name_1004811],3,[hero_star_desc_1],[hero_skill_name_1004811],[3|8307],[4|402266],[10|0],[5|0],[57|0],[24|0],0,3.7,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],1004811,4,[3],[3],[1004811],[1004811],-1,12,0
10048121,[[3|8475]|[4|413104]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|8475],[4|413104],[10|0],[5|0],[57|0],[24|0],0,3.75,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,12,1
10048122,[[3|8642]|[4|423943]|[10|0]|[5|0]|[57|0]|[24|0]],[[3|1]|[4|1]|[10|1]|[5|1]|[57|1]|[24|1]],16,,,,[],[],[3|8642],[4|423943],[10|0],[5|0],[57|0],[24|0],0,3.81,10048,[3|1],[4|1],[10|1],[5|1],[57|1],[24|1],-1,-1,,[],,[],-1,12,2
