id,addition,daily_banner,dailyBanners,day,defeat_reward,defeatRewards,double_reward,form_group,giftPushIdArray,gifts,kill_day,mail_defeat,mail_win,name,reward,reward_condition,rewardConditons,rewards,score,score_limit,target_score,targetScores,win_reward,winRewards
10004,1082,[Activity_203|Textures/ActivityList/img_junbei_03],[Activity_203|Textures/ActivityList/img_junbei_03],4,[0|1220214],[0|1220214],11100201,10001,[511277041|511277042|511277043|511277044|511277045],[511277041|511277042|511277043|511277044|511277045],-1,1052,1051,race_alliance_name_day4,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],87001|87002|11871|11872|11873|11874|11854|11855|11856|84001|84014|84015|84016|98321|98322|98323,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220204],[2|1220204]
10005,1081,[Activity_205|Textures/ActivityList/img_junbei_05],[Activity_205|Textures/ActivityList/img_junbei_05],5,[0|1220215],[0|1220215],11100201,10001,[511277051|511277052|511277053|511277054|511277055],[511277051|511277052|511277053|511277054|511277055],-1,1052,1051,race_alliance_name_day5,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],87001|87002|11881|11884|85301|85001|85002|85003|85004|85005|85006|85007|85008|85009|85010|85011|85012|11631,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220205],[2|1220205]
10006,1085,[Activity_201|Textures/ActivityList/img_junbei_01],[Activity_201|Textures/ActivityList/img_junbei_01],6,[0|1220216],[0|1220216],11100201,10001,[],,1,1052,1051,race_alliance_name_day6,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],87001|87002|11881|11884|11904|11501|11502|11503|11504|11505|11506|11507|11508|11509|11510|11511|11431|11432|11433|11434|11435|11436|11437|11438|11439|11440|11452|11455|11461|11441|11442|11443|11444|11445|11446|11447|11448|11449|11450|11453|11456|11751|11752|11631,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[4|1220206],[4|1220206]
10011,1080,[Activity_202|Textures/ActivityList/img_junbei_02],[Activity_202|Textures/ActivityList/img_junbei_02],1,[0|1220211],[0|1220211],11100201,10011,[511277021|511277022|511277023|511277024|511277025],[511277021|511277022|511277023|511277024|511277025],-1,1052,1051,race_alliance_name_day2,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11700|11901|11891|11892|11801|11802|11803|84100|92413|92414|92415|11861|11862,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220201],[2|1220201]
10012,1083,[Activity_204|Textures/ActivityList/img_junbei_04],[Activity_204|Textures/ActivityList/img_junbei_04],2,[0|1220212],[0|1220212],11100201,10011,[511277031|511277032|511277033|511277034|511277035],[511277031|511277032|511277033|511277034|511277035],-1,1052,1051,race_alliance_name_day3,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11800|11902|11891|11892|11801|11802|11803|84100|92413|92414|92415|11861|11862,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220202],[2|1220202]
10013,1079,[Activity_206|Textures/ActivityList/img_junbei_06],[Activity_206|Textures/ActivityList/img_junbei_06],3,[0|1220213],[0|1220213],11100201,10011,[511277011|511277012|511277013|511277014|511277015],[511277011|511277012|511277013|511277014|511277015],-1,1052,1051,race_alliance_name_day1,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11871|11872|11873|11874|11854|11855|11856|11001|11002|11003|11100|11101|11102|11103|11104|11105|11106|11107|11108|11109|11110|11111|11112|11113|11114|11115|11116|11117|11118|11119|11120|11121|11122|11123|11124|11125|11126|11127|11128|11129|11130|11201|11202|11203|11204|11205|11206|11207|11208|11209|11210|11212|11211,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220203],[2|1220203]
10014,1082,[Activity_203|Textures/ActivityList/img_junbei_03],[Activity_203|Textures/ActivityList/img_junbei_03],4,[0|1220214],[0|1220214],11100201,10011,[511277041|511277042|511277043|511277044|511277045],[511277041|511277042|511277043|511277044|511277045],-1,1052,1051,race_alliance_name_day4,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11871|11872|11873|11874|11854|11855|11856|11600|11604|11605|11606|98321|98322|98323,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220204],[2|1220204]
10015,1081,[Activity_205|Textures/ActivityList/img_junbei_05],[Activity_205|Textures/ActivityList/img_junbei_05],5,[0|1220215],[0|1220215],11100201,10011,[511277051|511277052|511277053|511277054|511277055],[511277051|511277052|511277053|511277054|511277055],-1,1052,1051,race_alliance_name_day5,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11881|11884|11903|11301|11302|11303|11304|11305|11306|11307|11308|11309|11310|11311|11312|11631,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220205],[2|1220205]
10016,1085,[Activity_201|Textures/ActivityList/img_junbei_01],[Activity_201|Textures/ActivityList/img_junbei_01],6,[0|1220216],[0|1220216],11100201,10011,[],,1,1052,1051,race_alliance_name_day6,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11881|11884|11904|11501|11502|11503|11504|11505|11506|11507|11508|11509|11510|11511|11431|11432|11433|11434|11435|11436|11437|11438|11439|11440|11452|11455|11461|11441|11442|11443|11444|11445|11446|11447|11448|11449|11450|11453|11456|11751|11752|11631,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[4|1220206],[4|1220206]
10021,1080,[Activity_202|Textures/ActivityList/img_junbei_02],[Activity_202|Textures/ActivityList/img_junbei_02],1,[0|1220211],[0|1220211],11100201,10021,[511277021|511277022|511277023|511277024|511277025],[511277021|511277022|511277023|511277024|511277025],-1,1052,1051,race_alliance_name_day2,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],87001|87002|82001|82101|11891|11892|82002|82003|83002|84100|92413|92414|92415,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220201],[2|1220201]
10022,1083,[Activity_204|Textures/ActivityList/img_junbei_04],[Activity_204|Textures/ActivityList/img_junbei_04],2,[0|1220212],[0|1220212],11100201,10021,[511277031|511277032|511277033|511277034|511277035],[511277031|511277032|511277033|511277034|511277035],-1,1052,1051,race_alliance_name_day3,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],87001|87002|83001|83101|11891|11892|82002|82003|83002|84100|92413|92414|92415,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220202],[2|1220202]
10023,1079,[Activity_206|Textures/ActivityList/img_junbei_06],[Activity_206|Textures/ActivityList/img_junbei_06],3,[0|1220213],[0|1220213],11100201,10021,[511277011|511277012|511277013|511277014|511277015],[511277011|511277012|511277013|511277014|511277015],-1,1052,1051,race_alliance_name_day1,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],87001|87002|11871|11872|11873|11874|11854|11855|11856|81001|81002|81003|81101|81004|81005|81006|81007|81008|81009|81010|81011|81012|81013|81014|81015|81016|81017|81018|81019|81020|81021|81022|81023|81024|81025|81026|81027|81028|81029|81030|81031|81032|81033|81201|81202|81203|81204|81205|81206|81207|81208|81209|81210|81211|81301,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220203],[2|1220203]
10024,1082,[Activity_203|Textures/ActivityList/img_junbei_03],[Activity_203|Textures/ActivityList/img_junbei_03],4,[0|1220214],[0|1220214],11100201,10021,[511277041|511277042|511277043|511277044|511277045],[511277041|511277042|511277043|511277044|511277045],-1,1052,1051,race_alliance_name_day4,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],87001|87002|11871|11872|11873|11874|11854|11855|11856|84001|84014|84015|84016|98321|98322|98323,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220204],[2|1220204]
10025,1081,[Activity_205|Textures/ActivityList/img_junbei_05],[Activity_205|Textures/ActivityList/img_junbei_05],5,[0|1220215],[0|1220215],11100201,10021,[511277051|511277052|511277053|511277054|511277055],[511277051|511277052|511277053|511277054|511277055],-1,1052,1051,race_alliance_name_day5,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],87001|87002|11881|11884|85301|85001|85002|85003|85004|85005|85006|85007|85008|85009|85010|85011|85012|11631,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220205],[2|1220205]
10026,1085,[Activity_201|Textures/ActivityList/img_junbei_01],[Activity_201|Textures/ActivityList/img_junbei_01],6,[0|1220216],[0|1220216],11100201,10021,[],,-1,1052,1051,race_alliance_name_day6,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],87001|87002|11881|11884|11904|11501|11502|11503|11504|11505|11506|11507|11508|11509|11510|11511|11441|11442|11443|11444|11445|11446|11447|11448|11449|11450|11453|11751|11752|11631,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[4|1220206],[4|1220206]
10031,1080,[Activity_202|Textures/ActivityList/img_junbei_02],[Activity_202|Textures/ActivityList/img_junbei_02],1,[0|1220211],[0|1220211],11100201,10031,[511277021|511277022|511277023|511277024|511277025],[511277021|511277022|511277023|511277024|511277025],-1,1052,1051,race_alliance_name_day2,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11700|11901|11891|11892|11801|11802|11803|84100|92413|92414|92415|11861|11862,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220201],[2|1220201]
10032,1083,[Activity_204|Textures/ActivityList/img_junbei_04],[Activity_204|Textures/ActivityList/img_junbei_04],2,[0|1220212],[0|1220212],11100201,10031,[511277031|511277032|511277033|511277034|511277035],[511277031|511277032|511277033|511277034|511277035],-1,1052,1051,race_alliance_name_day3,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11800|11902|11891|11892|11801|11802|11803|84100|92413|92414|92415|11861|11862,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220202],[2|1220202]
10033,1079,[Activity_206|Textures/ActivityList/img_junbei_06],[Activity_206|Textures/ActivityList/img_junbei_06],3,[0|1220213],[0|1220213],11100201,10031,[511277011|511277012|511277013|511277014|511277015],[511277011|511277012|511277013|511277014|511277015],-1,1052,1051,race_alliance_name_day1,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11871|11872|11873|11874|11854|11855|11856|11001|11002|11003|11100|11101|11102|11103|11104|11105|11106|11107|11108|11109|11110|11111|11112|11113|11114|11115|11116|11117|11118|11119|11120|11121|11122|11123|11124|11125|11126|11127|11128|11129|11130|11201|11202|11203|11204|11205|11206|11207|11208|11209|11210|11212|11211,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220203],[2|1220203]
10034,1082,[Activity_203|Textures/ActivityList/img_junbei_03],[Activity_203|Textures/ActivityList/img_junbei_03],4,[0|1220214],[0|1220214],11100201,10031,[511277041|511277042|511277043|511277044|511277045],[511277041|511277042|511277043|511277044|511277045],-1,1052,1051,race_alliance_name_day4,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11871|11872|11873|11874|11854|11855|11856|11600|11604|11605|11606|98321|98322|98323,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220204],[2|1220204]
10035,1081,[Activity_205|Textures/ActivityList/img_junbei_05],[Activity_205|Textures/ActivityList/img_junbei_05],5,[0|1220215],[0|1220215],11100201,10031,[511277051|511277052|511277053|511277054|511277055],[511277051|511277052|511277053|511277054|511277055],-1,1052,1051,race_alliance_name_day5,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11881|11884|11903|11301|11302|11303|11304|11305|11306|11307|11308|11309|11310|11311|11312|11631,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[2|1220205],[2|1220205]
10036,1085,[Activity_201|Textures/ActivityList/img_junbei_01],[Activity_201|Textures/ActivityList/img_junbei_01],6,[0|1220216],[0|1220216],11100201,10031,[],,-1,1052,1051,race_alliance_name_day6,[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[0|0|0|11020201|11020201|11020201|11050201|11050201|11050201],[1220001|1220002|1220003|1220004|1220005|1220006|1220007|1220008|1220009],11999|87002|11881|11884|11904|11501|11502|11503|11504|11505|11506|11507|11508|11509|11510|11511|11441|11442|11443|11444|11445|11446|11447|11448|11449|11450|11453|11751|11752|11631,6000,[12000|36000|84000|180000|270000|360000|480000|640000|800000],[12000|36000|84000|180000|270000|360000|480000|640000|800000],[4|1220206],[4|1220206]
