id,army_count,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attrList,downgrade,exp,exp_die,fightforce,level,mainAttribute,prebuilding_level,quality,unlock_lv,unlock_lv_new
35174,348,[3|7392],[4|111639],[10|5000],[5|350],[57|0],[24|0],[1021|2140],[[3|7392]|[4|111639]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2140]],0,340000,-1,74223,174,3,[117|31],5,14,1
35175,350,[3|7545],[4|113934],[10|5000],[5|350],[57|0],[24|0],[1021|2150],[[3|7545]|[4|113934]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2150]],0,350000,-1,75753,175,3,[117|32],5,14,1
35176,352,[3|7698],[4|116229],[10|5000],[5|350],[57|0],[24|0],[1021|2160],[[3|7698]|[4|116229]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2160]],0,370000,-1,77283,176,3,[117|32],5,14,1
35177,354,[3|7851],[4|118524],[10|5000],[5|350],[57|0],[24|0],[1021|2170],[[3|7851]|[4|118524]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2170]],0,380000,-1,78813,177,3,[117|32],5,14,1
35178,356,[3|8004],[4|120819],[10|5000],[5|350],[57|0],[24|0],[1021|2180],[[3|8004]|[4|120819]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2180]],0,400000,-1,80343,178,3,[117|32],5,14,1
35179,358,[3|8157],[4|123114],[10|5000],[5|350],[57|0],[24|0],[1021|2190],[[3|8157]|[4|123114]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2190]],0,410000,-1,81873,179,3,[117|32],5,14,1
35180,360,[3|8310],[4|125409],[10|5000],[5|350],[57|0],[24|0],[1021|2200],[[3|8310]|[4|125409]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2200]],0,430000,-1,83403,180,3,[117|33],5,15,1
35181,362,[3|8490],[4|128109],[10|5000],[5|350],[57|0],[24|0],[1021|2210],[[3|8490]|[4|128109]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2210]],0,450000,-1,85203,181,3,[117|33],5,15,1
35182,364,[3|8670],[4|130809],[10|5000],[5|350],[57|0],[24|0],[1021|2220],[[3|8670]|[4|130809]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2220]],0,470000,-1,87003,182,3,[117|33],5,15,1
35183,366,[3|8850],[4|133509],[10|5000],[5|350],[57|0],[24|0],[1021|2230],[[3|8850]|[4|133509]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2230]],0,490000,-1,88803,183,3,[117|33],5,15,1
35184,368,[3|9030],[4|136209],[10|5000],[5|350],[57|0],[24|0],[1021|2240],[[3|9030]|[4|136209]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2240]],0,510000,-1,90603,184,3,[117|33],5,15,1
35185,370,[3|9210],[4|138909],[10|5000],[5|350],[57|0],[24|0],[1021|2250],[[3|9210]|[4|138909]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2250]],0,530000,-1,92403,185,3,[117|34],5,15,1
35186,372,[3|9390],[4|141609],[10|5000],[5|350],[57|0],[24|0],[1021|2260],[[3|9390]|[4|141609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2260]],0,550000,-1,94203,186,3,[117|34],5,15,1
35187,374,[3|9570],[4|144309],[10|5000],[5|350],[57|0],[24|0],[1021|2270],[[3|9570]|[4|144309]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2270]],0,570000,-1,96003,187,3,[117|34],5,15,1
35188,376,[3|9750],[4|147009],[10|5000],[5|350],[57|0],[24|0],[1021|2280],[[3|9750]|[4|147009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2280]],0,590000,-1,97803,188,3,[117|34],5,15,1
35189,378,[3|9930],[4|149709],[10|5000],[5|350],[57|0],[24|0],[1021|2290],[[3|9930]|[4|149709]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2290]],0,610000,-1,99603,189,3,[117|34],5,15,1
35190,380,[3|10110],[4|152409],[10|5000],[5|350],[57|0],[24|0],[1021|2300],[[3|10110]|[4|152409]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2300]],0,630000,-1,101403,190,3,[117|35],5,16,1
35191,382,[3|10326],[4|155649],[10|5000],[5|350],[57|0],[24|0],[1021|2310],[[3|10326]|[4|155649]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2310]],0,650000,-1,103563,191,3,[117|35],5,16,1
35192,384,[3|10542],[4|158889],[10|5000],[5|350],[57|0],[24|0],[1021|2320],[[3|10542]|[4|158889]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2320]],0,670000,-1,105723,192,3,[117|35],5,16,1
35193,386,[3|10758],[4|162129],[10|5000],[5|350],[57|0],[24|0],[1021|2330],[[3|10758]|[4|162129]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2330]],0,690000,-1,107883,193,3,[117|35],5,16,1
35194,388,[3|10974],[4|165369],[10|5000],[5|350],[57|0],[24|0],[1021|2340],[[3|10974]|[4|165369]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2340]],0,720000,-1,110043,194,3,[117|35],5,16,1
35195,390,[3|11190],[4|168609],[10|5000],[5|350],[57|0],[24|0],[1021|2350],[[3|11190]|[4|168609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2350]],0,740000,-1,112203,195,3,[117|36],5,16,1
35196,392,[3|11406],[4|171849],[10|5000],[5|350],[57|0],[24|0],[1021|2360],[[3|11406]|[4|171849]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2360]],0,760000,-1,114363,196,3,[117|36],5,16,1
35197,394,[3|11622],[4|175089],[10|5000],[5|350],[57|0],[24|0],[1021|2370],[[3|11622]|[4|175089]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2370]],0,780000,-1,116523,197,3,[117|36],5,16,1
35198,396,[3|11838],[4|178329],[10|5000],[5|350],[57|0],[24|0],[1021|2380],[[3|11838]|[4|178329]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2380]],0,800000,-1,118683,198,3,[117|36],5,16,1
35199,398,[3|12054],[4|181569],[10|5000],[5|350],[57|0],[24|0],[1021|2390],[[3|12054]|[4|181569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2390]],0,820000,-1,120843,199,3,[117|36],5,16,1
35200,400,[3|12270],[4|184809],[10|5000],[5|350],[57|0],[24|0],[1021|2400],[[3|12270]|[4|184809]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2400]],0,850000,-1,123003,200,3,[117|37],5,17,1
35201,402,[3|12522],[4|188589],[10|5000],[5|350],[57|0],[24|0],[1021|2410],[[3|12522]|[4|188589]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2410]],0,900000,-1,125523,201,3,[117|37],5,17,1
35202,404,[3|12774],[4|192369],[10|5000],[5|350],[57|0],[24|0],[1021|2420],[[3|12774]|[4|192369]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2420]],0,905400,-1,128043,202,3,[117|37],5,17,1
35203,406,[3|13026],[4|196149],[10|5000],[5|350],[57|0],[24|0],[1021|2430],[[3|13026]|[4|196149]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2430]],0,950000,-1,130563,203,3,[117|37],5,17,1
35204,408,[3|13278],[4|199929],[10|5000],[5|350],[57|0],[24|0],[1021|2440],[[3|13278]|[4|199929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2440]],0,955400,-1,133083,204,3,[117|37],5,17,1
35205,410,[3|13530],[4|203709],[10|5000],[5|350],[57|0],[24|0],[1021|2450],[[3|13530]|[4|203709]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2450]],0,1000000,-1,135603,205,3,[117|38],5,17,1
35206,412,[3|13782],[4|207489],[10|5000],[5|350],[57|0],[24|0],[1021|2460],[[3|13782]|[4|207489]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2460]],0,1005700,-1,138123,206,3,[117|38],5,17,1
35207,414,[3|14034],[4|211269],[10|5000],[5|350],[57|0],[24|0],[1021|2470],[[3|14034]|[4|211269]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2470]],0,1011400,-1,140643,207,3,[117|38],5,17,1
35208,416,[3|14286],[4|215049],[10|5000],[5|350],[57|0],[24|0],[1021|2480],[[3|14286]|[4|215049]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2480]],0,1050000,-1,143163,208,3,[117|38],5,17,1
35209,418,[3|14538],[4|218829],[10|5000],[5|350],[57|0],[24|0],[1021|2490],[[3|14538]|[4|218829]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2490]],0,1055700,-1,145683,209,3,[117|38],5,17,1
35210,420,[3|14790],[4|222609],[10|5000],[5|350],[57|0],[24|0],[1021|2500],[[3|14790]|[4|222609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2500]],0,1100000,-1,148203,210,3,[117|39],5,17,1
35211,422,[3|15042],[4|226389],[10|5000],[5|350],[57|0],[24|0],[1021|2510],[[3|15042]|[4|226389]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2510]],0,1106000,-1,150723,211,3,[117|39],5,17,1
35212,424,[3|15294],[4|230169],[10|5000],[5|350],[57|0],[24|0],[1021|2520],[[3|15294]|[4|230169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2520]],0,1150000,-1,153243,212,3,[117|39],5,17,1
35213,426,[3|15546],[4|233949],[10|5000],[5|350],[57|0],[24|0],[1021|2530],[[3|15546]|[4|233949]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2530]],0,1156000,-1,155763,213,3,[117|39],5,17,1
35214,428,[3|15798],[4|237729],[10|5000],[5|350],[57|0],[24|0],[1021|2540],[[3|15798]|[4|237729]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2540]],0,1200000,-1,158283,214,3,[117|39],5,17,1
35215,430,[3|16050],[4|241509],[10|5000],[5|350],[57|0],[24|0],[1021|2550],[[3|16050]|[4|241509]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2550]],0,1206300,-1,160803,215,3,[117|40],5,17,1
35216,432,[3|16302],[4|245289],[10|5000],[5|350],[57|0],[24|0],[1021|2560],[[3|16302]|[4|245289]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2560]],0,1250000,-1,163323,216,3,[117|40],5,17,1
35217,434,[3|16554],[4|249069],[10|5000],[5|350],[57|0],[24|0],[1021|2570],[[3|16554]|[4|249069]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2570]],0,1256300,-1,165843,217,3,[117|40],5,17,1
35218,436,[3|16806],[4|252849],[10|5000],[5|350],[57|0],[24|0],[1021|2580],[[3|16806]|[4|252849]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2580]],0,1300000,-1,168363,218,3,[117|40],5,17,1
35219,438,[3|17058],[4|256629],[10|5000],[5|350],[57|0],[24|0],[1021|2590],[[3|17058]|[4|256629]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2590]],0,1306300,-1,170883,219,3,[117|40],5,17,1
35220,440,[3|17310],[4|260409],[10|5000],[5|350],[57|0],[24|0],[1021|2600],[[3|17310]|[4|260409]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2600]],0,1350000,-1,173403,220,3,[117|40],5,18,1
35221,442,[3|17598],[4|264729],[10|5000],[5|350],[57|0],[24|0],[1021|2610],[[3|17598]|[4|264729]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2610]],0,1356600,-1,176283,221,3,[117|40],5,18,1
35222,444,[3|17886],[4|269049],[10|5000],[5|350],[57|0],[24|0],[1021|2620],[[3|17886]|[4|269049]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2620]],0,1400000,-1,179163,222,3,[117|40],5,18,1
35223,446,[3|18174],[4|273369],[10|5000],[5|350],[57|0],[24|0],[1021|2630],[[3|18174]|[4|273369]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2630]],0,1406600,-1,182043,223,3,[117|40],5,18,1
35224,448,[3|18462],[4|277689],[10|5000],[5|350],[57|0],[24|0],[1021|2640],[[3|18462]|[4|277689]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2640]],0,1450000,-1,184923,224,3,[117|40],5,18,1
35225,450,[3|18750],[4|282009],[10|5000],[5|350],[57|0],[24|0],[1021|2650],[[3|18750]|[4|282009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2650]],0,1456900,-1,187803,225,3,[117|40],5,18,1
35226,452,[3|19038],[4|286329],[10|5000],[5|350],[57|0],[24|0],[1021|2660],[[3|19038]|[4|286329]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2660]],0,1500000,-1,190683,226,3,[117|40],5,18,1
35227,454,[3|19326],[4|290649],[10|5000],[5|350],[57|0],[24|0],[1021|2670],[[3|19326]|[4|290649]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2670]],0,1506900,-1,193563,227,3,[117|40],5,18,1
35228,456,[3|19614],[4|294969],[10|5000],[5|350],[57|0],[24|0],[1021|2680],[[3|19614]|[4|294969]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2680]],0,1550000,-1,196443,228,3,[117|40],5,18,1
35229,458,[3|19902],[4|299289],[10|5000],[5|350],[57|0],[24|0],[1021|2690],[[3|19902]|[4|299289]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2690]],0,1556900,-1,199323,229,3,[117|40],5,18,1
35230,460,[3|20190],[4|303609],[10|5000],[5|350],[57|0],[24|0],[1021|2700],[[3|20190]|[4|303609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2700]],0,1600000,-1,202203,230,3,[117|40],5,18,1
35231,462,[3|20478],[4|307929],[10|5000],[5|350],[57|0],[24|0],[1021|2710],[[3|20478]|[4|307929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2710]],0,1607200,-1,205083,231,3,[117|40],5,18,1
35232,464,[3|20766],[4|312249],[10|5000],[5|350],[57|0],[24|0],[1021|2720],[[3|20766]|[4|312249]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2720]],0,1650000,-1,207963,232,3,[117|40],5,18,1
35233,466,[3|21054],[4|316569],[10|5000],[5|350],[57|0],[24|0],[1021|2730],[[3|21054]|[4|316569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2730]],0,1657200,-1,210843,233,3,[117|40],5,18,1
35234,468,[3|21342],[4|320889],[10|5000],[5|350],[57|0],[24|0],[1021|2740],[[3|21342]|[4|320889]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2740]],0,1700000,-1,213723,234,3,[117|40],5,18,1
35235,470,[3|21630],[4|325209],[10|5000],[5|350],[57|0],[24|0],[1021|2750],[[3|21630]|[4|325209]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2750]],0,1707500,-1,216603,235,3,[117|40],5,18,1
35236,472,[3|21918],[4|329529],[10|5000],[5|350],[57|0],[24|0],[1021|2760],[[3|21918]|[4|329529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2760]],0,1750000,-1,219483,236,3,[117|40],5,18,1
35237,474,[3|22206],[4|333849],[10|5000],[5|350],[57|0],[24|0],[1021|2770],[[3|22206]|[4|333849]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2770]],0,1757500,-1,222363,237,3,[117|40],5,18,1
35238,476,[3|22494],[4|338169],[10|5000],[5|350],[57|0],[24|0],[1021|2780],[[3|22494]|[4|338169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2780]],0,1800000,-1,225243,238,3,[117|40],5,18,1
35239,478,[3|22782],[4|342489],[10|5000],[5|350],[57|0],[24|0],[1021|2790],[[3|22782]|[4|342489]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2790]],0,1807500,-1,228123,239,3,[117|40],5,18,1
35240,480,[3|23070],[4|346809],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|23070]|[4|346809]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,1850000,-1,231003,240,3,[117|40],5,19,1
35241,482,[3|23394],[4|351669],[10|5000],[5|350],[57|0],[24|0],[1021|2720],[[3|23394]|[4|351669]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2720]],0,1857800,-1,234243,241,3,[117|40],5,19,1
35242,484,[3|23718],[4|356529],[10|5000],[5|350],[57|0],[24|0],[1021|2730],[[3|23718]|[4|356529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2730]],0,1900000,-1,237483,242,3,[117|40],5,19,1
35243,486,[3|24042],[4|361389],[10|5000],[5|350],[57|0],[24|0],[1021|2740],[[3|24042]|[4|361389]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2740]],0,1950000,-1,240723,243,3,[117|40],5,19,1
35244,488,[3|24366],[4|366249],[10|5000],[5|350],[57|0],[24|0],[1021|2750],[[3|24366]|[4|366249]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2750]],0,1957800,-1,243963,244,3,[117|40],5,19,1
35245,490,[3|24690],[4|371109],[10|5000],[5|350],[57|0],[24|0],[1021|2760],[[3|24690]|[4|371109]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2760]],0,2000000,-1,247203,245,3,[117|40],5,19,1
35246,492,[3|25014],[4|375969],[10|5000],[5|350],[57|0],[24|0],[1021|2770],[[3|25014]|[4|375969]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2770]],0,2008100,-1,250443,246,3,[117|40],5,19,1
35247,494,[3|25338],[4|380829],[10|5000],[5|350],[57|0],[24|0],[1021|2780],[[3|25338]|[4|380829]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2780]],0,2050000,-1,253683,247,3,[117|40],5,19,1
35248,496,[3|25662],[4|385689],[10|5000],[5|350],[57|0],[24|0],[1021|2790],[[3|25662]|[4|385689]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2790]],0,2058100,-1,256923,248,3,[117|40],5,19,1
35249,498,[3|25986],[4|390549],[10|5000],[5|350],[57|0],[24|0],[1021|2790],[[3|25986]|[4|390549]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2790]],0,2100000,-1,260163,249,3,[117|40],5,19,1
35250,500,[3|26310],[4|395409],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|26310]|[4|395409]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2150000,-1,263403,250,3,[117|40],5,19,1
35251,502,[3|26634],[4|400269],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|26634]|[4|400269]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2200000,-1,266643,251,3,[117|40],5,19,1
35252,504,[3|26958],[4|405129],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|26958]|[4|405129]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2200000,-1,269883,252,3,[117|40],5,19,1
35253,506,[3|27282],[4|409989],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|27282]|[4|409989]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2250000,-1,273123,253,3,[117|40],5,19,1
35254,508,[3|27606],[4|414849],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|27606]|[4|414849]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2300000,-1,276363,254,3,[117|40],5,19,1
35255,510,[3|27930],[4|419709],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|27930]|[4|419709]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2350000,-1,279603,255,3,[117|40],5,19,1
35256,512,[3|28254],[4|424569],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|28254]|[4|424569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2400000,-1,282843,256,3,[117|40],5,19,1
35257,514,[3|28578],[4|429429],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|28578]|[4|429429]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2450000,-1,286083,257,3,[117|40],5,19,1
35258,516,[3|28902],[4|434289],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|28902]|[4|434289]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2500000,-1,289323,258,3,[117|40],5,19,1
35259,518,[3|29226],[4|439149],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|29226]|[4|439149]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2550000,-1,292563,259,3,[117|40],5,19,1
35260,520,[3|29550],[4|444009],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|29550]|[4|444009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2600000,-1,295803,260,3,[117|40],5,19,1
35261,522,[3|29874],[4|448869],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|29874]|[4|448869]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2650000,-1,299043,261,3,[117|40],5,19,1
35262,524,[3|30198],[4|453729],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|30198]|[4|453729]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2700000,-1,302283,262,3,[117|40],5,19,1
35263,526,[3|30522],[4|458589],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|30522]|[4|458589]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2750000,-1,305523,263,3,[117|40],5,19,1
35264,528,[3|30846],[4|463449],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|30846]|[4|463449]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2800000,-1,308763,264,3,[117|40],5,19,1
35265,530,[3|31170],[4|468309],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|31170]|[4|468309]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2850000,-1,312003,265,3,[117|40],5,19,1
35266,532,[3|31494],[4|473169],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|31494]|[4|473169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2900000,-1,315243,266,3,[117|40],5,20,1
35267,534,[3|31818],[4|478029],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|31818]|[4|478029]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2950000,-1,318483,267,3,[117|40],5,20,1
35268,536,[3|32142],[4|482889],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|32142]|[4|482889]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3000000,-1,321723,268,3,[117|40],5,20,1
35269,538,[3|32466],[4|487749],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|32466]|[4|487749]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3050000,-1,324963,269,3,[117|40],5,20,1
35270,540,[3|32790],[4|492609],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|32790]|[4|492609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3100000,-1,328203,270,3,[117|40],5,20,1
35271,542,[3|33114],[4|497469],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|33114]|[4|497469]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3150000,-1,331443,271,3,[117|40],5,20,1
35272,544,[3|33438],[4|502329],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|33438]|[4|502329]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3200000,-1,334683,272,3,[117|40],5,20,1
35273,546,[3|33762],[4|507189],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|33762]|[4|507189]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3250000,-1,337923,273,3,[117|40],5,20,1
35274,548,[3|34086],[4|512049],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|34086]|[4|512049]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3300000,-1,341163,274,3,[117|40],5,20,1
35275,550,[3|34410],[4|516909],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|34410]|[4|516909]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3400000,-1,344403,275,3,[117|40],5,20,1
35276,552,[3|34734],[4|521769],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|34734]|[4|521769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3500000,-1,347643,276,3,[117|40],5,20,1
35277,554,[3|35058],[4|526629],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|35058]|[4|526629]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3600000,-1,350883,277,3,[117|40],5,20,1
35278,556,[3|35382],[4|531489],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|35382]|[4|531489]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3700000,-1,354123,278,3,[117|40],5,20,1
35279,558,[3|35706],[4|536349],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|35706]|[4|536349]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3800000,-1,357363,279,3,[117|40],5,20,1
35280,560,[3|36030],[4|541209],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|36030]|[4|541209]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3900000,-1,360603,280,3,[117|40],5,20,1
35281,562,[3|36234],[4|544269],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|36234]|[4|544269]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4000000,-1,362643,281,3,[117|40],5,20,1
35282,564,[3|36534],[4|548769],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|36534]|[4|548769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4100000,-1,365643,282,3,[117|40],5,20,1
35283,566,[3|36834],[4|553269],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|36834]|[4|553269]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4200000,-1,368643,283,3,[117|40],5,20,1
35284,568,[3|37134],[4|557769],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|37134]|[4|557769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4300000,-1,371643,284,3,[117|40],5,20,1
35285,570,[3|37434],[4|562269],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|37434]|[4|562269]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4400000,-1,374643,285,3,[117|40],5,20,1
35286,572,[3|37734],[4|566769],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|37734]|[4|566769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4500000,-1,377643,286,3,[117|40],5,20,1
35287,574,[3|38034],[4|571269],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|38034]|[4|571269]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4600000,-1,380643,287,3,[117|40],5,20,1
35288,576,[3|38334],[4|575769],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|38334]|[4|575769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4700000,-1,383643,288,3,[117|40],5,20,1
35289,578,[3|38634],[4|580269],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|38634]|[4|580269]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4800000,-1,386643,289,3,[117|40],5,20,1
