id,adjuest_day1,adjuest_day10,adjuest_day11,adjuest_day12,adjuest_day13,adjuest_day14,adjuest_day15,adjuest_day16,adjuest_day17,adjuest_day18,adjuest_day19,adjuest_day2,adjuest_day20,adjuest_day21,adjuest_day22,adjuest_day23,adjuest_day24,adjuest_day25,adjuest_day26,adjuest_day27,adjuest_day28,adjuest_day29,adjuest_day3,adjuest_day30,adjuest_day4,adjuest_day5,adjuest_day6,adjuest_day7,adjuest_day8,adjuest_day9
13501,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|800,104|8000","103|0,104|0","103|0,104|0"
13502,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|800,104|8000","103|0,104|0","103|0,104|0"
13503,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|800,104|8000","103|0,104|0","103|0,104|0"
13504,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|800,104|8000","103|0,104|0","103|0,104|0"
13505,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|800,104|8000","103|0,104|0","103|0,104|0"
13506,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|800,104|8000","103|0,104|0","103|0,104|0"
13507,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|800,104|8000","103|0,104|0","103|0,104|0"
13508,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|800,104|8000","103|0,104|0","103|0,104|0"
13601,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|900,104|9000","103|0,104|0","103|0,104|0"
13602,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|900,104|9000","103|0,104|0","103|0,104|0"
13603,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|900,104|9000","103|0,104|0","103|0,104|0"
13604,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|900,104|9000","103|0,104|0","103|0,104|0"
13605,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|900,104|9000","103|0,104|0","103|0,104|0"
13606,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|900,104|9000","103|0,104|0","103|0,104|0"
13607,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|900,104|9000","103|0,104|0","103|0,104|0"
13608,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|900,104|9000","103|0,104|0","103|0,104|0"
13701,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|50,104|500","103|0,104|0"
13702,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|50,104|500","103|0,104|0"
13703,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|50,104|500","103|0,104|0"
13704,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|50,104|500","103|0,104|0"
13705,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|50,104|500","103|0,104|0"
13706,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|50,104|500","103|0,104|0"
13707,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|50,104|500","103|0,104|0"
13708,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|50,104|500","103|0,104|0"
13801,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|100,104|1000","103|0,104|0"
13802,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|100,104|1000","103|0,104|0"
13803,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|100,104|1000","103|0,104|0"
13804,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|100,104|1000","103|0,104|0"
13805,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|100,104|1000","103|0,104|0"
13806,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|100,104|1000","103|0,104|0"
13807,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|100,104|1000","103|0,104|0"
13808,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|100,104|1000","103|0,104|0"
13901,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|200,104|2000","103|0,104|0"
13902,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|200,104|2000","103|0,104|0"
13903,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|200,104|2000","103|0,104|0"
13904,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|200,104|2000","103|0,104|0"
13905,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|200,104|2000","103|0,104|0"
13906,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|200,104|2000","103|0,104|0"
13907,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|200,104|2000","103|0,104|0"
13908,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|200,104|2000","103|0,104|0"
14001,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|300,104|3000","103|0,104|0"
14002,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|300,104|3000","103|0,104|0"
14003,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|300,104|3000","103|0,104|0"
14004,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|300,104|3000","103|0,104|0"
14005,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|300,104|3000","103|0,104|0"
14006,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|300,104|3000","103|0,104|0"
14007,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|300,104|3000","103|0,104|0"
14008,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|300,104|3000","103|0,104|0"
14101,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|400,104|4000","103|0,104|0"
14102,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|400,104|4000","103|0,104|0"
14103,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|400,104|4000","103|0,104|0"
14104,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|400,104|4000","103|0,104|0"
14105,"103|50000,104|500000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|40000,104|400000","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|0,104|0","103|3000,104|30000","103|0,104|0","103|2000,104|20000","103|1000,104|10000","103|1000,104|10000","103|1000,104|10000","103|400,104|4000","103|0,104|0"
