id,attr_1,attr_2,attr_3,attr_4,attr_all_1,attr_all_2,attr_all_3,attr_all_4,attr_special_1,attr_special_2,attr_special_3,attr_special_4,attrAllList,attrList,attrSpecialList,breakCostArr,cost,fightforce,hero,hero_lv_max,hero_lv_max_new,hero_lv_min,hero_lv_min_new,level,player_lv_min
1004207,[3|220],[4|3304],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[30|200],[29|200],[[103|300]|[104|400]],[[3|220]|[4|3304]|[104|0]|[5|100]],[[19|300]|[18|300]|[30|200]|[29|200]],[[999|3|36000]],[999|3|36000],4184,10042,110,1600,110,1600,7,1
1004208,[3|276],[4|4147],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[30|400],[29|200],[[103|300]|[104|400]],[[3|276]|[4|4147]|[104|0]|[5|100]],[[19|400]|[18|300]|[30|400]|[29|200]],[[999|3|55000]],[999|3|55000],5251,10042,120,1700,120,1700,8,1
1004209,[3|341],[4|5119],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[30|400],[29|400],[[103|400]|[104|400]],[[3|341]|[4|5119]|[104|0]|[5|100]],[[19|400]|[18|400]|[30|400]|[29|400]],[[999|3|88000]],[999|3|88000],6317,10042,130,1800,130,1800,9,1
1004210,[3|442],[4|6631],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[30|400],[29|400],[[103|400]|[104|700]],[[3|442]|[4|6631]|[104|0]|[5|100]],[[19|500]|[18|400]|[30|400]|[29|400]],[[999|3|150000]],[999|3|150000],7961,10042,140,1900,140,1900,10,1
1004211,[3|557],[4|8359],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[30|400],[29|400],[[103|500]|[104|700]],[[3|557]|[4|8359]|[104|0]|[5|100]],[[19|500]|[18|500]|[30|400]|[29|400]],[[999|3|270000]],[999|3|270000],9601,10042,150,2000,150,2000,11,1
1004212,[3|686],[4|10303],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[30|700],[29|400],[[103|500]|[104|700]],[[3|686]|[4|10303]|[104|0]|[5|100]],[[19|600]|[18|500]|[30|700]|[29|400]],[[999|3|450000]],[999|3|450000],11517,10042,160,2100,160,2100,12,1
1004213,[3|830],[4|12463],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[30|700],[29|700],[[103|600]|[104|700]],[[3|830]|[4|12463]|[104|0]|[5|100]],[[19|600]|[18|600]|[30|700]|[29|700]],[[999|3|670000]],[999|3|670000],13433,10042,170,2200,170,2200,13,1
1004214,[3|1009],[4|15136],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[30|900],[29|700],[[103|600]|[104|700]],[[3|1009]|[4|15136]|[104|0]|[5|100]],[[19|700]|[18|600]|[30|900]|[29|700]],[[999|3|1000000]],[999|3|1000000],15893,10042,180,2300,180,2300,14,1
1004215,[3|1203],[4|18052],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[30|900],[29|900],[[103|700]|[104|700]],[[3|1203]|[4|18052]|[104|0]|[5|100]],[[19|700]|[18|700]|[30|900]|[29|900]],[[999|3|1500000]],[999|3|1500000],18357,10042,190,2400,190,2400,15,1
1004216,[3|1455],[4|21832],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[30|900],[29|950],[[103|1000]|[104|1000]],[[3|1455]|[4|21832]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|900]|[29|950]],[[999|3|2200000]],[999|3|2200000],21777,10042,200,2500,200,2500,16,1
1004217,[3|2031],[4|30472],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[30|950],[29|950],[[103|1030]|[104|1000]],[[3|2031]|[4|30472]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|950]],[[999|3|6500000]],[999|3|6500000],29985,10042,220,2600,220,2600,17,1
1004218,[3|2679],[4|40192],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[30|950],[29|1000],[[103|1030]|[104|1030]],[[3|2679]|[4|40192]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|1000]],[[999|3|10000000]],[999|3|10000000],39561,10042,240,2700,240,2700,18,1
1004219,[3|3399],[4|50992],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[30|1000],[29|1000],[[103|1050]|[104|1050]],[[3|3399]|[4|50992]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1000]|[29|1000]],[[999|3|10000000]],[999|3|10000000],49137,10042,265,2800,265,2800,19,1
1004220,[3|3399],[4|50992],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[30|1030],[29|1030],[[103|1070]|[104|1070]],[[3|3399]|[4|50992]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1030]|[29|1030]],[[999|3|10000000]],[999|3|10000000],58713,10042,280,2900,99999,2901,20,1
1004301,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[32|0],[31|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[32|0]|[31|0]],[[999|3|450]],[999|3|450],0,10043,20,1000,20,1000,1,1
1004302,[3|21],[4|324],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[32|0],[31|0],[[103|0]|[104|200]],[[3|21]|[4|324]|[104|0]|[5|100]],[[19|100]|[18|0]|[32|0]|[31|0]],[[999|3|600]],[999|3|600],408,10043,30,1100,30,1100,2,1
1004303,[3|49],[4|745],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[32|0],[31|0],[[103|100]|[104|200]],[[3|49]|[4|745]|[104|0]|[5|100]],[[19|100]|[18|100]|[32|0]|[31|0]],[[999|3|3600]],[999|3|3600],941,10043,50,1200,50,1200,3,1
1004304,[3|84],[4|1263],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[32|200],[31|0],[[103|100]|[104|200]],[[3|84]|[4|1263]|[104|0]|[5|100]],[[19|200]|[18|100]|[32|200]|[31|0]],[[999|3|8600]],[999|3|8600],1599,10043,70,1300,70,1300,4,1
1004305,[3|125],[4|1879],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[32|200],[31|200],[[103|200]|[104|200]],[[3|125]|[4|1879]|[104|0]|[5|100]],[[19|200]|[18|200]|[32|200]|[31|200]],[[999|3|18000]],[999|3|18000],2379,10043,90,1400,90,1400,5,1
1004306,[3|172],[4|2592],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[32|200],[31|200],[[103|200]|[104|400]],[[3|172]|[4|2592]|[104|0]|[5|100]],[[19|300]|[18|200]|[32|200]|[31|200]],[[999|3|27000]],[999|3|27000],3280,10043,100,1500,100,1500,6,1
1004307,[3|220],[4|3304],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[32|200],[31|200],[[103|300]|[104|400]],[[3|220]|[4|3304]|[104|0]|[5|100]],[[19|300]|[18|300]|[32|200]|[31|200]],[[999|3|36000]],[999|3|36000],4184,10043,110,1600,110,1600,7,1
1004308,[3|276],[4|4147],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[32|400],[31|200],[[103|300]|[104|400]],[[3|276]|[4|4147]|[104|0]|[5|100]],[[19|400]|[18|300]|[32|400]|[31|200]],[[999|3|55000]],[999|3|55000],5251,10043,120,1700,120,1700,8,1
1004309,[3|341],[4|5119],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[32|400],[31|400],[[103|400]|[104|400]],[[3|341]|[4|5119]|[104|0]|[5|100]],[[19|400]|[18|400]|[32|400]|[31|400]],[[999|3|88000]],[999|3|88000],6317,10043,130,1800,130,1800,9,1
1004310,[3|442],[4|6631],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[32|400],[31|400],[[103|400]|[104|700]],[[3|442]|[4|6631]|[104|0]|[5|100]],[[19|500]|[18|400]|[32|400]|[31|400]],[[999|3|150000]],[999|3|150000],7961,10043,140,1900,140,1900,10,1
1004311,[3|557],[4|8359],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[32|400],[31|400],[[103|500]|[104|700]],[[3|557]|[4|8359]|[104|0]|[5|100]],[[19|500]|[18|500]|[32|400]|[31|400]],[[999|3|270000]],[999|3|270000],9601,10043,150,2000,150,2000,11,1
1004312,[3|686],[4|10303],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[32|700],[31|400],[[103|500]|[104|700]],[[3|686]|[4|10303]|[104|0]|[5|100]],[[19|600]|[18|500]|[32|700]|[31|400]],[[999|3|450000]],[999|3|450000],11517,10043,160,2100,160,2100,12,1
1004313,[3|830],[4|12463],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[32|700],[31|700],[[103|600]|[104|700]],[[3|830]|[4|12463]|[104|0]|[5|100]],[[19|600]|[18|600]|[32|700]|[31|700]],[[999|3|670000]],[999|3|670000],13433,10043,170,2200,170,2200,13,1
1004314,[3|1009],[4|15136],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[32|900],[31|700],[[103|600]|[104|700]],[[3|1009]|[4|15136]|[104|0]|[5|100]],[[19|700]|[18|600]|[32|900]|[31|700]],[[999|3|1000000]],[999|3|1000000],15893,10043,180,2300,180,2300,14,1
1004315,[3|1203],[4|18052],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[32|900],[31|900],[[103|700]|[104|700]],[[3|1203]|[4|18052]|[104|0]|[5|100]],[[19|700]|[18|700]|[32|900]|[31|900]],[[999|3|1500000]],[999|3|1500000],18357,10043,190,2400,190,2400,15,1
1004316,[3|1455],[4|21832],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[32|900],[31|950],[[103|1000]|[104|1000]],[[3|1455]|[4|21832]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|900]|[31|950]],[[999|3|2200000]],[999|3|2200000],21777,10043,200,2500,200,2500,16,1
1004317,[3|2031],[4|30472],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[32|950],[31|950],[[103|1030]|[104|1000]],[[3|2031]|[4|30472]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|950]|[31|950]],[[999|3|6500000]],[999|3|6500000],29985,10043,220,2600,220,2600,17,1
1004318,[3|2679],[4|40192],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[32|950],[31|1000],[[103|1030]|[104|1030]],[[3|2679]|[4|40192]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|950]|[31|1000]],[[999|3|10000000]],[999|3|10000000],39561,10043,240,2700,240,2700,18,1
1004319,[3|3399],[4|50992],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[32|1000],[31|1000],[[103|1050]|[104|1050]],[[3|3399]|[4|50992]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|1000]|[31|1000]],[[999|3|10000000]],[999|3|10000000],49137,10043,265,2800,265,2800,19,1
1004320,[3|4119],[4|61792],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[32|1030],[31|1030],[[103|1070]|[104|1070]],[[3|4119]|[4|61792]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[32|1030]|[31|1030]],[[999|3|10000000]],[999|3|10000000],58713,10043,280,2900,99999,2901,20,1
1004401,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[30|0],[29|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[30|0]|[29|0]],[[999|3|450]],[999|3|450],0,10044,20,1000,20,1000,1,1
1004402,[3|32],[4|216],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[30|0],[29|0],[[103|0]|[104|200]],[[3|32]|[4|216]|[104|0]|[5|100]],[[19|100]|[18|0]|[30|0]|[29|0]],[[999|3|600]],[999|3|600],344,10044,30,1100,30,1100,2,1
1004403,[3|74],[4|496],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[30|0],[29|0],[[103|100]|[104|200]],[[3|74]|[4|496]|[104|0]|[5|100]],[[19|100]|[18|100]|[30|0]|[29|0]],[[999|3|3600]],[999|3|3600],792,10044,50,1200,50,1200,3,1
1004404,[3|126],[4|842],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[30|200],[29|0],[[103|100]|[104|200]],[[3|126]|[4|842]|[104|0]|[5|100]],[[19|200]|[18|100]|[30|200]|[29|0]],[[999|3|8600]],[999|3|8600],1346,10044,70,1300,70,1300,4,1
1004405,[3|187],[4|1252],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[30|200],[29|200],[[103|200]|[104|200]],[[3|187]|[4|1252]|[104|0]|[5|100]],[[19|200]|[18|200]|[30|200]|[29|200]],[[999|3|18000]],[999|3|18000],2000,10044,90,1400,90,1400,5,1
1004406,[3|259],[4|1728],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[30|200],[29|200],[[103|200]|[104|400]],[[3|259]|[4|1728]|[104|0]|[5|100]],[[19|300]|[18|200]|[30|200]|[29|200]],[[999|3|27000]],[999|3|27000],2764,10044,100,1500,100,1500,6,1
1004407,[3|330],[4|2203],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[30|200],[29|200],[[103|300]|[104|400]],[[3|330]|[4|2203]|[104|0]|[5|100]],[[19|300]|[18|300]|[30|200]|[29|200]],[[999|3|36000]],[999|3|36000],3523,10044,110,1600,110,1600,7,1
1004408,[3|414],[4|2764],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[30|400],[29|200],[[103|300]|[104|400]],[[3|414]|[4|2764]|[104|0]|[5|100]],[[19|400]|[18|300]|[30|400]|[29|200]],[[999|3|55000]],[999|3|55000],4420,10044,120,1700,120,1700,8,1
1004409,[3|511],[4|3412],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[30|400],[29|400],[[103|400]|[104|400]],[[3|511]|[4|3412]|[104|0]|[5|100]],[[19|400]|[18|400]|[30|400]|[29|400]],[[999|3|88000]],[999|3|88000],5318,10044,130,1800,130,1800,9,1
1004410,[3|663],[4|4420],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[30|400],[29|400],[[103|400]|[104|700]],[[3|663]|[4|4420]|[104|0]|[5|100]],[[19|500]|[18|400]|[30|400]|[29|400]],[[999|3|150000]],[999|3|150000],6702,10044,140,1900,140,1900,10,1
1004411,[3|835],[4|5572],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[30|400],[29|400],[[103|500]|[104|700]],[[3|835]|[4|5572]|[104|0]|[5|100]],[[19|500]|[18|500]|[30|400]|[29|400]],[[999|3|270000]],[999|3|270000],8086,10044,150,2000,150,2000,11,1
1004412,[3|1030],[4|6868],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[30|700],[29|400],[[103|500]|[104|700]],[[3|1030]|[4|6868]|[104|0]|[5|100]],[[19|600]|[18|500]|[30|700]|[29|400]],[[999|3|450000]],[999|3|450000],9698,10044,160,2100,160,2100,12,1
1004413,[3|1246],[4|8308],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[30|700],[29|700],[[103|600]|[104|700]],[[3|1246]|[4|8308]|[104|0]|[5|100]],[[19|600]|[18|600]|[30|700]|[29|700]],[[999|3|670000]],[999|3|670000],11310,10044,170,2200,170,2200,13,1
1004414,[3|1513],[4|10090],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[30|900],[29|700],[[103|600]|[104|700]],[[3|1513]|[4|10090]|[104|0]|[5|100]],[[19|700]|[18|600]|[30|900]|[29|700]],[[999|3|1000000]],[999|3|1000000],13382,10044,180,2300,180,2300,14,1
1004415,[3|1805],[4|12034],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[30|900],[29|900],[[103|700]|[104|700]],[[3|1805]|[4|12034]|[104|0]|[5|100]],[[19|700]|[18|700]|[30|900]|[29|900]],[[999|3|1500000]],[999|3|1500000],15458,10044,190,2400,190,2400,15,1
1004416,[3|2183],[4|14554],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[30|900],[29|950],[[103|1000]|[104|1000]],[[3|2183]|[4|14554]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|900]|[29|950]],[[999|3|2200000]],[999|3|2200000],18338,10044,200,2500,200,2500,16,1
1004417,[3|3047],[4|20314],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[30|950],[29|950],[[103|1030]|[104|1000]],[[3|3047]|[4|20314]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|950]],[[999|3|6500000]],[999|3|6500000],25250,10044,220,2600,220,2600,17,1
1004418,[3|4019],[4|26794],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[30|950],[29|1000],[[103|1030]|[104|1030]],[[3|4019]|[4|26794]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|1000]],[[999|3|10000000]],[999|3|10000000],33314,10044,240,2700,240,2700,18,1
1004419,[3|5099],[4|33994],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[30|1000],[29|1000],[[103|1050]|[104|1050]],[[3|5099]|[4|33994]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1000]|[29|1000]],[[999|3|10000000]],[999|3|10000000],41378,10044,265,2800,265,2800,19,1
1004420,[3|6179],[4|41194],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[30|1030],[29|1030],[[103|1070]|[104|1070]],[[3|6179]|[4|41194]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1030]|[29|1030]],[[999|3|10000000]],[999|3|10000000],49442,10044,280,2900,99999,2901,20,1
1004501,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[28|0],[27|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[28|0]|[27|0]],[[999|3|450]],[999|3|450],0,10045,20,1000,20,1000,1,1
1004502,[3|27],[4|270],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[28|0],[27|0],[[103|0]|[104|200]],[[3|27]|[4|270]|[104|0]|[5|100]],[[19|100]|[18|0]|[28|0]|[27|0]],[[999|3|600]],[999|3|600],344,10045,30,1100,30,1100,2,1
1004503,[3|62],[4|621],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[28|0],[27|0],[[103|100]|[104|200]],[[3|62]|[4|621]|[104|0]|[5|100]],[[19|100]|[18|100]|[28|0]|[27|0]],[[999|3|3600]],[999|3|3600],792,10045,50,1200,50,1200,3,1
1004504,[3|105],[4|1053],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[28|200],[27|0],[[103|100]|[104|200]],[[3|105]|[4|1053]|[104|0]|[5|100]],[[19|200]|[18|100]|[28|200]|[27|0]],[[999|3|8600]],[999|3|8600],1346,10045,70,1300,70,1300,4,1
1004505,[3|156],[4|1566],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[28|200],[27|200],[[103|200]|[104|200]],[[3|156]|[4|1566]|[104|0]|[5|100]],[[19|200]|[18|200]|[28|200]|[27|200]],[[999|3|18000]],[999|3|18000],2000,10045,90,1400,90,1400,5,1
1004506,[3|216],[4|2160],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[28|200],[27|200],[[103|200]|[104|400]],[[3|216]|[4|2160]|[104|0]|[5|100]],[[19|300]|[18|200]|[28|200]|[27|200]],[[999|3|27000]],[999|3|27000],2764,10045,100,1500,100,1500,6,1
1004507,[3|275],[4|2754],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[28|200],[27|200],[[103|300]|[104|400]],[[3|275]|[4|2754]|[104|0]|[5|100]],[[19|300]|[18|300]|[28|200]|[27|200]],[[999|3|36000]],[999|3|36000],3523,10045,110,1600,110,1600,7,1
1004508,[3|345],[4|3456],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[28|400],[27|200],[[103|300]|[104|400]],[[3|345]|[4|3456]|[104|0]|[5|100]],[[19|400]|[18|300]|[28|400]|[27|200]],[[999|3|55000]],[999|3|55000],4420,10045,120,1700,120,1700,8,1
1004509,[3|426],[4|4266],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[28|400],[27|400],[[103|400]|[104|400]],[[3|426]|[4|4266]|[104|0]|[5|100]],[[19|400]|[18|400]|[28|400]|[27|400]],[[999|3|88000]],[999|3|88000],5318,10045,130,1800,130,1800,9,1
1004510,[3|552],[4|5526],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[28|400],[27|400],[[103|400]|[104|700]],[[3|552]|[4|5526]|[104|0]|[5|100]],[[19|500]|[18|400]|[28|400]|[27|400]],[[999|3|150000]],[999|3|150000],6702,10045,140,1900,140,1900,10,1
1004511,[3|696],[4|6966],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[28|400],[27|400],[[103|500]|[104|700]],[[3|696]|[4|6966]|[104|0]|[5|100]],[[19|500]|[18|500]|[28|400]|[27|400]],[[999|3|270000]],[999|3|270000],8086,10045,150,2000,150,2000,11,1
1004512,[3|858],[4|8586],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[28|700],[27|400],[[103|500]|[104|700]],[[3|858]|[4|8586]|[104|0]|[5|100]],[[19|600]|[18|500]|[28|700]|[27|400]],[[999|3|450000]],[999|3|450000],9698,10045,160,2100,160,2100,12,1
1004513,[3|1038],[4|10386],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[28|700],[27|700],[[103|600]|[104|700]],[[3|1038]|[4|10386]|[104|0]|[5|100]],[[19|600]|[18|600]|[28|700]|[27|700]],[[999|3|670000]],[999|3|670000],11310,10045,170,2200,170,2200,13,1
1004514,[3|1261],[4|12613],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[28|900],[27|700],[[103|600]|[104|700]],[[3|1261]|[4|12613]|[104|0]|[5|100]],[[19|700]|[18|600]|[28|900]|[27|700]],[[999|3|1000000]],[999|3|1000000],13382,10045,180,2300,180,2300,14,1
1004515,[3|1504],[4|15043],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[28|900],[27|900],[[103|700]|[104|700]],[[3|1504]|[4|15043]|[104|0]|[5|100]],[[19|700]|[18|700]|[28|900]|[27|900]],[[999|3|1500000]],[999|3|1500000],15458,10045,190,2400,190,2400,15,1
1004516,[3|1819],[4|18193],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[28|900],[27|950],[[103|1000]|[104|1000]],[[3|1819]|[4|18193]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|900]|[27|950]],[[999|3|2200000]],[999|3|2200000],18338,10045,200,2500,200,2500,16,1
1004517,[3|2539],[4|25393],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[28|950],[27|950],[[103|1030]|[104|1000]],[[3|2539]|[4|25393]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|950]|[27|950]],[[999|3|6500000]],[999|3|6500000],25250,10045,220,2600,220,2600,17,1
1004518,[3|3349],[4|33493],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[28|950],[27|1000],[[103|1030]|[104|1030]],[[3|3349]|[4|33493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|950]|[27|1000]],[[999|3|10000000]],[999|3|10000000],33314,10045,240,2700,240,2700,18,1
1004519,[3|4249],[4|42493],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[28|1000],[27|1000],[[103|1050]|[104|1050]],[[3|4249]|[4|42493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|1000]|[27|1000]],[[999|3|10000000]],[999|3|10000000],41378,10045,265,2800,265,2800,19,1
1004520,[3|5149],[4|51493],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[28|1030],[27|1030],[[103|1070]|[104|1070]],[[3|5149]|[4|51493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|1030]|[27|1030]],[[999|3|10000000]],[999|3|10000000],49442,10045,280,2900,99999,2901,20,1
1004601,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[32|0],[31|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[32|0]|[31|0]],[[999|3|450]],[999|3|450],0,10046,20,1000,20,1000,1,1
1004602,[3|32],[4|216],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[32|0],[31|0],[[103|0]|[104|200]],[[3|32]|[4|216]|[104|0]|[5|100]],[[19|100]|[18|0]|[32|0]|[31|0]],[[999|3|600]],[999|3|600],344,10046,30,1100,30,1100,2,1
1004603,[3|74],[4|496],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[32|0],[31|0],[[103|100]|[104|200]],[[3|74]|[4|496]|[104|0]|[5|100]],[[19|100]|[18|100]|[32|0]|[31|0]],[[999|3|3600]],[999|3|3600],792,10046,50,1200,50,1200,3,1
1004604,[3|126],[4|842],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[32|200],[31|0],[[103|100]|[104|200]],[[3|126]|[4|842]|[104|0]|[5|100]],[[19|200]|[18|100]|[32|200]|[31|0]],[[999|3|8600]],[999|3|8600],1346,10046,70,1300,70,1300,4,1
1004605,[3|187],[4|1252],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[32|200],[31|200],[[103|200]|[104|200]],[[3|187]|[4|1252]|[104|0]|[5|100]],[[19|200]|[18|200]|[32|200]|[31|200]],[[999|3|18000]],[999|3|18000],2000,10046,90,1400,90,1400,5,1
1004606,[3|259],[4|1728],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[32|200],[31|200],[[103|200]|[104|400]],[[3|259]|[4|1728]|[104|0]|[5|100]],[[19|300]|[18|200]|[32|200]|[31|200]],[[999|3|27000]],[999|3|27000],2764,10046,100,1500,100,1500,6,1
1004607,[3|330],[4|2203],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[32|200],[31|200],[[103|300]|[104|400]],[[3|330]|[4|2203]|[104|0]|[5|100]],[[19|300]|[18|300]|[32|200]|[31|200]],[[999|3|36000]],[999|3|36000],3523,10046,110,1600,110,1600,7,1
1004608,[3|414],[4|2764],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[32|400],[31|200],[[103|300]|[104|400]],[[3|414]|[4|2764]|[104|0]|[5|100]],[[19|400]|[18|300]|[32|400]|[31|200]],[[999|3|55000]],[999|3|55000],4420,10046,120,1700,120,1700,8,1
1004609,[3|511],[4|3412],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[32|400],[31|400],[[103|400]|[104|400]],[[3|511]|[4|3412]|[104|0]|[5|100]],[[19|400]|[18|400]|[32|400]|[31|400]],[[999|3|88000]],[999|3|88000],5318,10046,130,1800,130,1800,9,1
1004610,[3|663],[4|4420],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[32|400],[31|400],[[103|400]|[104|700]],[[3|663]|[4|4420]|[104|0]|[5|100]],[[19|500]|[18|400]|[32|400]|[31|400]],[[999|3|150000]],[999|3|150000],6702,10046,140,1900,140,1900,10,1
1004611,[3|835],[4|5572],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[32|400],[31|400],[[103|500]|[104|700]],[[3|835]|[4|5572]|[104|0]|[5|100]],[[19|500]|[18|500]|[32|400]|[31|400]],[[999|3|270000]],[999|3|270000],8086,10046,150,2000,150,2000,11,1
