id,attribute,attrs,cost,costArr,exclusive_component,index,lv,power,skillArr
1004116,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11041|90],[[2|11041|90]],[1004113|4],10041,16,77840,[[1004113|4]]
1004117,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11041|100],[[2|11041|100]],[1004113|4],10041,17,85808,[[1004113|4]]
1004118,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11041|110],[[2|11041|110]],[1004113|4],10041,18,93732,[[1004113|4]]
1004119,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11041|130],[[2|11041|130]],[1004113|4],10041,19,101675,[[1004113|4]]
1004120,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11041|150],[[2|11041|150]],[1004113|5],10041,20,112800,[[1004113|5]]
1004201,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11042|5],[[2|11042|5]],[1004213|1],10042,1,3176,[[1004213|1]]
1004202,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11042|10],[[2|11042|10]],[1004213|1],10042,2,6355,[[1004213|1]]
1004203,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11042|15],[[2|11042|15]],[1004213|1],10042,3,9535,[[1004213|1]]
1004204,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11042|20],[[2|11042|20]],[1004213|1],10042,4,12712,[[1004213|1]]
1004205,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11042|25],[[2|11042|25]],[1004213|2],10042,5,16831,[[1004213|2]]
1004206,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11042|30],[[2|11042|30]],[1004213|2],10042,6,20970,[[1004213|2]]
1004207,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11042|35],[[2|11042|35]],[1004213|2],10042,7,25112,[[1004213|2]]
1004208,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11042|40],[[2|11042|40]],[1004213|2],10042,8,29229,[[1004213|2]]
1004209,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11042|45],[[2|11042|45]],[1004213|2],10042,9,33370,[[1004213|2]]
1004210,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11042|50],[[2|11042|50]],[1004213|3],10042,10,39075,[[1004213|3]]
1004211,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11042|55],[[2|11042|55]],[1004213|3],10042,11,44803,[[1004213|3]]
1004212,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11042|60],[[2|11042|60]],[1004213|3],10042,12,50516,[[1004213|3]]
1004213,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11042|65],[[2|11042|65]],[1004213|3],10042,13,56244,[[1004213|3]]
1004214,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11042|70],[[2|11042|70]],[1004213|3],10042,14,61951,[[1004213|3]]
1004215,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11042|80],[[2|11042|80]],[1004213|4],10042,15,69917,[[1004213|4]]
1004216,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11042|90],[[2|11042|90]],[1004213|4],10042,16,77840,[[1004213|4]]
1004217,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11042|100],[[2|11042|100]],[1004213|4],10042,17,85808,[[1004213|4]]
1004218,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11042|110],[[2|11042|110]],[1004213|4],10042,18,93732,[[1004213|4]]
1004219,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11042|130],[[2|11042|130]],[1004213|4],10042,19,101675,[[1004213|4]]
1004220,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11042|150],[[2|11042|150]],[1004213|5],10042,20,112800,[[1004213|5]]
1004301,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11043|5],[[2|11043|5]],[1004313|1],10043,1,3176,[[1004313|1]]
1004302,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11043|10],[[2|11043|10]],[1004313|1],10043,2,6355,[[1004313|1]]
1004303,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11043|15],[[2|11043|15]],[1004313|1],10043,3,9535,[[1004313|1]]
1004304,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11043|20],[[2|11043|20]],[1004313|1],10043,4,12712,[[1004313|1]]
1004305,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11043|25],[[2|11043|25]],[1004313|2],10043,5,16831,[[1004313|2]]
1004306,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11043|30],[[2|11043|30]],[1004313|2],10043,6,20970,[[1004313|2]]
1004307,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11043|35],[[2|11043|35]],[1004313|2],10043,7,25112,[[1004313|2]]
1004308,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11043|40],[[2|11043|40]],[1004313|2],10043,8,29229,[[1004313|2]]
1004309,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11043|45],[[2|11043|45]],[1004313|2],10043,9,33370,[[1004313|2]]
1004310,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11043|50],[[2|11043|50]],[1004313|3],10043,10,39075,[[1004313|3]]
1004311,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11043|55],[[2|11043|55]],[1004313|3],10043,11,44803,[[1004313|3]]
1004312,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11043|60],[[2|11043|60]],[1004313|3],10043,12,50516,[[1004313|3]]
1004313,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11043|65],[[2|11043|65]],[1004313|3],10043,13,56244,[[1004313|3]]
1004314,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11043|70],[[2|11043|70]],[1004313|3],10043,14,61951,[[1004313|3]]
1004315,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11043|80],[[2|11043|80]],[1004313|4],10043,15,69917,[[1004313|4]]
1004316,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11043|90],[[2|11043|90]],[1004313|4],10043,16,77840,[[1004313|4]]
1004317,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11043|100],[[2|11043|100]],[1004313|4],10043,17,85808,[[1004313|4]]
1004318,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11043|110],[[2|11043|110]],[1004313|4],10043,18,93732,[[1004313|4]]
1004319,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11043|130],[[2|11043|130]],[1004313|4],10043,19,101675,[[1004313|4]]
1004320,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11043|150],[[2|11043|150]],[1004313|5],10043,20,112800,[[1004313|5]]
1004401,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11044|5],[[2|11044|5]],[1004413|1],10044,1,3176,[[1004413|1]]
1004402,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11044|10],[[2|11044|10]],[1004413|1],10044,2,6355,[[1004413|1]]
1004403,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11044|15],[[2|11044|15]],[1004413|1],10044,3,9535,[[1004413|1]]
1004404,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11044|20],[[2|11044|20]],[1004413|1],10044,4,12712,[[1004413|1]]
1004405,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11044|25],[[2|11044|25]],[1004413|2],10044,5,16831,[[1004413|2]]
1004406,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11044|30],[[2|11044|30]],[1004413|2],10044,6,20970,[[1004413|2]]
1004407,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11044|35],[[2|11044|35]],[1004413|2],10044,7,25112,[[1004413|2]]
1004408,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11044|40],[[2|11044|40]],[1004413|2],10044,8,29229,[[1004413|2]]
1004409,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11044|45],[[2|11044|45]],[1004413|2],10044,9,33370,[[1004413|2]]
1004410,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11044|50],[[2|11044|50]],[1004413|3],10044,10,39075,[[1004413|3]]
1004411,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11044|55],[[2|11044|55]],[1004413|3],10044,11,44803,[[1004413|3]]
1004412,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11044|60],[[2|11044|60]],[1004413|3],10044,12,50516,[[1004413|3]]
1004413,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11044|65],[[2|11044|65]],[1004413|3],10044,13,56244,[[1004413|3]]
1004414,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11044|70],[[2|11044|70]],[1004413|3],10044,14,61951,[[1004413|3]]
1004415,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11044|80],[[2|11044|80]],[1004413|4],10044,15,69917,[[1004413|4]]
1004416,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11044|90],[[2|11044|90]],[1004413|4],10044,16,77840,[[1004413|4]]
1004417,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11044|100],[[2|11044|100]],[1004413|4],10044,17,85808,[[1004413|4]]
1004418,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11044|110],[[2|11044|110]],[1004413|4],10044,18,93732,[[1004413|4]]
1004419,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11044|130],[[2|11044|130]],[1004413|4],10044,19,101675,[[1004413|4]]
1004420,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11044|150],[[2|11044|150]],[1004413|5],10044,20,112800,[[1004413|5]]
1004501,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11045|5],[[2|11045|5]],[1004513|1],10045,1,3176,[[1004513|1]]
1004502,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11045|10],[[2|11045|10]],[1004513|1],10045,2,6355,[[1004513|1]]
1004503,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11045|15],[[2|11045|15]],[1004513|1],10045,3,9535,[[1004513|1]]
1004504,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11045|20],[[2|11045|20]],[1004513|1],10045,4,12712,[[1004513|1]]
1004505,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11045|25],[[2|11045|25]],[1004513|2],10045,5,16831,[[1004513|2]]
1004506,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11045|30],[[2|11045|30]],[1004513|2],10045,6,20970,[[1004513|2]]
1004507,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11045|35],[[2|11045|35]],[1004513|2],10045,7,25112,[[1004513|2]]
1004508,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11045|40],[[2|11045|40]],[1004513|2],10045,8,29229,[[1004513|2]]
1004509,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11045|45],[[2|11045|45]],[1004513|2],10045,9,33370,[[1004513|2]]
1004510,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11045|50],[[2|11045|50]],[1004513|3],10045,10,39075,[[1004513|3]]
1004511,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11045|55],[[2|11045|55]],[1004513|3],10045,11,44803,[[1004513|3]]
1004512,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11045|60],[[2|11045|60]],[1004513|3],10045,12,50516,[[1004513|3]]
1004513,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11045|65],[[2|11045|65]],[1004513|3],10045,13,56244,[[1004513|3]]
1004514,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11045|70],[[2|11045|70]],[1004513|3],10045,14,61951,[[1004513|3]]
1004515,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11045|80],[[2|11045|80]],[1004513|4],10045,15,69917,[[1004513|4]]
1004516,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11045|90],[[2|11045|90]],[1004513|4],10045,16,77840,[[1004513|4]]
1004517,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11045|100],[[2|11045|100]],[1004513|4],10045,17,85808,[[1004513|4]]
1004518,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11045|110],[[2|11045|110]],[1004513|4],10045,18,93732,[[1004513|4]]
1004519,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11045|130],[[2|11045|130]],[1004513|4],10045,19,101675,[[1004513|4]]
1004520,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11045|150],[[2|11045|150]],[1004513|5],10045,20,112800,[[1004513|5]]
1004601,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11046|5],[[2|11046|5]],[1004613|1],10046,1,3176,[[1004613|1]]
1004602,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11046|10],[[2|11046|10]],[1004613|1],10046,2,6355,[[1004613|1]]
1004603,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11046|15],[[2|11046|15]],[1004613|1],10046,3,9535,[[1004613|1]]
1004604,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11046|20],[[2|11046|20]],[1004613|1],10046,4,12712,[[1004613|1]]
1004605,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11046|25],[[2|11046|25]],[1004613|2],10046,5,16831,[[1004613|2]]
1004606,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11046|30],[[2|11046|30]],[1004613|2],10046,6,20970,[[1004613|2]]
1004607,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11046|35],[[2|11046|35]],[1004613|2],10046,7,25112,[[1004613|2]]
1004608,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11046|40],[[2|11046|40]],[1004613|2],10046,8,29229,[[1004613|2]]
1004609,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11046|45],[[2|11046|45]],[1004613|2],10046,9,33370,[[1004613|2]]
1004610,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11046|50],[[2|11046|50]],[1004613|3],10046,10,39075,[[1004613|3]]
1004611,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11046|55],[[2|11046|55]],[1004613|3],10046,11,44803,[[1004613|3]]
1004612,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11046|60],[[2|11046|60]],[1004613|3],10046,12,50516,[[1004613|3]]
1004613,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11046|65],[[2|11046|65]],[1004613|3],10046,13,56244,[[1004613|3]]
1004614,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11046|70],[[2|11046|70]],[1004613|3],10046,14,61951,[[1004613|3]]
1004615,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11046|80],[[2|11046|80]],[1004613|4],10046,15,69917,[[1004613|4]]
1004616,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11046|90],[[2|11046|90]],[1004613|4],10046,16,77840,[[1004613|4]]
1004617,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11046|100],[[2|11046|100]],[1004613|4],10046,17,85808,[[1004613|4]]
1004618,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11046|110],[[2|11046|110]],[1004613|4],10046,18,93732,[[1004613|4]]
1004619,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11046|130],[[2|11046|130]],[1004613|4],10046,19,101675,[[1004613|4]]
1004620,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11046|150],[[2|11046|150]],[1004613|5],10046,20,112800,[[1004613|5]]
1004701,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11047|5],[[2|11047|5]],[1004714|1],10047,1,3176,[[1004714|1]]
1004702,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11047|10],[[2|11047|10]],[1004714|1],10047,2,6355,[[1004714|1]]
1004703,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11047|15],[[2|11047|15]],[1004714|1],10047,3,9535,[[1004714|1]]
1004704,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11047|20],[[2|11047|20]],[1004714|1],10047,4,12712,[[1004714|1]]
1004705,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11047|25],[[2|11047|25]],[1004714|2],10047,5,16831,[[1004714|2]]
1004706,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11047|30],[[2|11047|30]],[1004714|2],10047,6,20970,[[1004714|2]]
1004707,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11047|35],[[2|11047|35]],[1004714|2],10047,7,25112,[[1004714|2]]
1004708,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11047|40],[[2|11047|40]],[1004714|2],10047,8,29229,[[1004714|2]]
1004709,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11047|45],[[2|11047|45]],[1004714|2],10047,9,33370,[[1004714|2]]
1004710,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11047|50],[[2|11047|50]],[1004714|3],10047,10,39075,[[1004714|3]]
1004711,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11047|55],[[2|11047|55]],[1004714|3],10047,11,44803,[[1004714|3]]
1004712,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11047|60],[[2|11047|60]],[1004714|3],10047,12,50516,[[1004714|3]]
1004713,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11047|65],[[2|11047|65]],[1004714|3],10047,13,56244,[[1004714|3]]
1004714,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11047|70],[[2|11047|70]],[1004714|3],10047,14,61951,[[1004714|3]]
1004715,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11047|80],[[2|11047|80]],[1004714|4],10047,15,69917,[[1004714|4]]
1004716,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11047|90],[[2|11047|90]],[1004714|4],10047,16,77840,[[1004714|4]]
1004717,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11047|100],[[2|11047|100]],[1004714|4],10047,17,85808,[[1004714|4]]
1004718,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11047|110],[[2|11047|110]],[1004714|4],10047,18,93732,[[1004714|4]]
1004719,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11047|130],[[2|11047|130]],[1004714|4],10047,19,101675,[[1004714|4]]
1004720,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11047|150],[[2|11047|150]],[1004714|5],10047,20,112800,[[1004714|5]]
1004801,[3|170|4|4225|103|280|104|560],[[3|170]|[4|4225]|[103|280]|[104|560]],[2|11048|5],[[2|11048|5]],[1004814|1],10048,1,3176,[[1004814|1]]
1004802,[3|340|4|8450|103|560|104|1130],[[3|340]|[4|8450]|[103|560]|[104|1130]],[2|11048|10],[[2|11048|10]],[1004814|1],10048,2,6355,[[1004814|1]]
1004803,[3|505|4|12675|103|850|104|1690],[[3|505]|[4|12675]|[103|850]|[104|1690]],[2|11048|15],[[2|11048|15]],[1004814|1],10048,3,9535,[[1004814|1]]
1004804,[3|675|4|16900|103|1130|104|2250],[[3|675]|[4|16900]|[103|1130]|[104|2250]],[2|11048|20],[[2|11048|20]],[1004814|1],10048,4,12712,[[1004814|1]]
1004805,[3|895|4|22395|103|1490|104|2990],[[3|895]|[4|22395]|[103|1490]|[104|2990]],[2|11048|25],[[2|11048|25]],[1004814|2],10048,5,16831,[[1004814|2]]
1004806,[3|1115|4|27885|103|1860|104|3720],[[3|1115]|[4|27885]|[103|1860]|[104|3720]],[2|11048|30],[[2|11048|30]],[1004814|2],10048,6,20970,[[1004814|2]]
1004807,[3|1335|4|33380|103|2230|104|4450],[[3|1335]|[4|33380]|[103|2230]|[104|4450]],[2|11048|35],[[2|11048|35]],[1004814|2],10048,7,25112,[[1004814|2]]
1004808,[3|1555|4|38875|103|2590|104|5180],[[3|1555]|[4|38875]|[103|2590]|[104|5180]],[2|11048|40],[[2|11048|40]],[1004814|2],10048,8,29229,[[1004814|2]]
1004809,[3|1775|4|44365|103|2960|104|5920],[[3|1775]|[4|44365]|[103|2960]|[104|5920]],[2|11048|45],[[2|11048|45]],[1004814|2],10048,9,33370,[[1004814|2]]
1004810,[3|2080|4|51970|103|3460|104|6930],[[3|2080]|[4|51970]|[103|3460]|[104|6930]],[2|11048|50],[[2|11048|50]],[1004814|3],10048,10,39075,[[1004814|3]]
1004811,[3|2385|4|59575|103|3970|104|7940],[[3|2385]|[4|59575]|[103|3970]|[104|7940]],[2|11048|55],[[2|11048|55]],[1004814|3],10048,11,44803,[[1004814|3]]
1004812,[3|2685|4|67185|103|4480|104|8960],[[3|2685]|[4|67185]|[103|4480]|[104|8960]],[2|11048|60],[[2|11048|60]],[1004814|3],10048,12,50516,[[1004814|3]]
1004813,[3|2990|4|74790|103|4990|104|9970],[[3|2990]|[4|74790]|[103|4990]|[104|9970]],[2|11048|65],[[2|11048|65]],[1004814|3],10048,13,56244,[[1004814|3]]
1004814,[3|3295|4|82395|103|5490|104|10990],[[3|3295]|[4|82395]|[103|5490]|[104|10990]],[2|11048|70],[[2|11048|70]],[1004814|3],10048,14,61951,[[1004814|3]]
1004815,[3|3720|4|92960|103|6200|104|12390],[[3|3720]|[4|92960]|[103|6200]|[104|12390]],[2|11048|80],[[2|11048|80]],[1004814|4],10048,15,69917,[[1004814|4]]
1004816,[3|4140|4|103520|103|6900|104|13800],[[3|4140]|[4|103520]|[103|6900]|[104|13800]],[2|11048|90],[[2|11048|90]],[1004814|4],10048,16,77840,[[1004814|4]]
1004817,[3|4565|4|114085|103|7610|104|15210],[[3|4565]|[4|114085]|[103|7610]|[104|15210]],[2|11048|100],[[2|11048|100]],[1004814|4],10048,17,85808,[[1004814|4]]
1004818,[3|4985|4|124650|103|8310|104|16620],[[3|4985]|[4|124650]|[103|8310]|[104|16620]],[2|11048|110],[[2|11048|110]],[1004814|4],10048,18,93732,[[1004814|4]]
1004819,[3|5410|4|135210|103|9010|104|18030],[[3|5410]|[4|135210]|[103|9010]|[104|18030]],[2|11048|130],[[2|11048|130]],[1004814|4],10048,19,101675,[[1004814|4]]
1004820,[3|6000|4|150000|103|10000|104|20000],[[3|6000]|[4|150000]|[103|10000]|[104|20000]],[2|11048|150],[[2|11048|150]],[1004814|5],10048,20,112800,[[1004814|5]]
