id,isNormalAtk,adjustAttr,AdjustAttrs,adjustExtraBullet,AdjustExtraBulletParameters,adjustFinalEffect,AdjustParameters,adjustType,adjustTypearameter,atker_buffs,atkerBuffsList,before_buffs,buffList,buffs,bullet_replace,bullet_reply,bulletTraceID,damageNumType,decFilter,decLimit,decOnCreation,decParamList,decParams,decSide,decTime,decTragetLimit,decType,delayTime,dmg_atk_type,dmg_enhance,dmgFilter,effectAudio,effectFX,effectFX_new,effectFXTime,effetFXBindPos,gatherDmg,haveAdjustFinalEffect,heal_enhance,hpPercentDmg,hpPercentDmg_enhance,hpPercentHeal,hpPercentHeal_enhance,IsFollowtarget,judgeFX,judgeFX_time,launch_offset,LaunchOffset,lifeTime,mark,markDic,offsetAngle,phone_shake,rounds,size_change,skillDamageType,special_bullet,specialBullet,speed,TargetFilteringParams,TargetFilteringRules,update_at_once,upgradeDataDic
10048132,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1004804],[1004804],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10049131,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1004904],[1004904],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10049132,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1004905],[1004905],[],,-1,-1,-1,0,-1,[300],[300],-1,200,2,2,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],100,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[1|2],[1|2],-1,
10049133,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1004906],[1004906],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10050131,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1005000|1005004],[1005000|1005004],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10051131,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1005104],[1005104],[],,-1,-1,-1,0,-1,[],,-1,0,-1,1,0,-1,0,1,,,[1005101],-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10051132,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1005100],[1005100],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,100,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10051133,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[200],[200],-1,1100,-1,2,0,-1,800,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10052131,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1005204],[1005204],[],,-1,-1,-1,0,-1,[],,-1,0,-1,1,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10053131,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1005301|1005303],[1005301|1005303],[],,10053101,-1,-1,4,-1,[500],[500],1,1000,-1,2,0,-1,0,1,,,[202],-1,-1,-1,false,333,,,,,-1,,-1,,[0|0],2400,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10054131,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1005404],[1005404],[],,10054101,-1,-1,0,-1,[],,-1,0,-1,1,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],600,[],,-1,
10001231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,3,-1,0,-1,[100],[100],-1,0,-1,2,0,-1,545,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],-1,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10001232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1000114],[1000114],[],,-1,3,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10002231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,10002201,3,-1,0,-1,[250],[250],-1,2100,-1,2,0,-1,875,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],2000,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10003231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1000304],[1000304],[],,-1,3,-1,0,-1,[],,-1,0,-1,1,0,-1,0,1,,Effect/Battle/Healing_SF_Skill_2_Jin,[10302],500,1,-1,false,925,,,,,-1,,-1,,[0|0],-1,[3],{3:0},0,-1,-1,,3,,[],-1,[],,-1,
10004231,false,,[],,[],,SafeArray`1[System.Int32],-1,,[1000431],[1000431],,[1000414],[1000414],[],,-1,3,-1,0,-1,[200],[200],-1,2100,-1,2,0,-1,545,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],2000,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],1,[],,-1,
10005231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1000514],[1000514],[],,-1,3,-1,0,-1,[800],[800],1,0,-1,2,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10006231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,10006201,3,-1,0,-1,[300],[300],-1,1000,-1,2,0,-1,315,1,attack_ice,Effect/Battle/CommonEffect/Fx_Ice_Hit_01,[106],500,0,-1,false,0,,,,,-1,,-1,,[0|0],2100,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10007231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,3,-1,0,-1,[300],[300],1,1000,4,2,0,-1,0,1,,Effect/Battle/CommonEffect/Fx_ZhiLiaoMingZhong_01_small,[201],500,1,-1,false,350,,,,,-1,,-1,,[0|0],2000,[3],{3:0},0,-1,-1,,3,,[],-1,[1|2],[1|2],-1,
10008231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1000804],[1000804],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10008232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1000806],[1000806],[],,-1,-1,-1,0,-1,[],,-1,0,-1,1,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10009231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1000904],[1000904],[],,-1,3,-1,0,-1,[300],[300],1,0,-1,2,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10010231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,3,-1,0,-1,[30],[30],-1,0,-1,2,0,-1,290,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],-1,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10010232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,3,-1,0,-1,[30],[30],-1,0,-1,2,467,-1,290,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],-1,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10010233,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,3,-1,0,-1,[30],[30],-1,0,-1,2,1033,-1,315,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],-1,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10011231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,10011201,3,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,680,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1|101|10050|10051],{1:0|101:1|10050:2|10051:3},0,-1,-1,,1,,[],1200,[],,-1,
10011232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,10011201,3,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,680,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1|101|10050|10051],{1:0|101:1|10050:2|10051:3},-30,-1,-1,,1,,[],1200,[],,-1,
10011233,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,10011201,3,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,680,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1|101|10050|10051],{1:0|101:1|10050:2|10051:3},30,-1,-1,,1,,[],1200,[],,-1,
10012231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001204|1001214],[1001204|1001214],[],,-1,3,-1,0,-1,[250],[250],-1,500,-1,2,0,-1,433,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,1,,-1,,[0|0],1300,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10012232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],2000,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10012431,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001214],[1001214],[],,-1,3,-1,0,-1,[250],[250],-1,500,-1,2,0,-1,433,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,1,,-1,,[0|0],1300,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10012432,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001234],[1001234],[],,-1,-1,-1,1,-1,[],,1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,1,,-1,,[0|0],1500,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10012433,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,3,-1,0,-1,[250],[250],-1,500,1,2,0,-1,1,1,attack,Effect/Battle/E_YJ_skill1_hit,[13702],500,0,-1,false,0,,,,,1,,-1,,[0|0],1300,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[1],[1],-1,
10012171,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001248],[1001248],[],,-1,-1,-1,0,-1,[],,-1,0,-1,1,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10013231,false,,[],,[],,SafeArray`1[System.Int32],-1,,[1001304],[1001304],,[],,[],,-1,3,-1,0,-1,[150],[150],-1,0,-1,2,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
10013232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001314],[1001314],[],,-1,3,-1,0,-1,[150],[150],-1,0,-1,2,200,-1,650,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],-1,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10014231,true,[18|3500],[[18|3500]],,[],,SafeArray`1[System.Int32],3,[3000],,[],,[],,[],,10014202,3,-1,0,-1,[125],[125],-1,0,-1,2,0,-1,500,1,attack,Effect/Battle/WilderHunter_skill2_hit,[12301],500,0,-1,false,0,,,,,-1,,-1,,[0|0],500,[0|101|10050|10051],{0:0|101:1|10050:2|10051:3},0,-1,-1,,0,,[],1500,[],,-1,
10014232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001414|1001414|1001414],[1001414|1001414|1001414],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10014233,true,[18|3500],[[18|3500]],,[],,SafeArray`1[System.Int32],3,[3000],,[],,[],,[],,10014202,3,-1,0,-1,[125],[125],-1,0,-1,2,0,-1,500,1,attack,Effect/Battle/WilderHunter_skill2_hit,[12301],500,0,-1,false,0,,,,,-1,,-1,,[0|0],500,[0|101|10050|10051],{0:0|101:1|10050:2|10051:3},0,-1,-1,,0,,[],1500,[],,-1,
10014234,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001424],[1001424],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10015231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001514],[1001514],[],,-1,-1,-1,0,-1,[300],[300],1,0,-1,2,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10016231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001604],[1001604],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10017231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001714],[1001714],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10017232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001734],[1001734],[],,-1,-1,-1,0,-1,[150],[150],-1,0,-1,2,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10018231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,10018201,4,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,525,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],800,[1|101|10050|10051],{1:0|101:1|10050:2|10051:3},0,-1,-1,,1,,[],1050,[],,-1,
10018232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001824],[1001824],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10019231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1001904],[1001904],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,Effect/Battle/CommonEffect/Fx_ZhiLiaoMingZhong_01,[202],1000,1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10020231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002034],[1002034],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10020232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,4,-1,0,-1,[150],[150],-1,367,-1,2,0,-1,537,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,1,,-1,,[0|0],500,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10020631,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002054|1002056],[1002054|1002056],[],,-1,-1,-1,0,-1,[],,-1,1100,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],1000,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10020632,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002055],[1002055],[],,-1,4,-1,0,-1,[150],[150],-1,367,-1,2,0,-1,537,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,1,,-1,,[0|0],500,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10020633,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002050],[1002050],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,1,
10020634,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,10020601,-1,-1,0,-1,[],,-1,1100,-1,1,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],1000,[2|106],{2:0|106:1},0,-1,-1,,2,,[],1,[],,-1,
10021231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,4,-1,0,-1,[],,-1,0,-1,1,300,-1,1100,1,attack,Effect/Battle/CommonEffect/Fx_ZhiLiaoMingZhong_01,[202],500,0,-1,false,0,,,,,-1,,-1,,[0|0],-1,[1|102|10050|10051],{1:0|102:1|10050:2|10051:3},0,-1,-1,,1,,[],-1,[],,-1,
10021232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,2,0,1,,Effect/Battle/CommonEffect/Fx_ZhiLiaoMingZhong_01,[202],500,1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10021233,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002144],[1002144],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10021234,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,10021201,-1,-1,0,-1,[],,-1,1100,-1,1,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],1000,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10022231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002234],[1002234],[],,10022201,4,-1,0,-1,[75],[75],-1,0,-1,2,0,-1,475,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],500,[1|101|10050|10051],{1:0|101:1|10050:2|10051:3},0,-1,-1,,1,[1|200|1000|300],[1|200|1000|300],1500,[],,-1,
10023231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002314],[1002314],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10023232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002317],[1002317],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10023631,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002315|1002316],[1002315|1002316],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10024231,false,,[],[10024343],[10024343],,SafeArray`1[System.Int32],2,[204|1],[1002404],[1002404],,[1002414],[1002414],[],,-1,4,-1,0,-1,[150|700],[150|700],-1,1100,-1,3,500,-1,1000,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1000,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],1,[],,-1,
10024232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,10024201,-1,-1,0,-1,[1],[1],-1,1100,-1,2,500,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],1000,[2|106],{2:0|106:1},0,-1,-1,,2,,[],1,[],,-1,
10024631,false,,[],[10024343],[10024343],,SafeArray`1[System.Int32],2,[204|1],,[],,[1002415|1002416],[1002415|1002416],[],,-1,-1,-1,0,-1,[],,-1,0,-1,1,10,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10025231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002514],[1002514],[],,-1,-1,-1,0,-1,[],,-1,0,-1,1,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10025232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[],,[],,-1,4,-1,0,-1,[150],[150],-1,600,-1,2,0,-1,200,1,attack,Effect/Battle/CommonEffect/Fx_Fire_Hit_01,[105],500,0,-1,false,0,,,,,-1,,-1,,[0|0],500,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10026231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002614],[1002614],[],,10026201,4,-1,0,-1,[150],[150],-1,1000,-1,2,0,-1,400,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],2900,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],-1,[],,-1,
10027231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002705|1002707],[1002705|1002707],[],,-1,-1,-1,0,-1,[200],[200],1,0,-1,2,500,-1,0,1,,Effect/Battle/CommonEffect/Fx_ZhiLiaoMingZhong_01,[202],1000,1,-1,false,1750,,,,,-1,,-1,,[0|0],-1,[3],{3:0},0,-1,-1,,3,,[],-1,[],,-1,
10028231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002804],[1002804],[],,-1,-1,-1,0,-1,[],,-1,0,-1,1,0,-1,0,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,[10000|0|4|800|1],,,,-1,,-1,,[0|0],-1,[1],{1:0},0,-1,-1,,1,,[],-1,[],,-1,
10029231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002914],[1002914],[],,-1,-1,-1,0,-1,[150],[150],1,0,-1,2,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10029631,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1002964],[1002964],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10030231,false,,[],,[],,SafeArray`1[System.Int32],-1,,[1003035],[1003035],,[1003034],[1003034],[],,-1,-1,-1,0,-1,[500],[500],1,0,-1,2,0,-1,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10030232,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1003024],[1003024],[],,10030201,4,-1,1,-1,[30],[30],-1,0,1,2,0,-1,0,1,,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],400,[1|101|10050|10051],{1:0|101:1|10050:2|10051:3},0,-1,-1,,1,,[],600,[],,-1,
10031231,false,[15|500],[[15|500]],,[],,SafeArray`1[System.Int32],1,,,[],,[1003124],[1003124],[],,-1,4,-1,0,-1,[200|400],[200|400],-1,1600,-1,3,0,-1,450,1,attack,Effect/Battle/CommonEffect/Fx_WuLiMingZhong_Hit_01,[101],500,0,-1,false,0,,,,,-1,,-1,,[0|0],1500,[1|10050|10051],{1:0|10050:1|10051:2},0,-1,-1,,1,,[],1,[],,-1,
10031232,false,[15|500],[[15|500]],,[],,SafeArray`1[System.Int32],1,,,[],,[1003125],[1003125],[],,-1,-1,-1,0,-1,[],,-1,0,-1,5,0,2,0,1,,,,-1,-1,-1,false,0,,,,,-1,,-1,,[0|0],-1,[2|106],{2:0|106:1},0,-1,-1,,2,,[],-1,[],,-1,
10032231,false,,[],,[],,SafeArray`1[System.Int32],-1,,,[],,[1003214],[1003214],[],,-1,-1,-1,0,-1,[],,-1,1000,-1,5,0,-1,0,1,,,,-1,-1,-1,false,650,,,,,-1,,-1,,[0|0],1900,[3],{3:0},0,-1,-1,,3,,[],-1,[],,-1,
