id,act,actionType_1,actionType_2,actionType_3,actionType_4,actionTypeIndex,actParams_1,actParams_2,actParams_3,actParams_4,addConditions,avatar,cantDispel,damageNumType,desc,dispel_type,enhance_actParams_1,enhance_actParams_2,enhance_actParams_3,enhance_actParams_4,fx,fx_line,fx_news,icon,ignore_blackscreen,level_enhance,mat,maxLevel,name,overwrite,releaseProbability_enhance,ShowWord,special_hit_effect,type,TypeList,TypePos,updateTime,upgradeDataDic,viewValueList,viewValues
2501109,,3,27,-1,-1,{3:0|27:1},,0,,,,-1,-1,-1,,,,,,,,,[100013],,-1,0,,-1,,-1,0,-1,,[1|15],[1|15],{1:0|15:1},-1,{1:BuffUpgradeData},[],
2501110,,3,27,-1,-1,{3:0|27:1},,0,,,,-1,-1,-1,,,,,,,,,[100013],,-1,0,,-1,,-1,0,-1,,[1|15],[1|15],{1:0|15:1},-1,{1:BuffUpgradeData},[],
2501111,,3,27,-1,-1,{3:0|27:1},,0,,,,-1,-1,-1,,,,,,,,,[100013],,-1,0,,-1,,-1,0,-1,,[1|15],[1|15],{1:0|15:1},-1,{1:BuffUpgradeData},[],
2501112,,3,27,-1,-1,{3:0|27:1},,0,,,,-1,-1,-1,,,,,,,,,[100013],,-1,0,,-1,,-1,0,-1,,[1|15],[1|15],{1:0|15:1},-1,{1:BuffUpgradeData},[],
2501201,,48,54,-1,-1,{48:0|54:1},26|1500,6010|1500,,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501202,,48,54,-1,-1,{48:0|54:1},26|1600,6010|1600,,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501203,,48,54,-1,-1,{48:0|54:1},26|1700,6010|1700,,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501204,,48,54,-1,-1,{48:0|54:1},26|1800,"6010|1800,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501205,,48,54,-1,-1,{48:0|54:1},26|1900,"6010|1900,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501206,,48,54,-1,-1,{48:0|54:1},26|2000,"6010|2000,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501207,,48,54,-1,-1,{48:0|54:1},26|2100,"6010|2100,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501208,,48,54,-1,-1,{48:0|54:1},26|2200,"6010|2200,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501209,,48,54,-1,-1,{48:0|54:1},26|2300,"6010|2300,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501210,,48,54,-1,-1,{48:0|54:1},26|2400,"6010|2400,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501211,,48,54,-1,-1,{48:0|54:1},26|2500,"6010|2500,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501212,,48,54,-1,-1,{48:0|54:1},26|2600,"6010|2600,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501213,,48,54,-1,-1,{48:0|54:1},26|2700,"6010|2700,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501214,,48,54,-1,-1,{48:0|54:1},26|2800,"6010|2800,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501215,,48,54,-1,-1,{48:0|54:1},26|2900,"6010|2900,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501216,,48,54,-1,-1,{48:0|54:1},26|3000,"6010|3000,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501217,,48,54,-1,-1,{48:0|54:1},26|3100,"6010|3100,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501218,,48,54,-1,-1,{48:0|54:1},26|3200,"6010|3200,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501219,,48,54,-1,-1,{48:0|54:1},26|3300,"6010|3300,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501220,,48,54,-1,-1,{48:0|54:1},26|3400,"6010|3400,6001|3000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501221,,48,54,-1,-1,{48:0|54:1},26|3500,"6010|3500,6001|5000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501222,,48,54,-1,-1,{48:0|54:1},26|3600,"6010|3600,6001|5000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501223,,48,54,-1,-1,{48:0|54:1},26|3700,"6010|3700,6001|5000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501224,,48,54,-1,-1,{48:0|54:1},26|3800,"6010|3800,6001|5000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501225,,48,54,-1,-1,{48:0|54:1},26|3900,"6010|3900,6001|5000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501226,,48,54,-1,-1,{48:0|54:1},26|4000,"6010|4000,6001|5000",,,,-1,-1,-1,,,,,,,,,[2501201],,-1,0,,-1,,-1,0,-1,,[0|25012],[0|25012],{0:0|25012:1},-1,{1:BuffUpgradeData},[],
2501250,,23,-1,-1,-1,{23:0},1|25012003|0|1000|3|1|1|8|1,,,,[2|3],-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
2501251,,48,-1,-1,-1,{48:0},89|200,,,,[1|25012],-1,-1,-1,,,,,,,,,,,-1,0,,6,,1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
2501252,,23,-1,-1,-1,{23:0},1|25012005|0|1000|3|1|1|8|1,,,,[2|3],-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
2501253,,48,-1,-1,-1,{48:0},89|200,,,,[1|25012],-1,-1,-1,,,,,,,,,,,-1,0,,6,,1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
2501254,,23,-1,-1,-1,{23:0},1|25012007|0|1000|3|1|1|8|1,,,,[2|3],-1,-1,-1,,[1],,,,,,,,,-1,0,,-1,,-1,0,-1,,[2],[2],{2:0},-1,{1:BuffUpgradeData},[],
2501255,,48,-1,-1,-1,{48:0},89|200,,,,[1|25012],-1,-1,-1,,,,,,,,,,,-1,0,,6,,1,0,-1,,[0],[0],{0:0},-1,{1:BuffUpgradeData},[],
2501301,,1,53,-1,-1,{1:0|53:1},0|3|7500,2200,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501302,,1,53,-1,-1,{1:0|53:1},0|3|8250,2150,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501303,,1,53,-1,-1,{1:0|53:1},0|3|9000,2100,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501304,,1,53,48,-1,{1:0|53:1|48:2},0|3|9750,2050,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501305,,1,53,48,-1,{1:0|53:1|48:2},0|3|10500,2000,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501306,,1,53,48,-1,{1:0|53:1|48:2},0|3|11250,1950,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501307,,1,53,48,-1,{1:0|53:1|48:2},0|3|12000,1900,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501308,,1,53,48,-1,{1:0|53:1|48:2},0|3|12750,1850,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501309,,1,53,48,-1,{1:0|53:1|48:2},0|3|13500,1800,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501310,,1,53,48,-1,{1:0|53:1|48:2},0|3|14250,1750,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501311,,1,53,48,-1,{1:0|53:1|48:2},0|3|15000,1700,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501312,,1,53,48,-1,{1:0|53:1|48:2},0|3|15750,1650,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501313,,1,53,48,-1,{1:0|53:1|48:2},0|3|16500,1600,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501314,,1,53,48,-1,{1:0|53:1|48:2},0|3|17250,1550,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501315,,1,53,48,-1,{1:0|53:1|48:2},0|3|18000,1500,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501316,,1,53,48,-1,{1:0|53:1|48:2},0|3|18750,1450,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501317,,1,53,48,-1,{1:0|53:1|48:2},0|3|19500,1400,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501318,,1,53,48,-1,{1:0|53:1|48:2},0|3|20250,1350,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501319,,1,53,48,-1,{1:0|53:1|48:2},0|3|21000,1300,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501320,,1,53,48,-1,{1:0|53:1|48:2},0|3|21750,1250,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501321,,1,53,48,-1,{1:0|53:1|48:2},0|3|22500,1200,"17|2500,6|3000,71|1500",,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501322,,1,53,-1,-1,{1:0|53:1},0|3|7500,1700,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501323,,1,53,-1,-1,{1:0|53:1},0|3|8250,1650,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501324,,1,53,-1,-1,{1:0|53:1},0|3|9000,1600,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501325,,1,53,48,-1,{1:0|53:1|48:2},0|3|9750,1550,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501326,,1,53,48,-1,{1:0|53:1|48:2},0|3|10500,1500,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501327,,1,53,48,-1,{1:0|53:1|48:2},0|3|11250,1450,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501328,,1,53,48,-1,{1:0|53:1|48:2},0|3|12000,1400,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501329,,1,53,48,-1,{1:0|53:1|48:2},0|3|12750,1350,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501330,,1,53,48,-1,{1:0|53:1|48:2},0|3|13500,1300,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501331,,1,53,48,-1,{1:0|53:1|48:2},0|3|14250,1250,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501332,,1,53,48,-1,{1:0|53:1|48:2},0|3|15000,1200,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501333,,1,53,48,-1,{1:0|53:1|48:2},0|3|15750,1150,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501334,,1,53,48,-1,{1:0|53:1|48:2},0|3|16500,1100,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501335,,1,53,48,-1,{1:0|53:1|48:2},0|3|17250,1050,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501336,,1,53,48,-1,{1:0|53:1|48:2},0|3|18000,1000,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501337,,1,53,48,-1,{1:0|53:1|48:2},0|3|18750,950,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501338,,1,53,48,-1,{1:0|53:1|48:2},0|3|19500,900,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501339,,1,53,48,-1,{1:0|53:1|48:2},0|3|20250,850,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501340,,1,53,48,-1,{1:0|53:1|48:2},0|3|21000,800,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501341,,1,53,48,-1,{1:0|53:1|48:2},0|3|21750,750,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501342,,1,53,48,-1,{1:0|53:1|48:2},0|3|22500,700,"17|2500,6|3000,71|1500",,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501343,,1,53,-1,-1,{1:0|53:1},0|3|7500,2200,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501344,,1,53,-1,-1,{1:0|53:1},0|3|8250,2150,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501345,,1,53,-1,-1,{1:0|53:1},0|3|9000,2100,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501346,,1,53,48,-1,{1:0|53:1|48:2},0|3|9750,2050,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501347,,1,53,48,-1,{1:0|53:1|48:2},0|3|10500,2000,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501348,,1,53,48,-1,{1:0|53:1|48:2},0|3|11250,1950,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501349,,1,53,48,-1,{1:0|53:1|48:2},0|3|12000,1900,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501350,,1,53,48,-1,{1:0|53:1|48:2},0|3|12750,1850,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501351,,1,53,48,-1,{1:0|53:1|48:2},0|3|13500,1800,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501352,,1,53,48,-1,{1:0|53:1|48:2},0|3|14250,1750,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501353,,1,53,48,-1,{1:0|53:1|48:2},0|3|15000,1700,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501354,,1,53,48,-1,{1:0|53:1|48:2},0|3|15750,1650,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501355,,1,53,48,-1,{1:0|53:1|48:2},0|3|16500,1600,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501356,,1,53,48,-1,{1:0|53:1|48:2},0|3|17250,1550,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501357,,1,53,48,-1,{1:0|53:1|48:2},0|3|18000,1500,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501358,,1,53,48,-1,{1:0|53:1|48:2},0|3|18750,1450,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501359,,1,53,48,-1,{1:0|53:1|48:2},0|3|19500,1400,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501360,,1,53,48,-1,{1:0|53:1|48:2},0|3|20250,1350,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501361,,1,53,48,-1,{1:0|53:1|48:2},0|3|21000,1300,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501362,,1,53,48,-1,{1:0|53:1|48:2},0|3|21750,1250,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501363,,1,53,48,-1,{1:0|53:1|48:2},0|3|22500,1200,"17|2500,6|3000,71|1500",,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501364,,1,53,-1,-1,{1:0|53:1},0|3|7500,1700,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501365,,1,53,-1,-1,{1:0|53:1},0|3|8250,1650,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501366,,1,53,-1,-1,{1:0|53:1},0|3|9000,1600,,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501367,,1,53,48,-1,{1:0|53:1|48:2},0|3|9750,1550,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501368,,1,53,48,-1,{1:0|53:1|48:2},0|3|10500,1500,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501369,,1,53,48,-1,{1:0|53:1|48:2},0|3|11250,1450,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501370,,1,53,48,-1,{1:0|53:1|48:2},0|3|12000,1400,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501371,,1,53,48,-1,{1:0|53:1|48:2},0|3|12750,1350,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501372,,1,53,48,-1,{1:0|53:1|48:2},0|3|13500,1300,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501373,,1,53,48,-1,{1:0|53:1|48:2},0|3|14250,1250,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501374,,1,53,48,-1,{1:0|53:1|48:2},0|3|15000,1200,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501375,,1,53,48,-1,{1:0|53:1|48:2},0|3|15750,1150,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501376,,1,53,48,-1,{1:0|53:1|48:2},0|3|16500,1100,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501377,,1,53,48,-1,{1:0|53:1|48:2},0|3|17250,1050,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501378,,1,53,48,-1,{1:0|53:1|48:2},0|3|18000,1000,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501379,,1,53,48,-1,{1:0|53:1|48:2},0|3|18750,950,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
2501380,,1,53,48,-1,{1:0|53:1|48:2},0|3|19500,900,17|1500,,,-1,-1,-1,,[1],,,,,,,[2501301],,-1,0,,-1,,-1,0,-1,,[0],[0],{0:0},500,{1:BuffUpgradeData},[],
